,year,first-author,first-author-affiliation,first-author-affiliation-country,last-author,last-author-affiliation,last-author-affiliation-country,journal/conference,title,number-of-authors,paper-url,DBLP-url
2505,2014,Tomás Kocák,inria lille - nord europe,France,Rémi Munos,google deepmind,United States,NIPS,efficient learning by implicit exploration in bandit problems with side observations.,4,https://proceedings.neurips.cc/paper/2014/hash/25b2822c2f5a3230abfadd476e8b04c9-Abstract.html,https://dblp.org/rec/conf/nips/KocakNVM14
2506,2014,Murat Kocaoglu,"mit-ibm watson ai lab, ibm research",United States,Adam R. Klivans,ut austin,United States,NIPS,sparse polynomial learning and graph sketching.,4,https://proceedings.neurips.cc/paper/2014/hash/71a58e8cb75904f24cde464161c3e766-Abstract.html,https://dblp.org/rec/conf/nips/KocaogluSDK14
2507,2014,Deguang Kong,,,Chris H. Q. Ding,,,NIPS,"exclusive feature learning on arbitrary structures via \ell_{1, 2}-norm.",5,https://proceedings.neurips.cc/paper/2014/hash/43feaeeecd7b2fe2ae2e26d917b6477d-Abstract.html,https://dblp.org/rec/conf/nips/KongF0ND14
2508,2014,Wouter M. Koolen,centrum wiskunde & informatica,Netherlands,Peter Grünwald,cwi and leiden university,,NIPS,learning the learning rate for prediction with expert advice.,3,https://proceedings.neurips.cc/paper/2014/hash/3f67fd97162d20e6fe27748b5b372509-Abstract.html,https://dblp.org/rec/conf/nips/KoolenEG14
2509,2014,Wouter M. Koolen,centrum wiskunde & informatica,Netherlands,Peter L. Bartlett,uc berkeley,United States,NIPS,efficient minimax strategies for square loss games.,3,https://proceedings.neurips.cc/paper/2014/hash/8d420fa35754d1f1c19969c88780314d-Abstract.html,https://dblp.org/rec/conf/nips/KoolenMB14
2510,2014,Oluwasanmi Koyejo,illinois / google,United States,Russell A. Poldrack,university of texas,United States,NIPS,on prior distributions and approximate inference for structured variables.,4,https://proceedings.neurips.cc/paper/2014/hash/74071a673307ca7459bcf75fbd024e09-Abstract.html,https://dblp.org/rec/conf/nips/KoyejoKGP14
2511,2014,Oluwasanmi Koyejo,illinois / google,United States,Inderjit S. Dhillon,ut austin & amazon,United States,NIPS,consistent binary classification with generalized performance metrics.,4,https://proceedings.neurips.cc/paper/2014/hash/30c8e1ca872524fbf7ea5c519ca397ee-Abstract.html,https://dblp.org/rec/conf/nips/KoyejoNRD14
2512,2014,M. Pawan Kumar,ecole centrale paris,France,M. Pawan Kumar,ecole centrale paris,France,NIPS,rounding-based moves for metric labeling.,1,https://proceedings.neurips.cc/paper/2014/hash/6974ce5ac660610b44d9b9fed0ff9548-Abstract.html,https://dblp.org/rec/conf/nips/Kumar14
2513,2014,Vitaly Kuznetsov,hrt,United States,Umar Syed,google research,United States,NIPS,multi-class deep boosting.,3,https://proceedings.neurips.cc/paper/2014/hash/7bb060764a818184ebb1cc0d43d382aa-Abstract.html,https://dblp.org/rec/conf/nips/KuznetsovMS14
2514,2014,Jean Lafond,télécom paristech,France,Joseph Salmon,télécom paristech,France,NIPS,probabilistic low-rank matrix completion on finite alphabets.,4,https://proceedings.neurips.cc/paper/2014/hash/f57a2f557b098c43f11ab969efe1504b-Abstract.html,https://dblp.org/rec/conf/nips/LafondKMS14
2515,2014,Rémi Lajugie,inria/ens,France,Sylvain Arlot,university paris-saclay and inria,France,NIPS,metric learning for temporal sequence alignment.,4,https://proceedings.neurips.cc/paper/2014/hash/9c01802ddb981e6bcfbec0f0516b8e35-Abstract.html,https://dblp.org/rec/conf/nips/LajugieGBA14
2516,2014,Balaji Lakshminarayanan,,,Yee Whye Teh,,,NIPS,mondrian forests - efficient online random forests.,3,https://proceedings.neurips.cc/paper/2014/hash/d1dc3a8270a6f9394f88847d7f0050cf-Abstract.html,https://dblp.org/rec/conf/nips/LakshminarayananRT14
2517,2014,Kenneth W. Latimer,ut austin,United States,Jonathan W. Pillow,ut austin,United States,NIPS,inferring synaptic conductances from spike trains with a biophysically inspired point process model.,4,https://proceedings.neurips.cc/paper/2014/hash/dbe272bab69f8e13f14b405e038deb64-Abstract.html,https://dblp.org/rec/conf/nips/LatimerCRP14
2518,2014,Tor Lattimore,deepmind,United States,Rémi Munos,google deepmind,United States,NIPS,bounded regret for finite-armed structured bandits.,2,https://proceedings.neurips.cc/paper/2014/hash/ad972f10e0800b49d76fed33a21f6698-Abstract.html,https://dblp.org/rec/conf/nips/LattimoreM14
2519,2014,Matthew Lawlor,yale university,United States,Steven W. Zucker,yale university,United States,NIPS,feedforward learning of mixture models.,2,https://proceedings.neurips.cc/paper/2014/hash/e077e1a544eec4f0307cf5c3c721d944-Abstract.html,https://dblp.org/rec/conf/nips/LawlorZ14
2520,2014,Seunghak Lee,carnegie mellon university,United States,Eric P. Xing,petuum inc. /  carnegie mellon university,United States,NIPS,on model parallelization and scheduling strategies for distributed machine learning.,6,https://proceedings.neurips.cc/paper/2014/hash/7d6044e95a16761171b130dcb476a43e-Abstract.html,https://dblp.org/rec/conf/nips/LeeKZHGX14
2521,2014,Jason D. Lee,stanford,United States,Jonathan E. Taylor,stanford university,United States,NIPS,exact post model selection inference for marginal screening.,2,https://proceedings.neurips.cc/paper/2014/hash/a0a080f42e6f13b3a2df133f073095dd-Abstract.html,https://dblp.org/rec/conf/nips/LeeT14
2522,2014,Rémi Lemonnier,"cmla - ens cachan / 1000mercis, paris",France,Nicolas Vayatis,ecole normale supérieure de cachan,France,NIPS,tight bounds for influence in diffusion networks and application to bond percolation and epidemiology.,3,https://proceedings.neurips.cc/paper/2014/hash/1bb91f73e9d31ea2830a5e73ce3ed328-Abstract.html,https://dblp.org/rec/conf/nips/LemonnierSV14
2523,2014,Sergey Levine,uc berkeley,United States,Pieter Abbeel,uc berkeley & covariant,United States,NIPS,learning neural network policies with guided policy search under unknown dynamics.,2,https://proceedings.neurips.cc/paper/2014/hash/6766aa2750c19aad2fa1b32f36ed4aee-Abstract.html,https://dblp.org/rec/conf/nips/LevineA14
2524,2014,Omer Levy,facebook ai research,United States,Yoav Goldberg,bar-ilan university,Israel,NIPS,neural word embedding as implicit matrix factorization.,2,https://proceedings.neurips.cc/paper/2014/hash/feab05aa91085b7a8012516bc3533958-Abstract.html,https://dblp.org/rec/conf/nips/LevyG14
2525,2014,Mu Li 0003,cmu,,Kai Yu,baidu,China,NIPS,communication efficient distributed machine learning with the parameter server.,4,https://proceedings.neurips.cc/paper/2014/hash/1ff1de774005f8da13f42943881c655f-Abstract.html,https://dblp.org/rec/conf/nips/LiASY14
2526,2014,Nan Li 0019,alibaba group,China,Zhi-Hua Zhou,nanjing university,China,NIPS,top rank optimization in linear time.,3,https://proceedings.neurips.cc/paper/2014/hash/670e8a43b246801ca1eaca97b3e19189-Abstract.html,https://dblp.org/rec/conf/nips/LiJZ14
2527,2014,Bo Li 0026,university of michigan,United States,Yevgeniy Vorobeychik,vanderbilt university,United States,NIPS,feature cross-substitution in adversarial classification.,2,https://proceedings.neurips.cc/paper/2014/hash/8597a6cfa74defcbde3047c891d78f90-Abstract.html,https://dblp.org/rec/conf/nips/LiV14
2528,2014,Yingyu Liang,princeton university,United States,David P. Woodruff,ibm research,United States,NIPS,improved distributed principal component analysis.,4,https://proceedings.neurips.cc/paper/2014/hash/52947e0ade57a09e4a1386d08f17b656-Abstract.html,https://dblp.org/rec/conf/nips/LiangBKW14
2529,2014,Jingwei Liang,,,Gabriel Peyré,,,NIPS,local linear convergence of forward-backward under partial smoothness.,3,https://proceedings.neurips.cc/paper/2014/hash/522a9ae9a99880d39e5daec35375e999-Abstract.html,https://dblp.org/rec/conf/nips/LiangFP14
2530,2014,Falk Lieder,uc berkeley,United States,Thomas L. Griffiths,princeton,United States,NIPS,algorithm selection by rational metareasoning as a model of human strategy selection.,6,https://proceedings.neurips.cc/paper/2014/hash/7fb8ceb3bd59c7956b1df66729296a4c-Abstract.html,https://dblp.org/rec/conf/nips/LiederPHRHG14
2531,2014,Shiau Hong Lim,national university of singapore,Singapore,Huan Xu,national university of singapore,Singapore,NIPS,clustering from labels and time-varying graphs.,3,https://proceedings.neurips.cc/paper/2014/hash/3328bdf9a4b9504b9398284244fe97c2-Abstract.html,https://dblp.org/rec/conf/nips/LimCX14
2532,2014,Cong Han Lim,,,Stephen J. Wright,,,NIPS,beyond the birkhoff polytope - convex relaxations for vector permutation problems.,2,https://proceedings.neurips.cc/paper/2014/hash/208e43f0e45c4c78cafadb83d2888cb6-Abstract.html,https://dblp.org/rec/conf/nips/LimW14
2533,2014,Qihang Lin,university of iowa,United States,Lin Xiao,facebook ai research,United States,NIPS,an accelerated proximal coordinate gradient method.,3,https://proceedings.neurips.cc/paper/2014/hash/8f19793b2671094e63a15ab883d50137-Abstract.html,https://dblp.org/rec/conf/nips/LinLX14
2534,2014,Scott W. Linderman,columbia university,United States,Ryan P. Adams,princeton university,United States,NIPS,a framework for studying synaptic plasticity with neural spike train data.,3,https://proceedings.neurips.cc/paper/2014/hash/4122cb13c7a474c1976c9706ae36521d-Abstract.html,https://dblp.org/rec/conf/nips/LindermanSA14
2535,2014,Robert V. Lindsey,imagen technologies,United States,Michael C. Mozer,google research and u. colorado boulder,United States,NIPS,automatic discovery of cognitive skills to improve the prediction of student learning.,3,https://proceedings.neurips.cc/paper/2014/hash/d840cc5d906c3e9c84374c8919d2074e-Abstract.html,https://dblp.org/rec/conf/nips/LindseyKM14
2536,2014,Guangcan Liu,nuist,People's Republic of China,Ping Li 0001,baidu research usa,United States,NIPS,recovery of coherent data via low-rank dictionary pursuit.,2,https://proceedings.neurips.cc/paper/2014/hash/07a96b1f61097ccb54be14d6a47439b0-Abstract.html,https://dblp.org/rec/conf/nips/Liu014
2537,2014,Xianghang Liu,nicta/unsw,Australia,Justin Domke,nicta,Australia,NIPS,projecting markov random field parameters for fast mixing.,2,https://proceedings.neurips.cc/paper/2014/hash/2823f4797102ce1a1aec05359cc16dd9-Abstract.html,https://dblp.org/rec/conf/nips/LiuD14
2538,2014,Qiang Liu 0001,uc irvine,United States,Alexander T. Ihler,uc irvine,United States,NIPS,"distributed estimation, information loss and exponential families.",2,https://proceedings.neurips.cc/paper/2014/hash/303ed4c69846ab36c2904d3ba8573050-Abstract.html,https://dblp.org/rec/conf/nips/LiuI14
2539,2014,Zhe Liu,university of chicago,United States,John D. Lafferty,yale university,United States,NIPS,blossom tree graphical models.,2,https://proceedings.neurips.cc/paper/2014/hash/da8ce53cf0240070ce6c69c48cd588ee-Abstract.html,https://dblp.org/rec/conf/nips/LiuL14
2540,2014,Wei Liu 0005,tencent ai lab,China,Shih-Fu Chang,columbia university,United States,NIPS,discrete graph hashing.,4,https://proceedings.neurips.cc/paper/2014/hash/f63f65b503e22cb970527f23c9ad7db1-Abstract.html,https://dblp.org/rec/conf/nips/LiuMKC14
2541,2014,Yuanyuan Liu 0001,the chinese university of hong kong,China,Hong Cheng 0001,the chinese university of hong kong,China,NIPS,generalized higher-order orthogonal iteration for tensor decomposition and completion.,5,https://proceedings.neurips.cc/paper/2014/hash/8d6dc35e506fc23349dd10ee68dabb64-Abstract.html,https://dblp.org/rec/conf/nips/LiuSFCC14
2542,2014,Lingqiao Liu,univeristy of adelaide,Australia,Chao Wang 0063,university of wollongong,,NIPS,encoding high dimensional local features by sparse coding based fisher vectors.,5,https://proceedings.neurips.cc/paper/2014/hash/2291d2ec3b3048d1a6f86c2c4591b7e0-Abstract.html,https://dblp.org/rec/conf/nips/LiuSWHW14
2543,2014,Han Liu 0001,tencent ai lab,China,Tuo Zhao,johns hopkins university       princeton university,United States,NIPS,multivariate regression with calibration.,3,https://proceedings.neurips.cc/paper/2014/hash/da4fb5c6e93e74d3df8527599fa62642-Abstract.html,https://dblp.org/rec/conf/nips/LiuWZ14
2544,2014,Anqi Liu,caltech,United States,Brian D. Ziebart,university of illinois at chicago,United States,NIPS,robust classification under sample selection bias.,2,https://proceedings.neurips.cc/paper/2014/hash/d67d8ab4f4c10bf22aa353e27879133c-Abstract.html,https://dblp.org/rec/conf/nips/LiuZ14
2545,2014,Roi Livni,hebrew university,Israel,Ohad Shamir,weizmann institute of science,Israel,NIPS,on the computational efficiency of training neural networks.,3,https://proceedings.neurips.cc/paper/2014/hash/3a0772443a0739141292a5429b952fe6-Abstract.html,https://dblp.org/rec/conf/nips/LivniSS14
2546,2014,Po-Ling Loh,university of wisconsin - madison,United States,Andre Wibisono,georgia tech,United States,NIPS,concavity of reweighted kikuchi approximation.,2,https://proceedings.neurips.cc/paper/2014/hash/39027dfad5138c9ca0c474d71db915c3-Abstract.html,https://dblp.org/rec/conf/nips/LohW14
2547,2014,Jonathan Long,,,Trevor Darrell,,,NIPS,do convnets learn correspondence?,3,https://proceedings.neurips.cc/paper/2014/hash/b86e8d03fe992d1b0e19656875ee557c-Abstract.html,https://dblp.org/rec/conf/nips/LongZD14
2548,2014,Miles Lopes,uc davis,United States,Miles Lopes,uc davis,United States,NIPS,a residual bootstrap for high-dimensional regression with near low-rank designs.,1,https://proceedings.neurips.cc/paper/2014/hash/7437d136770f5b35194cb46c1653efaa-Abstract.html,https://dblp.org/rec/conf/nips/Lopes14
2549,2014,Yichao Lu,university of pennsylvania,United States,Dean P. Foster,university of pennsylvania,United States,NIPS,large scale canonical correlation analysis with iterative least squares.,2,https://proceedings.neurips.cc/paper/2014/hash/54229abfcfa5649e7003b83dd4755294-Abstract.html,https://dblp.org/rec/conf/nips/LuF14
2550,2014,Haipeng Luo,microsoft research,United States,Robert E. Schapire,microsoft research,United States,NIPS,a drifting-games analysis for online learning and applications to boosting.,2,https://proceedings.neurips.cc/paper/2014/hash/ccb0989662211f61edae2e26d58ea92f-Abstract.html,https://dblp.org/rec/conf/nips/LuoS14
2551,2014,Chris J. Maddison,university of oxford / deepmind,United States,Tom Minka,msr,United States,NIPS,a* sampling.,3,https://proceedings.neurips.cc/paper/2014/hash/309fee4e541e51de2e41f21bebb342aa-Abstract.html,https://dblp.org/rec/conf/nips/MaddisonTM14
2552,2014,Ashique Rupam Mahmood,university of alberta,Canada,Richard S. Sutton,"deepmind, u alberta",Canada,NIPS,weighted importance sampling for off-policy learning with linear function approximation.,3,https://proceedings.neurips.cc/paper/2014/hash/be53ee61104935234b174e62a07e53cf-Abstract.html,https://dblp.org/rec/conf/nips/MahmoodHS14
2553,2014,Odalric-Ambrym Maillard,,,Shie Mannor,,,NIPS,"how hard is my mdp?"" the distribution-norm to the rescue"".",3,https://proceedings.neurips.cc/paper/2014/hash/2ab56412b1163ee131e1246da0955bd1-Abstract.html,https://dblp.org/rec/conf/nips/MaillardMM14
2554,2014,Julien Mairal,inria,France,Cordelia Schmid,inria / google,,NIPS,convolutional kernel networks.,4,https://proceedings.neurips.cc/paper/2014/hash/81ca0262c82e712e50c580c032d99b60-Abstract.html,https://dblp.org/rec/conf/nips/MairalKHS14
2555,2014,Joseph G. Makin,ucsf,United States,Philip N. Sabes,ucsf,United States,NIPS,sensory integration and density estimation.,2,https://proceedings.neurips.cc/paper/2014/hash/9dfcd5e558dfa04aaf37f137a1d9d3e5-Abstract.html,https://dblp.org/rec/conf/nips/MakinS14
2556,2014,Mateusz Malinowski,deepmind,United States,Mario Fritz,cispa helmholtz center i.g.,,NIPS,a multi-world approach to question answering about real-world scenes based on uncertain input.,2,https://proceedings.neurips.cc/paper/2014/hash/d516b13671a4179d9b7b458a6ebdeb92-Abstract.html,https://dblp.org/rec/conf/nips/MalinowskiF14
2557,2014,Stephan Mandt,"university of california, irvine",United States,David M. Blei,columbia university,United States,NIPS,smoothed gradients for stochastic variational inference.,2,https://proceedings.neurips.cc/paper/2014/hash/e00406144c1e7e35240afed70f34166a-Abstract.html,https://dblp.org/rec/conf/nips/MandtB14
2558,2014,Mario Marchand,université laval,Canada,John Shawe-Taylor,ucl,United States,NIPS,multilabel structured output learning with random spanning trees of max-margin markov networks.,5,https://proceedings.neurips.cc/paper/2014/hash/1728efbda81692282ba642aafd57be3a-Abstract.html,https://dblp.org/rec/conf/nips/MarchandSMRS14
2559,2014,Calvin McCarter,carnegie mellon university,United States,Seyoung Kim,cmu,,NIPS,on sparse gaussian chain graph models.,2,https://proceedings.neurips.cc/paper/2014/hash/81c650caac28cdefce4de5ddc18befa0-Abstract.html,https://dblp.org/rec/conf/nips/McCarterK14
2560,2014,Andrew M. McDonald,university college london,United Kingdom,Dimitris Stamos,university college london,United Kingdom,NIPS,spectral k-support norm regularization.,3,https://proceedings.neurips.cc/paper/2014/hash/cb79f8fa58b91d3af6c9c991f63962d3-Abstract.html,https://dblp.org/rec/conf/nips/McDonaldPS14
2561,2014,H. Brendan McMahan,google,United States,Matthew J. Streeter,duolingo,United States,NIPS,delay-tolerant algorithms for asynchronous distributed online learning.,2,https://proceedings.neurips.cc/paper/2014/hash/5cce8dede893813f879b873962fb669f-Abstract.html,https://dblp.org/rec/conf/nips/McMahanS14
2562,2014,Brian McWilliams,eth zurich,Germany,Joachim M. Buhmann,eth zurich,Germany,NIPS,fast and robust least squares estimation in corrupted linear models.,4,https://proceedings.neurips.cc/paper/2014/hash/6a9aeddfc689c1d0e3b9ccc3ab651bc5-Abstract.html,https://dblp.org/rec/conf/nips/McWilliamsKLB14
2563,2014,Christopher Meek,microsoft research,United States,Marina Meila,university of washington,United States,NIPS,recursive inversion models for permutations.,2,https://proceedings.neurips.cc/paper/2014/hash/15d4e891d784977cacbfcbb00c48f133-Abstract.html,https://dblp.org/rec/conf/nips/MeekM14
2564,2014,Nishant A. Mehta,university of victoria,Canada,Robert C. Williamson,australian national university & data61,Australia,NIPS,from stochastic mixability to fast rates.,2,https://proceedings.neurips.cc/paper/2014/hash/7f5d04d189dfb634e6a85bb9d9adf21e-Abstract.html,https://dblp.org/rec/conf/nips/MehtaW14
2565,2014,Franziska Meier,usc,United States,Stefan Schaal,mpi-is and usc,,NIPS,incremental local gaussian regression.,3,https://proceedings.neurips.cc/paper/2014/hash/6aca97005c68f1206823815f66102863-Abstract.html,https://dblp.org/rec/conf/nips/MeierHS14
2566,2014,Yuanyuan Mi,weizmann institute of science,Israel,Si Wu 0001,beijing normal university,China,NIPS,spike frequency adaptation implements anticipative tracking in continuous attractor neural networks.,4,https://proceedings.neurips.cc/paper/2014/hash/2f2b265625d76a6704b08093c652fd79-Abstract.html,https://dblp.org/rec/conf/nips/MiFWW14
2567,2014,Yuanyuan Mi,weizmann institute of science,Israel,Si Wu 0001,beijing normal university,China,NIPS,a synaptical story of persistent activity with graded lifetime in a neural system.,4,https://proceedings.neurips.cc/paper/2014/hash/f718499c1c8cef6730f9fd03c8125cab-Abstract.html,https://dblp.org/rec/conf/nips/MiLWW14
2568,2014,Vincent Michalski,goethe university frankfurt,Germany,Kishore Reddy Konda,goethe university frankfurt,Germany,NIPS,"modeling deep temporal dependencies with recurrent ""grammar cells"".",3,https://proceedings.neurips.cc/paper/2014/hash/cd89fef7ffdd490db800357f47722b20-Abstract.html,https://dblp.org/rec/conf/nips/MichalskiMK14
2569,2014,Happy Mittal,iit delhi,India,Parag Singla,indian institute of technology delhi,India,NIPS,new rules for domain independent lifted map inference.,4,https://proceedings.neurips.cc/paper/2014/hash/941e1aaaba585b952b62c14a3a175a61-Abstract.html,https://dblp.org/rec/conf/nips/MittalGGS14
2570,2014,Yariv Dror Mizrahi,university of british columbia,Canada,Nando de Freitas,university of oxford,"England, United Kingdom",NIPS,distributed parameter estimation in probabilistic graphical models.,3,https://proceedings.neurips.cc/paper/2014/hash/5705e1164a8394aace6018e27d20d237-Abstract.html,https://dblp.org/rec/conf/nips/MizrahiDF14
2571,2014,Volodymyr Mnih,deepmind,United States,Koray Kavukcuoglu,deepmind,United States,NIPS,recurrent models of visual attention.,4,https://proceedings.neurips.cc/paper/2014/hash/09c6c3783b4a70054da74f2538ed47c6-Abstract.html,https://dblp.org/rec/conf/nips/MnihHGK14
2572,2014,Shariq A. Mobin,uc berkeley,United States,Fritz Sommer,uc berkeley,United States,NIPS,information-based learning by agents in unbounded state spaces.,3,https://proceedings.neurips.cc/paper/2014/hash/a1afc58c6ca9540d057299ec3016d726-Abstract.html,https://dblp.org/rec/conf/nips/MobinAS14
2573,2014,Tofigh Naghibi Mohamadpoor,zalando,Germany,Beat Pfister,eth zurich,Germany,NIPS,a boosting framework on grounds of online learning.,2,https://proceedings.neurips.cc/paper/2014/hash/285ab9448d2751ee57ece7f762c39095-Abstract.html,https://dblp.org/rec/conf/nips/MohamadpoorP14
2574,2014,Karthika Mohan,uc berkeley,United States,Judea Pearl,ucla,United States,NIPS,graphical models for recovering probabilistic and causal queries from missing data.,2,https://proceedings.neurips.cc/paper/2014/hash/31839b036f63806cba3f47b93af8ccb5-Abstract.html,https://dblp.org/rec/conf/nips/MohanP14
2575,2014,Pritish Mohapatra,"international institute of information technology, hyderabad",India,M. Pawan Kumar,ecole centrale paris,France,NIPS,efficient optimization for average precision svm.,3,https://proceedings.neurips.cc/paper/2014/hash/eb86d510361fc23b59f18c1bc9802cc6-Abstract.html,https://dblp.org/rec/conf/nips/MohapatraJK14
2576,2014,George O. Mohler,santa clara university,United States,George O. Mohler,santa clara university,United States,NIPS,learning convolution filters for inverse covariance estimation of neural network connectivity.,1,https://proceedings.neurips.cc/paper/2014/hash/8b16ebc056e613024c057be590b542eb-Abstract.html,https://dblp.org/rec/conf/nips/Mohler14
2577,2014,Mehryar Mohri,google research & courant institute of mathematical sciences,United States,Andres Muñoz Medina,google,United States,NIPS,optimal regret minimization in posted-price auctions with strategic buyers.,2,https://proceedings.neurips.cc/paper/2014/hash/65cc2c8205a05d7379fa3a6386f710e1-Abstract.html,https://dblp.org/rec/conf/nips/MohriM14
2578,2014,Mehryar Mohri,google research & courant institute of mathematical sciences,United States,Scott Yang,d. e. shaw & co.,United States,NIPS,conditional swap regret and conditional correlated equilibrium.,2,https://proceedings.neurips.cc/paper/2014/hash/a5cdd4aa0048b187f7182f1b9ce7a6a7-Abstract.html,https://dblp.org/rec/conf/nips/MohriY14
2579,2014,Guido F. Montúfar,ucla,United States,Yoshua Bengio,university of montreal,Canada,NIPS,on the number of linear regions of deep neural networks.,4,https://proceedings.neurips.cc/paper/2014/hash/109d2dd3608f669ca17920c511c2a41e-Abstract.html,https://dblp.org/rec/conf/nips/MontufarPCB14
2580,2014,Kevin R. Moon,utah state university,United States,Alfred O. Hero III,university of michigan,United States,NIPS,multivariate f-divergence estimation with confidence.,2,https://proceedings.neurips.cc/paper/2014/hash/f4573fc71c731d5c362f0d7860945b88-Abstract.html,https://dblp.org/rec/conf/nips/MoonH14
2581,2014,Krikamol Muandet,max planck institute for intelligent systems,Germany,Bernhard Schölkopf,"mpi for intelligent systems, tübingen",Germany,NIPS,kernel mean estimation via spectral filtering.,3,https://proceedings.neurips.cc/paper/2014/hash/c81e728d9d4c2f636f067f89cc14862c-Abstract.html,https://dblp.org/rec/conf/nips/MuandetSS14
2582,2014,Christian A. Naesseth,linköping university,Sweden,Thomas B. Schön,uppsala university,Sweden,NIPS,sequential monte carlo for graphical models.,3,https://proceedings.neurips.cc/paper/2014/hash/5d616dd38211ebb5d6ec52986674b6e4-Abstract.html,https://dblp.org/rec/conf/nips/NaessethLS14
2583,2014,Shinichi Nakajima,,,Hiroko Kobayashi,,,NIPS,analysis of variational bayesian latent dirichlet allocation - weaker sparsity than map.,5,https://proceedings.neurips.cc/paper/2014/hash/5487315b1286f907165907aa8fc96619-Abstract.html,https://dblp.org/rec/conf/nips/NakajimaSSWK14
2584,2014,Woonhyun Nam,stradvision,United States,Joon Hee Han,postech,South Korea,NIPS,local decorrelation for improved pedestrian detection.,3,https://proceedings.neurips.cc/paper/2014/hash/46ba9f2a6976570b0353203ec4474217-Abstract.html,https://dblp.org/rec/conf/nips/NamDH14
2585,2014,Harikrishna Narasimhan,google ai,United States,Shivani Agarwal 0001,university of pennsylvania,United States,NIPS,on the statistical consistency of plug-in classifiers for non-decomposable performance measures.,3,https://proceedings.neurips.cc/paper/2014/hash/32b30a250abd6331e03a2a1f16466346-Abstract.html,https://dblp.org/rec/conf/nips/NarasimhanV014
2586,2014,Deanna Needell,claremont mckenna college,United States,Nathan Srebro,tti-chicago,United States,NIPS,"stochastic gradient descent, weighted sampling, and the randomized kaczmarz algorithm.",3,https://proceedings.neurips.cc/paper/2014/hash/f29c21d4897f78948b91f03172341b7b-Abstract.html,https://dblp.org/rec/conf/nips/NeedellWS14
2587,2014,Renato Negrinho,carnegie mellon university,United States,Andre Martins,cmu,,NIPS,orbit regularization.,2,https://proceedings.neurips.cc/paper/2014/hash/f670ef5d2d6bdf8f29450a970494dd64-Abstract.html,https://dblp.org/rec/conf/nips/NegrinhoM14
2588,2014,Praneeth Netrapalli,microsoft research,United States,Prateek Jain 0002,microsoft research,United States,NIPS,non-convex robust pca.,5,https://proceedings.neurips.cc/paper/2014/hash/443cb001c138b2561a0d90720d6ce111-Abstract.html,https://dblp.org/rec/conf/nips/NetrapalliNSA014
2589,2014,Gergely Neu,universitat pompeu fabra,Spain,Michal Valko,deepmind paris and inria lille - nord europe,France,NIPS,online combinatorial optimization with stochastic decision sets and adversarial losses.,2,https://proceedings.neurips.cc/paper/2014/hash/c930eecd01935feef55942cc445f708f-Abstract.html,https://dblp.org/rec/conf/nips/NeuV14
2590,2014,Trung V. Nguyen,anu; nicta,Australia,Edwin V. Bonilla,csiro's data61,Australia,NIPS,automated variational inference for gaussian process models.,2,https://proceedings.neurips.cc/paper/2014/hash/8c6744c9d42ec2cb9e8885b54ff744d0-Abstract.html,https://dblp.org/rec/conf/nips/NguyenB14
2591,2014,Viet-An Nguyen,facebook,United States,Jonathan D. Chang,facebook,United States,NIPS,learning a concept hierarchy from multi-labeled documents.,4,https://proceedings.neurips.cc/paper/2014/hash/5bce843dd76db8c939d5323dd3e54ec9-Abstract.html,https://dblp.org/rec/conf/nips/NguyenBRC14
2592,2014,Maximilian Nickel,facebook ai research,United States,Volker Tresp,siemens ag,United States,NIPS,reducing the rank in relational factorization models by including observable patterns.,3,https://proceedings.neurips.cc/paper/2014/hash/556f391937dfd4398cbac35e050a2177-Abstract.html,https://dblp.org/rec/conf/nips/NickelJT14
2593,2014,Siqi Nie,facebook,United States,Qiang Ji,rensselaer polytechnic institute,United States,NIPS,advances in learning bayesian networks of bounded treewidth.,4,https://proceedings.neurips.cc/paper/2014/hash/3948ead63a9f2944218de038d8934305-Abstract.html,https://dblp.org/rec/conf/nips/NieMCJ14
2594,2014,Robert Nishihara,anyscale,United States,Michael I. Jordan,uc berkeley,United States,NIPS,on the convergence rate of decomposable submodular function minimization.,3,https://proceedings.neurips.cc/paper/2014/hash/9a96876e2f8f3dc4f3cf45f02c61c0c1-Abstract.html,https://dblp.org/rec/conf/nips/NishiharaJJ14
2595,2014,Atsushi Nitanda,ntt data mathematical systems inc.,Japan,Atsushi Nitanda,ntt data mathematical systems inc.,Japan,NIPS,stochastic proximal gradient descent with acceleration techniques.,1,https://proceedings.neurips.cc/paper/2014/hash/d554f7bb7be44a7267068a7df88ddd20-Abstract.html,https://dblp.org/rec/conf/nips/Nitanda14
2596,2014,Luke J. O'Connor,,,Soheil Feizi,,,NIPS,biclustering usinig message passing.,2,https://proceedings.neurips.cc/paper/2014/hash/d54e99a6c03704e95e6965532dec148b-Abstract.html,https://dblp.org/rec/conf/nips/OConnorF14
2597,2014,Sang-Yun Oh,lawrence berkeley lab,United States,Bala Rajaratnam,stanford university,United States,NIPS,optimization methods for sparse pseudo-likelihood graphical model selection.,4,https://proceedings.neurips.cc/paper/2014/hash/877a9ba7a98f75b90a9d49f53f15a858-Abstract.html,https://dblp.org/rec/conf/nips/OhDKR14
