,Unnamed: 0,year,first-author,first-author-affiliation,last-author,last-author-affiliation,journal/conference,title,number-of-authors,paper-url,DBLP-url
2821,2821,2018,Pan Xu 0002,"University of California, Los Angeles",Quanquan Gu,UCLA,ICML,continuous and discrete-time accelerated stochastic mirror descent for strongly convex functions.,3,http://proceedings.mlr.press/v80/xu18g.html,https://dblp.org/rec/conf/icml/XuWG18
2822,2822,2018,Jingyi Xu,"University of California, Los Angeles",Guy Van den Broeck,"University of California, Los Angeles",ICML,a semantic loss function for deep learning with symbolic knowledge.,5,http://proceedings.mlr.press/v80/xu18h.html,https://dblp.org/rec/conf/icml/XuZFLB18
2823,2823,2018,Akihiro Yabe,NEC Corporation,Ken-ichi Kawarabayashi,National Institute of Informatics,ICML,causal bandits with propagating inference.,7,http://proceedings.mlr.press/v80/yabe18a.html,https://dblp.org/rec/conf/icml/YabeHSIKFK18
2824,2824,2018,Songbai Yan,University of California San Diego,Tara Javidi,University of California San Diego,ICML,active learning with logged data.,3,http://proceedings.mlr.press/v80/yan18a.html,https://dblp.org/rec/conf/icml/YanCJ18
2825,2825,2018,Bowei Yan,University of Texas at Austin,Pradeep Ravikumar,Carnegie Mellon University,ICML,"binary classification with karmic, threshold-quasi-concave metrics.",4,http://proceedings.mlr.press/v80/yan18b.html,https://dblp.org/rec/conf/icml/YanKZR18
2826,2826,2018,Sikun Yang,TU Darmstadt,Heinz Koeppl,TU Darmstadt,ICML,dependent relational gamma process models for longitudinal networks.,2,http://proceedings.mlr.press/v80/yang18b.html,https://dblp.org/rec/conf/icml/YangK18
2827,2827,2018,Karren D. Yang,Massachusetts Institute of Technology,Caroline Uhler,Massachusetts Institute of Technology,ICML,characterizing and learning equivalence classes of causal dags under interventions.,3,http://proceedings.mlr.press/v80/yang18a.html,https://dblp.org/rec/conf/icml/YangKU18
2828,2828,2018,Yaodong Yang,University College London,Jun Wang 0012,UCL,ICML,mean field multi-agent reinforcement learning.,6,http://proceedings.mlr.press/v80/yang18d.html,https://dblp.org/rec/conf/icml/YangLLZZW18
2829,2829,2018,Jiasen Yang,Purdue University,Jennifer Neville,Purdue University,ICML,goodness-of-fit testing for discrete distributions via stein discrepancy.,4,http://proceedings.mlr.press/v80/yang18c.html,https://dblp.org/rec/conf/icml/YangLRN18
2830,2830,2018,Yuling Yao,,Andrew Gelman,,ICML,"yes, but did it work? - evaluating variational inference.",4,http://proceedings.mlr.press/v80/yao18a.html,https://dblp.org/rec/conf/icml/YaoVSG18
2831,2831,2018,Denis Yarats,Facebook AI Research,Mike Lewis,Facebook,ICML,hierarchical text generation and planning for strategic dialogue.,2,http://proceedings.mlr.press/v80/yarats18a.html,https://dblp.org/rec/conf/icml/YaratsL18
2832,2832,2018,Grigory Yaroslavtsev,,Adithya Vadapalli,,ICML,massively parallel algorithms and hardness for single-linkage clustering under 𝓁p distances.,2,http://proceedings.mlr.press/v80/yaroslavtsev18a.html,https://dblp.org/rec/conf/icml/YaroslavtsevV18
2833,2833,2018,Min Ye 0005,Princeton University,Emmanuel Abbe,,ICML,communication-computation efficient gradient coding.,2,http://proceedings.mlr.press/v80/ye18a.html,https://dblp.org/rec/conf/icml/YeA18
2834,2834,2018,Mao Ye,,Yan Sun,,ICML,variable selection via penalized neural network - a drop-out-one loss approach.,2,http://proceedings.mlr.press/v80/ye18b.html,https://dblp.org/rec/conf/icml/YeS18
2835,2835,2018,Han-Jia Ye,Nanjing University,Zhi-Hua Zhou,Nanjing University,ICML,rectify heterogeneous models with semantic mapping.,4,http://proceedings.mlr.press/v80/han-jia18a.html,https://dblp.org/rec/conf/icml/YeZ0Z18
2836,2836,2018,Ian En-Hsu Yen,Carnegie Mellon University,Pradeep Ravikumar,Carnegie Mellon University,ICML,loss decomposition for fast learning in large output spaces.,6,http://proceedings.mlr.press/v80/yen18a.html,https://dblp.org/rec/conf/icml/YenKYHKR18
2837,2837,2018,Dong Yin,,Peter L. Bartlett,"University of California at Berkeley, Department of Statistics, CA, USA",ICML,byzantine-robust distributed learning - towards optimal statistical rates.,4,http://proceedings.mlr.press/v80/yin18a.html,https://dblp.org/rec/conf/icml/YinCRB18
2838,2838,2018,Mingzhang Yin,University of Texas at Austin,Mingyuan Zhou,University of Texas at Austin,ICML,semi-implicit variational inference.,2,http://proceedings.mlr.press/v80/yin18b.html,https://dblp.org/rec/conf/icml/YinZ18
2839,2839,2018,Gal Yona,Weizmann Institute of Science,Guy N. Rothblum,Weizmann Institute of Science,ICML,probably approximately metric-fair learning.,2,http://proceedings.mlr.press/v80/yona18a.html,https://dblp.org/rec/conf/icml/YonaR18
2840,2840,2018,Jinsung Yoon,,Mihaela van der Schaar,"University of California, Los Angeles, Electrical Engineering Department",ICML,gain - missing data imputation using generative adversarial nets.,3,http://proceedings.mlr.press/v80/yoon18a.html,https://dblp.org/rec/conf/icml/YoonJS18
2841,2841,2018,Jinsung Yoon,,Mihaela van der Schaar,"University of California, Los Angeles, Electrical Engineering Department",ICML,radialgan - leveraging multiple datasets to improve target-specific predictive models using generative adversarial networks.,3,http://proceedings.mlr.press/v80/yoon18b.html,https://dblp.org/rec/conf/icml/YoonJS18a
2842,2842,2018,Jiaxuan You,,Jure Leskovec,"Stanford University, USA",ICML,graphrnn - generating realistic graphs with deep auto-regressive models.,5,http://proceedings.mlr.press/v80/you18a.html,https://dblp.org/rec/conf/icml/YouYRHL18
2843,2843,2018,Yancheng Yuan,National University of Singapore,Kim-Chuan Toh,National University of Singapre,ICML,an efficient semismooth newton based algorithm for convex clustering.,3,http://proceedings.mlr.press/v80/yuan18a.html,https://dblp.org/rec/conf/icml/YuanST18
2844,2844,2018,Alp Yurtsever,EPFL,Volkan Cevher,EPFL,ICML,a conditional gradient framework for composite convex minimization with applications to semidefinite programming.,4,http://proceedings.mlr.press/v80/yurtsever18a.html,https://dblp.org/rec/conf/icml/YurtseverFLC18
2845,2845,2018,Ilias Zadik,,Vasilis Syrgkanis,"Cornell University, Ithaca, USA",ICML,orthogonal machine learning - power and limitations.,3,http://proceedings.mlr.press/v80/zadik18a.html,https://dblp.org/rec/conf/icml/ZadikMS18
2846,2846,2018,Andrea Zanette,Stanford University,Emma Brunskill,Stanford University,ICML,problem dependent reinforcement learning bounds which can identify bandit structure in mdps.,2,http://proceedings.mlr.press/v80/zanette18a.html,https://dblp.org/rec/conf/icml/ZanetteB18
2847,2847,2018,Ruiyi Zhang,Duke University,Lawrence Carin,Duke,ICML,policy optimization as wasserstein gradient flows.,4,http://proceedings.mlr.press/v80/zhang18a.html,https://dblp.org/rec/conf/icml/ZhangCLC18
2848,2848,2018,Xiao Zhang 0016,University of Virginia,Quanquan Gu,UCLA,ICML,fast and sample efficient inductive matrix completion via multi-phase procrustes flow.,3,http://proceedings.mlr.press/v80/zhang18b.html,https://dblp.org/rec/conf/icml/ZhangDG18
2849,2849,2018,Jiyuan Zhang,Cargenie Mellon University,Tze Meng Low,Carnegie Mellon University,ICML,high performance zero-memory overhead direct convolutions.,3,http://proceedings.mlr.press/v80/zhang18d.html,https://dblp.org/rec/conf/icml/ZhangFL18
2850,2850,2018,Richard Y. Zhang,"University of California, Berkeley",Somayeh Sojoudi,"University of California, Berkeley",ICML,large-scale sparse inverse covariance estimation via thresholding and max-det matrix completion.,3,http://proceedings.mlr.press/v80/zhang18c.html,https://dblp.org/rec/conf/icml/ZhangFS18
2851,2851,2018,Weizhong Zhang,Tencent AI Lab,Tong Zhang 0001,Tecent AI Lab,ICML,safe element screening for submodular function minimization.,5,http://proceedings.mlr.press/v80/zhang18e.html,https://dblp.org/rec/conf/icml/ZhangHMLZ18
2852,2852,2018,Xueru Zhang,University of Michigan,Mingyan Liu,"University of Michigan, Ann Arbor",ICML,improving the privacy and accuracy of admm-based distributed algorithms.,3,http://proceedings.mlr.press/v80/zhang18f.html,https://dblp.org/rec/conf/icml/ZhangKL18
2853,2853,2018,Jiong Zhang,University of Texas at Austin,Inderjit S. Dhillon,UT Austin & Amazon,ICML,stabilizing gradients for deep neural networks via efficient svd parameterization.,3,http://proceedings.mlr.press/v80/zhang18g.html,https://dblp.org/rec/conf/icml/ZhangLD18
2854,2854,2018,Jiong Zhang,University of Texas at Austin,Inderjit S. Dhillon,UT Austin & Amazon,ICML,learning long term dependencies via fourier recurrent units.,4,http://proceedings.mlr.press/v80/zhang18h.html,https://dblp.org/rec/conf/icml/ZhangLSD18
2855,2855,2018,Liwen Zhang,University of Chicago,Lek-Heng Lim,University of Chicago,ICML,tropical geometry of deep neural networks.,3,http://proceedings.mlr.press/v80/zhang18i.html,https://dblp.org/rec/conf/icml/ZhangNL18
2856,2856,2018,Aonan Zhang,Columbia University,John W. Paisley,Columbia University,ICML,deep bayesian nonparametric tracking.,2,http://proceedings.mlr.press/v80/zhang18j.html,https://dblp.org/rec/conf/icml/ZhangP18
2857,2857,2018,Guodong Zhang,University of Toronto,Roger B. Grosse,University of Toronto and Vector Institute,ICML,noisy natural gradient as variational inference.,4,http://proceedings.mlr.press/v80/zhang18l.html,https://dblp.org/rec/conf/icml/ZhangSDG18
2858,2858,2018,Amy Zhang 0001,Facebook AI Research,Rob Fergus,"Facebook AI Research, NYU",ICML,composable planning with attributes.,5,http://proceedings.mlr.press/v80/zhang18k.html,https://dblp.org/rec/conf/icml/ZhangSLSF18
2859,2859,2018,Xiao Zhang 0016,University of Virginia,Quanquan Gu,UCLA,ICML,a primal-dual analysis of global optimality in nonconvex low-rank matrix recovery.,4,http://proceedings.mlr.press/v80/zhang18m.html,https://dblp.org/rec/conf/icml/ZhangWYG18
2860,2860,2018,Lijun Zhang 0005,Nanjing University,Zhi-Hua Zhou,Nanjing University,ICML,dynamic regret of strongly adaptive methods.,4,http://proceedings.mlr.press/v80/zhang18o.html,https://dblp.org/rec/conf/icml/ZhangYJZ18
2861,2861,2018,Kaiqing Zhang,University of Illinois at Urbana-Champaign (UIUC),Tamer Basar,University of Illinois at Urbana-Champaign,ICML,fully decentralized multi-agent reinforcement learning with networked agents.,5,http://proceedings.mlr.press/v80/zhang18n.html,https://dblp.org/rec/conf/icml/ZhangYL0B18
2862,2862,2018,Bo Zhao,,Yizhou Wang 0001,"Peking University, Beijing, China",ICML,msplit lbi - realizing feature selection and dense estimation simultaneously in few-shot and zero-shot learning.,5,http://proceedings.mlr.press/v80/zhao18c.html,https://dblp.org/rec/conf/icml/Zhao0FYW18
2863,2863,2018,He Zhao,"FIT, Monash University",Mingyuan Zhou,University of Texas at Austin,ICML,inter and intra topic structure learning with word embeddings.,4,http://proceedings.mlr.press/v80/zhao18a.html,https://dblp.org/rec/conf/icml/ZhaoDBZ18
2864,2864,2018,Junbo Jake Zhao,NYU / Facebook AI Research,Yann LeCun,New York University,ICML,adversarially regularized autoencoders.,5,http://proceedings.mlr.press/v80/zhao18b.html,https://dblp.org/rec/conf/icml/ZhaoKZRL18
2865,2865,2018,Zhibing Zhao,Rensselaer Polytechnic Institute,Lirong Xia,RPI,ICML,composite marginal likelihood methods for random utility models.,2,http://proceedings.mlr.press/v80/zhao18d.html,https://dblp.org/rec/conf/icml/ZhaoX18
2866,2866,2018,Sue Zheng,MIT,John W. Fisher III,MIT,ICML,a robust approach to sequential information theoretic planning.,3,http://proceedings.mlr.press/v80/zheng18b.html,https://dblp.org/rec/conf/icml/ZhengPF18
2867,2867,2018,Andrey Zhitnikov,Technion,Tomer Michaeli,Technion,ICML,revealing common statistical behaviors in heterogeneous populations.,3,http://proceedings.mlr.press/v80/zhitnikov18a.html,https://dblp.org/rec/conf/icml/ZhitnikovMM18
2868,2868,2018,Pan Zhou,National University of Singapore,Jiashi Feng,National University of Singapore,ICML,understanding generalization and optimization performance of deep cnns.,2,http://proceedings.mlr.press/v80/zhou18a.html,https://dblp.org/rec/conf/icml/ZhouF18
2869,2869,2018,Zhengyuan Zhou,,Li Fei-Fei 0001,李飛飛,ICML,distributed asynchronous optimization with unbounded delays - how slow can you go?,7,http://proceedings.mlr.press/v80/zhou18b.html,https://dblp.org/rec/conf/icml/ZhouMBGYLF18
2870,2870,2018,Kaiwen Zhou,The Chinese University of Hong Kong,James Cheng,CUHK,ICML,a simple stochastic variance reduced algorithm with fast convergence rates.,3,http://proceedings.mlr.press/v80/zhou18c.html,https://dblp.org/rec/conf/icml/ZhouSC18
2871,2871,2018,Dongruo Zhou,"University of California, Los Angeles",Quanquan Gu,UCLA,ICML,stochastic variance-reduced cubic regularized newton method.,3,http://proceedings.mlr.press/v80/zhou18d.html,https://dblp.org/rec/conf/icml/ZhouXG18
2872,2872,2018,Yichi Zhou,,Jingwei Zhuo,,ICML,racing thompson - an efficient algorithm for thompson sampling with non-conjugate priors.,3,http://proceedings.mlr.press/v80/zhou18e.html,https://dblp.org/rec/conf/icml/ZhouZZ18
2873,2873,2018,Yuancheng Zhu,University of Pennsylvania,John Lafferty,Yale University,ICML,distributed nonparametric regression under communication constraints.,2,http://proceedings.mlr.press/v80/zhu18a.html,https://dblp.org/rec/conf/icml/ZhuL18
2874,2874,2018,Jingwei Zhuo,Tsinghua University,Bo Zhang 0010,Tsinghua University,ICML,message passing stein variational gradient descent.,6,http://proceedings.mlr.press/v80/zhuo18a.html,https://dblp.org/rec/conf/icml/ZhuoLSZCZ18
2875,2875,2018,Difan Zou,University of Virginia,Quanquan Gu,UCLA,ICML,stochastic variance-reduced hamilton monte carlo methods.,3,http://proceedings.mlr.press/v80/zou18a.html,https://dblp.org/rec/conf/icml/ZouXG18
2876,2876,2018,Jennifer G. Dy,"Northeastern University, Department of Electrical and Computer Engineering, Boston, MA, USA",Andreas Krause 0001,"ETH Zurich, Switzerland",ICML,"proceedings of the 35th international conference on machine learning, icml 2018, stockholmsmässan, stockholm, sweden, july 10-15, 2018",2,http://proceedings.mlr.press/v80/,https://dblp.org/rec/conf/icml/2018
2877,2877,2019,Xi Peng 0001,"Sichuan Univerisity, China",Joey Tianyi Zhou,,ICML,comic - multi-view clustering without parameter selection.,5,http://proceedings.mlr.press/v97/peng19a.html,https://dblp.org/rec/conf/icml/0001HLZZ19
2878,2878,2019,Ehsan Kazemi 0001,Yale University,Amin Karbasi,,ICML,"submodular streaming in all its glory - tight approximation, minimum memory and low adaptive complexity.",5,http://proceedings.mlr.press/v97/kazemi19a.html,https://dblp.org/rec/conf/icml/0001MZLK19
2879,2879,2019,Ravi Kumar 0001,Google,David P. Woodruff,Carnegie Mellon University,ICML,faster algorithms for binary matrix factorization.,4,http://proceedings.mlr.press/v97/kumar19a.html,https://dblp.org/rec/conf/icml/0001PRW19
2880,2880,2019,Han Zhao 0002,Carnegie Mellon University,Geoffrey J. Gordon,Carnegie Mellon University,ICML,on learning invariant representations for domain adaptation.,4,http://proceedings.mlr.press/v97/zhao19a.html,https://dblp.org/rec/conf/icml/0002CZG19
2881,2881,2019,Donghwan Lee 0002,"University of Illinois, Urbana-Champaign",Niao He,UIUC,ICML,target-based temporal-difference learning.,2,http://proceedings.mlr.press/v97/lee19a.html,https://dblp.org/rec/conf/icml/0002H19
2882,2882,2019,Tian Guo 0002,ETH Zurich,Nino Antulov-Fantulin,ETHZ,ICML,exploring interpretable lstm neural networks over multi-variable data.,3,http://proceedings.mlr.press/v97/guo19b.html,https://dblp.org/rec/conf/icml/0002LA19
2883,2883,2019,Yuchen Zhang 0004,Tsinghua University,Michael I. Jordan,UC Berkeley,ICML,bridging theory and algorithm for domain adaptation.,4,http://proceedings.mlr.press/v97/zhang19i.html,https://dblp.org/rec/conf/icml/0002LLJ19
2884,2884,2019,Wen Sun 0002,Carnegie Mellon University,Drew Bagnell,Carnegie Mellon University,ICML,provably efficient imitation learning from observation alone.,4,http://proceedings.mlr.press/v97/sun19b.html,https://dblp.org/rec/conf/icml/0002VBB19
2885,2885,2019,Hoang Minh Le 0002,Caltech,Yisong Yue,Caltech,ICML,batch policy learning under constraints.,3,http://proceedings.mlr.press/v97/le19a.html,https://dblp.org/rec/conf/icml/0002VY19
2886,2886,2019,Taisuke Yasuda 0002,Carnegie Mellon University,Manuel Fernandez,Carnegie Mellon University,ICML,tight kernel query complexity of kernel ridge regression and kernel $k$-means clustering.,3,http://proceedings.mlr.press/v97/yasuda19a.html,https://dblp.org/rec/conf/icml/0002WF19
2887,2887,2019,Ryota Suzuki 0008,LAPRAS Inc.,Shun Onoda,scouty Inc.,ICML,hyperbolic disk embeddings for directed acyclic graphs.,3,http://proceedings.mlr.press/v97/suzuki19a.html,https://dblp.org/rec/conf/icml/0008TO19
2888,2888,2019,Gabriele Abbati,,Stefan Bauer,,ICML,ares and mars adversarial and mmd-minimizing regression for sdes.,6,http://proceedings.mlr.press/v97/abbati19a.html,https://dblp.org/rec/conf/icml/AbbatiWO0SB19
2889,2889,2019,Axel Abels,Université Libre de Bruxelles,Denis Steckelmacher,Vrije Universiteit Brussel,ICML,dynamic weights in multi-objective deep reinforcement learning.,5,http://proceedings.mlr.press/v97/abels19a.html,https://dblp.org/rec/conf/icml/AbelsRLNS19
2890,2890,2019,Sami Abu-El-Haija,,Aram Galstyan,"University of Southern California, Los Angeles, USA",ICML,mixhop - higher-order graph convolutional architectures via sparsified neighborhood mixing.,8,http://proceedings.mlr.press/v97/abu-el-haija19a.html,https://dblp.org/rec/conf/icml/Abu-El-HaijaPKA19
2891,2891,2019,Jayadev Acharya,Cornell University,Himanshu Tyagi,IISC,ICML,communication-constrained inference and the role of shared randomness.,3,http://proceedings.mlr.press/v97/acharya19a.html,https://dblp.org/rec/conf/icml/AcharyaCT19
2892,2892,2019,Jayadev Acharya,Cornell University,Ziteng Sun,Cornell/Google,ICML,communication complexity in locally private distribution estimation and heavy hitters.,2,http://proceedings.mlr.press/v97/acharya19c.html,https://dblp.org/rec/conf/icml/AcharyaS19
2893,2893,2019,Jayadev Acharya,Cornell University,Karthik Sridharan,Cornell University,ICML,distributed learning with sublinear communication.,4,http://proceedings.mlr.press/v97/acharya19b.html,https://dblp.org/rec/conf/icml/AcharyaSFS19
2894,2894,2019,Roy Adams,,Suchi Saria,"Johns Hopkins University, Baltimore, MD, USA",ICML,learning models from data with measurement error - tackling underreporting.,4,http://proceedings.mlr.press/v97/adams19a.html,https://dblp.org/rec/conf/icml/AdamsJWS19
2895,2895,2019,Tameem Adel,Radboud University,Adrian Weller,,ICML,tibgm - a transferable and information-based graphical model approach for reinforcement learning.,2,http://proceedings.mlr.press/v97/adel19a.html,https://dblp.org/rec/conf/icml/AdelW19
2896,2896,2019,Abhijin Adiga,University of Virginia,Anil Vullikanti,"Biocomplexity Institute and Dept of Computer Science, University of Virginia",ICML,pac learnability of node functions in networked dynamical systems.,5,http://proceedings.mlr.press/v97/adiga19a.html,https://dblp.org/rec/conf/icml/AdigaKMRV19
2897,2897,2019,Ashish Agarwal,Google Brain,Ashish Agarwal,Google Brain,ICML,static automatic batching in tensorflow.,1,http://proceedings.mlr.press/v97/agarwal19a.html,https://dblp.org/rec/conf/icml/Agarwal19
2898,2898,2019,Naman Agarwal,Google AI Princeton,Yi Zhang,Princeton University,ICML,efficient full-matrix adaptive regularization.,7,http://proceedings.mlr.press/v97/agarwal19b.html,https://dblp.org/rec/conf/icml/AgarwalBCHSZZ19
2899,2899,2019,Naman Agarwal,Google AI Princeton,Karan Singh,Princeton University,ICML,online control with adversarial disturbances.,5,http://proceedings.mlr.press/v97/agarwal19c.html,https://dblp.org/rec/conf/icml/AgarwalBHKS19
2900,2900,2019,Alekh Agarwal,,Zhiwei Steven Wu,"Carnegie Mellon University, Institute for Software Research, Pittsburgh, PA, USA",ICML,fair regression - quantitative definitions and reduction-based algorithms.,3,http://proceedings.mlr.press/v97/agarwal19d.html,https://dblp.org/rec/conf/icml/AgarwalDW19
2901,2901,2019,Rishabh Agarwal,"Google Research, Brain Team",Mohammad Norouzi 0002,Google Brain,ICML,learning to generalize from sparse and underspecified rewards.,4,http://proceedings.mlr.press/v97/agarwal19e.html,https://dblp.org/rec/conf/icml/AgarwalLS019
2902,2902,2019,Raj Agrawal,,Tamara Broderick,,ICML,the kernel interaction trick - fast bayesian discovery of pairwise interactions in high dimensions.,4,http://proceedings.mlr.press/v97/agrawal19a.html,https://dblp.org/rec/conf/icml/AgrawalTHB19
2903,2903,2019,Zafarali Ahmed,Mila - McGill University,Dale Schuurmans,Google / University of Alberta,ICML,understanding the impact of entropy on policy optimization.,4,http://proceedings.mlr.press/v97/ahmed19a.html,https://dblp.org/rec/conf/icml/AhmedR0S19
2904,2904,2019,Ulrich Aïvodji,,Alain Tapp,,ICML,fairwashing - the risk of rationalization.,6,http://proceedings.mlr.press/v97/aivodji19a.html,https://dblp.org/rec/conf/icml/AivodjiAFGHT19
2905,2905,2019,Youhei Akimoto,University of Tsukuba / RIKEN AIP,Kouhei Nishida,Shinshu University,ICML,adaptive stochastic natural gradient method for one-shot neural architecture search.,6,http://proceedings.mlr.press/v97/akimoto19a.html,https://dblp.org/rec/conf/icml/AkimotoSYUSN19
2906,2906,2019,Riad Akrour,TU Darmstadt,Gerhard Neumann,University of Lincoln,ICML,projections for approximate policy iteration algorithms.,4,http://proceedings.mlr.press/v97/akrour19a.html,https://dblp.org/rec/conf/icml/AkrourP0N19
2907,2907,2019,Ahmed M. Alaa,UCLA,Mihaela van der Schaar,UCLA,ICML,validating causal inference models via influence functions.,2,http://proceedings.mlr.press/v97/alaa19a.html,https://dblp.org/rec/conf/icml/AlaaS19
2908,2908,2019,Isabela Albuquerque,Institut National de la Recherche Scientifique,Ioannis Mitliagkas,"MILA, UdeM",ICML,multi-objective training of generative adversarial networks with multiple discriminators.,6,http://proceedings.mlr.press/v97/albuquerque19a.html,https://dblp.org/rec/conf/icml/AlbuquerqueMDCF19
2909,2909,2019,Ferran Alet,,Leslie Pack Kaelbling,"MIT Computer Science and Artificial Intelligence Laboratory, Cambridge, USA",ICML,"graph element networks - adaptive, structured computation and memory.",6,http://proceedings.mlr.press/v97/alet19a.html,https://dblp.org/rec/conf/icml/AletJVRLK19
2910,2910,2019,Zeyuan Allen-Zhu,Microsoft Research AI,Zhao Song 0002,UT-Austin,ICML,a convergence theory for deep learning via over-parameterization.,3,http://proceedings.mlr.press/v97/allen-zhu19a.html,https://dblp.org/rec/conf/icml/Allen-ZhuLS19
2911,2911,2019,Carl Allen,,Timothy M. Hospedales,"Queen Mary University of London, UK",ICML,analogies explained - towards understanding word embeddings.,2,http://proceedings.mlr.press/v97/allen19a.html,https://dblp.org/rec/conf/icml/AllenH19
2912,2912,2019,Kelsey R. Allen,Massachusetts Institute of Technology,Joshua B. Tenenbaum,MIT,ICML,infinite mixture prototypes for few-shot learning.,4,http://proceedings.mlr.press/v97/allen19b.html,https://dblp.org/rec/conf/icml/AllenSST19
2913,2913,2019,Ahsan S. Alvi,University of Oxford,Michael A. Osborne,U Oxford,ICML,asynchronous batch bayesian optimisation with improved local penalisation.,5,http://proceedings.mlr.press/v97/alvi19a.html,https://dblp.org/rec/conf/icml/AlviRCRO19
2914,2914,2019,Kareem Amin,,Sergei Vassilvitskii,"Stanford University, USA",ICML,bounding user contributions - a bias-variance trade-off in differential privacy.,4,http://proceedings.mlr.press/v97/amin19a.html,https://dblp.org/rec/conf/icml/AminKMV19
2915,2915,2019,Marco Ancona,ETH Zurich,Markus H. Gross,ETH Zurich,ICML,explaining deep neural networks with a polynomial time algorithm for shapley value approximation.,3,http://proceedings.mlr.press/v97/ancona19a.html,https://dblp.org/rec/conf/icml/AnconaOG19
2916,2916,2019,Jesse Anderton,,Javed A. Aslam,,ICML,scaling up ordinal embedding - a landmark approach.,2,http://proceedings.mlr.press/v97/anderton19a.html,https://dblp.org/rec/conf/icml/AndertonA19
2917,2917,2019,Cem Anil,University of Toronto,Roger B. Grosse,University of Toronto and Vector Institute,ICML,sorting out lipschitz function approximation.,3,http://proceedings.mlr.press/v97/anil19a.html,https://dblp.org/rec/conf/icml/AnilLG19
2918,2918,2019,Luigi Antelmi,"UCA, Inria",Marco Lorenzi,"Inria UCA,",ICML,sparse multi-channel variational autoencoder for the joint analysis of heterogeneous data.,4,http://proceedings.mlr.press/v97/antelmi19a.html,https://dblp.org/rec/conf/icml/AntelmiARL19
2919,2919,2019,Eric Arazo,Insight Centre for Data Analytics (DCU),Kevin McGuinness,Insight Centre for Data Analytics,ICML,unsupervised label noise modeling and loss correction.,5,http://proceedings.mlr.press/v97/arazo19a.html,https://dblp.org/rec/conf/icml/ArazoOAOM19
2920,2920,2019,Sanjeev Arora, Princeton University and Institute for Advanced Study,Ruosong Wang,Carnegie Mellon University,ICML,fine-grained analysis of optimization and generalization for overparameterized two-layer neural networks.,5,http://proceedings.mlr.press/v97/arora19a.html,https://dblp.org/rec/conf/icml/AroraDHLW19
2921,2921,2019,Sepehr Assadi,Princeton University,Vahab S. Mirrokni,Google Research,ICML,distributed weighted matching via randomized composable coresets.,3,http://proceedings.mlr.press/v97/assadi19a.html,https://dblp.org/rec/conf/icml/AssadiBM19
2922,2922,2019,Mahmoud Assran,McGill University/Facebook AI Research,Michael G. Rabbat,Facebook,ICML,stochastic gradient push for distributed deep learning.,4,http://proceedings.mlr.press/v97/assran19a.html,https://dblp.org/rec/conf/icml/AssranLBR19
2923,2923,2019,Raul Astudillo,Cornell University,Peter I. Frazier,Cornell University / Uber,ICML,bayesian optimization of composite functions.,2,http://proceedings.mlr.press/v97/astudillo19a.html,https://dblp.org/rec/conf/icml/AstudilloF19
2924,2924,2019,Kubilay Atasu,IBM Research - Zurich,Thomas Mittelholzer,"HSR Univ. Applied Sciences, Rapperswil, Switzerland",ICML,linear-complexity data-parallel earth mover's distance approximations.,2,http://proceedings.mlr.press/v97/atasu19a.html,https://dblp.org/rec/conf/icml/AtasuM19
2925,2925,2019,Jordan Awan,Pennsylvania State University,Aleksandra B. Slavkovic,Pennsylvania State University,ICML,benefits and pitfalls of the exponential mechanism with applications to hilbert spaces and functional pca.,4,http://proceedings.mlr.press/v97/awan19a.html,https://dblp.org/rec/conf/icml/AwanKRS19
2926,2926,2019,Sergül Aydöre,Stevens Institute of Technology,Gaël Varoquaux,Inria,ICML,feature grouping as a stochastic regularizer for high-dimensional structured data.,3,http://proceedings.mlr.press/v97/aydore19a.html,https://dblp.org/rec/conf/icml/AydoreTV19
2927,2927,2019,Fadhel Ayed,,Francois Caron,"University College Oxford, Department of Statistics",ICML,beyond the chinese restaurant and pitman-yor processes - statistical models with double power-law behavior.,3,http://proceedings.mlr.press/v97/ayed19a.html,https://dblp.org/rec/conf/icml/AyedLC19
2928,2928,2019,Arturs Backurs,Toyota Technological Institute at Chicago (TTIC),Tal Wagner,MIT,ICML,scalable fair clustering.,6,http://proceedings.mlr.press/v97/backurs19a.html,https://dblp.org/rec/conf/icml/BackursIOSVW19
2929,2929,2019,Yogesh Balaji,,Soheil Feizi,,ICML,entropic gans meet vaes - a statistical approach to compute sample likelihoods in gans.,4,http://proceedings.mlr.press/v97/balaji19a.html,https://dblp.org/rec/conf/icml/BalajiHCF19
2930,2930,2019,Maria-Florina Balcan,Carnegie Mellon University,Ameet Talwalkar,Carnegie Mellon University,ICML,provable guarantees for gradient-based meta-learning.,3,http://proceedings.mlr.press/v97/balcan19a.html,https://dblp.org/rec/conf/icml/BalcanKT19
2931,2931,2019,David Balduzzi,DeepMind,Thore Graepel,DeepMind,ICML,open-ended learning in symmetric zero-sum games.,7,http://proceedings.mlr.press/v97/balduzzi19a.html,https://dblp.org/rec/conf/icml/BalduzziGB0PJG19
2932,2932,2019,Muhammed Fatih Balin,,James Y. Zou,"Stanford University, Department of Electrical Engineering, CA, USA",ICML,concrete autoencoders - differentiable feature selection and reconstruction.,3,http://proceedings.mlr.press/v97/balin19a.html,https://dblp.org/rec/conf/icml/BalinAZ19
