,Unnamed: 0,year,first-author,first-author-affiliation,first-author-affiliation-country,last-author,last-author-affiliation,last-author-affiliation-country,journal/conference,title,number-of-authors,paper-url,DBLP-url
3214,3214,2013,Shouyuan Chen,CUHK,,Zenglin Xu,University of Electronic Science & Technology of China,,NIPS,exact and stable recovery of pairwise interaction tensors.,4,https://proceedings.neurips.cc/paper/2013/hash/8c235f89a8143a28a1d6067e959dd858-Abstract.html,https://dblp.org/rec/conf/nips/ChenLKX13
3215,3215,2013,George H. Chen,Massachusetts Institute of Technology,,Devavrat Shah,Massachusetts Institute of Technology,,NIPS,a latent source model for nonparametric time series classification.,3,https://proceedings.neurips.cc/paper/2013/hash/a8849b052492b5106526b2331e526138-Abstract.html,https://dblp.org/rec/conf/nips/ChenNS13
3216,3216,2013,Jianfei Chen 0001,Tsinghua University,,Bo Zhang 0010,Tsinghua University,,NIPS,scalable inference for logistic-normal topic models.,5,https://proceedings.neurips.cc/paper/2013/hash/285f89b802bcb2651801455c86d78f2a-Abstract.html,https://dblp.org/rec/conf/nips/ChenZWZZ13
3217,3217,2013,Qiang Cheng,Tsinghua University,,Alexander T. Ihler,UC Irvine,,NIPS,variational planning for graph-based mdps.,4,https://proceedings.neurips.cc/paper/2013/hash/83adc9225e4deb67d7ce42d58fe5157c-Abstract.html,https://dblp.org/rec/conf/nips/ChengLCI13
3218,3218,2013,Krzysztof Choromanski,,,Kui Tang,,,NIPS,adaptive anonymity via b-matching.,3,https://proceedings.neurips.cc/paper/2013/hash/83cdcec08fbf90370fcf53bdd56604ff-Abstract.html,https://dblp.org/rec/conf/nips/ChoromanskiJT13
3219,3219,2013,Moustapha Cissé,KAUST,,Patrick Gallinari,"Sorbonne University & Criteo AI Lab, Paris",,NIPS,robust bloom filters for large multilabel classification tasks.,4,https://proceedings.neurips.cc/paper/2013/hash/043c3d7e489c69b48737cc0c92d0f3a2-Abstract.html,https://dblp.org/rec/conf/nips/CisseUAG13
3220,3220,2013,Jukka Corander,University of Helsinki,,Johan Pensar,Åbo Akademi,,NIPS,learning chordal markov networks by constraint satisfaction.,5,https://proceedings.neurips.cc/paper/2013/hash/c06d06da9666a219db15cf575aff2824-Abstract.html,https://dblp.org/rec/conf/nips/CoranderJRNP13
3221,3221,2013,Corinna Cortes,Google Research,,Mehryar Mohri,Google Research & Courant Institute of Mathematical Sciences,,NIPS,learning kernels using local rademacher complexity.,3,https://proceedings.neurips.cc/paper/2013/hash/f91e24dfe80012e2a7984afa4480a6d6-Abstract.html,https://dblp.org/rec/conf/nips/CortesKM13
3222,3222,2013,Botond Cseke,University of Edinburgh,,Guido Sanguinetti,University of Edinburgh,,NIPS,approximate inference in latent gaussian-markov models from continuous time observations.,3,https://proceedings.neurips.cc/paper/2013/hash/f4be00279ee2e0a53eafdaa94a151e2c-Abstract.html,https://dblp.org/rec/conf/nips/CsekeOS13
3223,3223,2013,Marco Cuturi,,,Marco Cuturi,,,NIPS,sinkhorn distances - lightspeed computation of optimal transport.,1,https://proceedings.neurips.cc/paper/2013/hash/af21d0c97db2e27e13572cbf59eb343d-Abstract.html,https://dblp.org/rec/conf/nips/Cuturi13
3224,3224,2013,Zhenwen Dai,University of Sheffield,,Jörg Lücke,TU Berlin,,NIPS,what are the invariant occlusive components of image patches? a probabilistic generative approach.,3,https://proceedings.neurips.cc/paper/2013/hash/6f3ef77ac0e3619e98159e9b6febf557-Abstract.html,https://dblp.org/rec/conf/nips/DaiEL13
3225,3225,2013,Amit Daniely,Hebrew University and Google Research,,Shai Shalev-Shwartz,Mobileye & HUJI,,NIPS,more data speeds up training time in learning halfspaces over sparse vectors.,3,https://proceedings.neurips.cc/paper/2013/hash/903ce9225fca3e988c2af215d4e544d3-Abstract.html,https://dblp.org/rec/conf/nips/DanielyLS13
3226,3226,2013,Yann N. Dauphin,Facebook AI Research,,Yoshua Bengio,University of Montreal,,NIPS,stochastic ratio matching of rbms for sparse high-dimensional inputs.,2,https://proceedings.neurips.cc/paper/2013/hash/7f5d04d189dfb634e6a85bb9d9adf21e-Abstract.html,https://dblp.org/rec/conf/nips/DauphinB13
3227,3227,2013,Misha Denil,University of Oxford,,Nando de Freitas,UBC,,NIPS,predicting parameters in deep learning.,5,https://proceedings.neurips.cc/paper/2013/hash/7fec306d1e665bc9c748b5d2b99a6e97-Abstract.html,https://dblp.org/rec/conf/nips/DenilSDRF13
3228,3228,2013,Paramveer S. Dhillon,University of Pennsylvania,,Lyle H. Ungar,University of Pennsylvania,,NIPS,new subsampling algorithms for fast least squares regression.,4,https://proceedings.neurips.cc/paper/2013/hash/3cec07e9ba5f5bb252d13f5f431e4bbb-Abstract.html,https://dblp.org/rec/conf/nips/DhillonLFU13
3229,3229,2013,Lee H. Dicker,Rutgers University/Amazon,,Dean P. Foster,University of Pennsylvania,,NIPS,one-shot learning and big data with n=2.,2,https://proceedings.neurips.cc/paper/2013/hash/e96ed478dab8595a7dbda4cbcbee168f-Abstract.html,https://dblp.org/rec/conf/nips/DickerF13
3230,3230,2013,Hu Ding,SUNY at Buffalo,,Jinhui Xu 0001,SUNY at Buffalo,,NIPS,k-prototype learning for 3d rigid structures.,3,https://proceedings.neurips.cc/paper/2013/hash/eb86d510361fc23b59f18c1bc9802cc6-Abstract.html,https://dblp.org/rec/conf/nips/DingBX13
3231,3231,2013,Josip Djolonga,"Google Research, Brain Team",,Volkan Cevher,EPFL,,NIPS,high-dimensional gaussian process bandits.,3,https://proceedings.neurips.cc/paper/2013/hash/8d34201a5b85900908db6cae92723617-Abstract.html,https://dblp.org/rec/conf/nips/DjolongaKC13
3232,3232,2013,Carl Doersch,CMU,,Alexei A. Efros,UC Berkeley,,NIPS,mid-level visual element discovery as discriminative mode seeking.,3,https://proceedings.neurips.cc/paper/2013/hash/f9b902fc3289af4dd08de5d1de54f68f-Abstract.html,https://dblp.org/rec/conf/nips/DoerschGE13
3233,3233,2013,Justin Domke,NICTA,,Justin Domke,NICTA,,NIPS,structured learning via logistic regression.,1,https://proceedings.neurips.cc/paper/2013/hash/d9fc5b73a8d78fad3d6dffe419384e70-Abstract.html,https://dblp.org/rec/conf/nips/Domke13
3234,3234,2013,Justin Domke,NICTA,,Xianghang Liu,NICTA/UNSW,,NIPS,projecting ising model parameters for fast mixing.,2,https://proceedings.neurips.cc/paper/2013/hash/5a4b25aaed25c2ee1b74de72dc03c14e-Abstract.html,https://dblp.org/rec/conf/nips/DomkeL13
3235,3235,2013,Nan Du,Georgia Tech,,Hongyuan Zha,Georgia Tech,,NIPS,scalable influence estimation in continuous-time diffusion networks.,4,https://proceedings.neurips.cc/paper/2013/hash/8fb21ee7a2207526da55a679f0332de2-Abstract.html,https://dblp.org/rec/conf/nips/DuSGZ13
3236,3236,2013,John C. Duchi,UC Berkeley,,H. Brendan McMahan,Google,,NIPS,"estimation, optimization, and parallelism when data is sparse.",3,https://proceedings.neurips.cc/paper/2013/hash/2812e5cf6d8f21d69c91dddeefb792a7-Abstract.html,https://dblp.org/rec/conf/nips/DuchiJM13
3237,3237,2013,John C. Duchi,,,Michael I. Jordan,,,NIPS,local privacy and minimax bounds - sharp rates for probability estimation.,3,https://proceedings.neurips.cc/paper/2013/hash/5807a685d1a9ab3b599035bc566ce2b9-Abstract.html,https://dblp.org/rec/conf/nips/DuchiWJ13
3238,3238,2013,Daniele Durante,University of Padua,,David B. Dunson,Duke University,,NIPS,locally adaptive bayesian multivariate time series.,3,https://proceedings.neurips.cc/paper/2013/hash/d554f7bb7be44a7267068a7df88ddd20-Abstract.html,https://dblp.org/rec/conf/nips/DuranteSD13
3239,3239,2013,Abbas Edalat,Imperial College London,,Abbas Edalat,Imperial College London,,NIPS,capacity of strong attractor patterns to model behavioural and cognitive prototypes.,1,https://proceedings.neurips.cc/paper/2013/hash/39e4973ba3321b80f37d9b55f63ed8b8-Abstract.html,https://dblp.org/rec/conf/nips/Edalat13
3240,3240,2013,Stefano Ermon,,,Bart Selman,,,NIPS,embed and project - discrete sampling with universal hashing.,4,https://proceedings.neurips.cc/paper/2013/hash/6d70cb65d15211726dcce4c0e971e21c-Abstract.html,https://dblp.org/rec/conf/nips/ErmonGSS13
3241,3241,2013,Mahdi Milani Fard,McGill University,,Doina Precup,McGill University / Mila / DeepMind Montreal,,NIPS,bellman error based feature generation using random projections on sparse spaces.,5,https://proceedings.neurips.cc/paper/2013/hash/86e8f7ab32cfd12577bc2619bc635690-Abstract.html,https://dblp.org/rec/conf/nips/FardGFPP13
3242,3242,2013,Jiashi Feng,UC Berkeley,,Shuicheng Yan,National University of Singapore,,NIPS,online pca for contaminated data.,4,https://proceedings.neurips.cc/paper/2013/hash/9a96876e2f8f3dc4f3cf45f02c61c0c1-Abstract.html,https://dblp.org/rec/conf/nips/FengXMY13
3243,3243,2013,Jiashi Feng,UC Berkeley,,Shuicheng Yan,National University of Singapore,,NIPS,online robust pca via stochastic optimization.,3,https://proceedings.neurips.cc/paper/2013/hash/8f121ce07d74717e0b1f21d122e04521-Abstract.html,https://dblp.org/rec/conf/nips/FengXY13
3244,3244,2013,Aasa Feragen,MPI Tübingen & University of Copenhagen,,Karsten M. Borgwardt,ETH Zurich,,NIPS,scalable kernels for graphs with continuous attributes.,5,https://proceedings.neurips.cc/paper/2013/hash/a2557a7b2e94197ff767970b67041697-Abstract.html,https://dblp.org/rec/conf/nips/FeragenKPBB13
3245,3245,2013,Isik Baris Fidaner,Boğaziçi University,,Ali Taylan Cemgil,Boğaziçi University,,NIPS,summary statistics for partitionings and feature allocations.,2,https://proceedings.neurips.cc/paper/2013/hash/ca46c1b9512a7a8315fa3c5a946e8265-Abstract.html,https://dblp.org/rec/conf/nips/FidanerC13
3246,3246,2013,Marcelo Fiori,,,Guillermo Sapiro,,,NIPS,robust multimodal graph matching - sparse coding meets graph matching.,5,https://proceedings.neurips.cc/paper/2013/hash/1afa34a7f984eeabdbb0a7d494132ee5-Abstract.html,https://dblp.org/rec/conf/nips/FioriSVMS13
3247,3247,2013,Fajwel Fogel,École Polytechnique,,Alexandre d'Aspremont,CNRS - ENS,,NIPS,convex relaxations for permutation problems.,4,https://proceedings.neurips.cc/paper/2013/hash/647bba344396e7c8170902bcf2e15551-Abstract.html,https://dblp.org/rec/conf/nips/FogelJBd13
3248,3248,2013,Roger Frigola,University of Cambridge,,Carl E. Rasmussen,University of Cambridge,,NIPS,bayesian inference and learning in gaussian process state-space models with particle mcmc.,4,https://proceedings.neurips.cc/paper/2013/hash/2dffbc474aa176b6dc957938c15d0c8b-Abstract.html,https://dblp.org/rec/conf/nips/FrigolaLSR13
3249,3249,2013,Andrea Frome,,,Tomás Mikolov,,,NIPS,devise - a deep visual-semantic embedding model.,7,https://proceedings.neurips.cc/paper/2013/hash/7cce53cf90577442771720a370c3c723-Abstract.html,https://dblp.org/rec/conf/nips/FromeCSBDRM13
3250,3250,2013,Victor Gabillon,INRIA,,Bruno Scherrer,INRIA,,NIPS,approximate dynamic programming finally performs well in the game of tetris.,3,https://proceedings.neurips.cc/paper/2013/hash/7504adad8bb96320eb3afdd4df6e1f60-Abstract.html,https://dblp.org/rec/conf/nips/GabillonGS13
3251,3251,2013,Victor Gabillon,INRIA,,S. Muthukrishnan 0001,Rutgers University,,NIPS,adaptive submodular maximization in bandit setting.,5,https://proceedings.neurips.cc/paper/2013/hash/f4573fc71c731d5c362f0d7860945b88-Abstract.html,https://dblp.org/rec/conf/nips/GabillonKWEM13
3252,3252,2013,Assaf Glazer,,,Shaul Markovitch,,,NIPS,q-ocsvm - a q-quantile estimator for high-dimensional distributions.,3,https://proceedings.neurips.cc/paper/2013/hash/819f46e52c25763a55cc642422644317-Abstract.html,https://dblp.org/rec/conf/nips/GlazerLM13
3253,3253,2013,Hanlin Goh,-,,Joo-Hwee Lim,"Institute for Infocomm Research, Singapore",,NIPS,top-down regularization of deep belief networks.,4,https://proceedings.neurips.cc/paper/2013/hash/9232fe81225bcaef853ae32870a2b0fe-Abstract.html,https://dblp.org/rec/conf/nips/GohTCL13
3254,3254,2013,Behzad Golshan,,,Evimaria Terzi,,,NIPS,what do row and column marginals reveal about your dataset?,3,https://proceedings.neurips.cc/paper/2013/hash/b4d168b48157c623fbd095b4a565b5bb-Abstract.html,https://dblp.org/rec/conf/nips/GolshanBT13
3255,3255,2013,Boqing Gong,University of Southern California (USC),,Fei Sha,University of Southern California (USC),,NIPS,reshaping visual datasets for domain adaptation.,3,https://proceedings.neurips.cc/paper/2013/hash/2291d2ec3b3048d1a6f86c2c4591b7e0-Abstract.html,https://dblp.org/rec/conf/nips/GongGS13
3256,3256,2013,Ian J. Goodfellow,Google,,Yoshua Bengio,University of Montreal,,NIPS,multi-prediction deep boltzmann machines.,4,https://proceedings.neurips.cc/paper/2013/hash/0bb4aec1710521c12ee76289d9440817-Abstract.html,https://dblp.org/rec/conf/nips/GoodfellowMCB13
3257,3257,2013,Prem Gopalan,The Voleon Group,,David M. Blei,Columbia University,,NIPS,modeling overlapping communities with node popularities.,3,https://proceedings.neurips.cc/paper/2013/hash/5caf41d62364d5b41a893adc1a9dd5d4-Abstract.html,https://dblp.org/rec/conf/nips/GopalanWB13
3258,3258,2013,Agnieszka Grabska-Barwinska,Google DeepMind,,Peter E. Latham,"Gatsby Unit, UCL",,NIPS,demixing odors - fast inference in olfaction.,4,https://proceedings.neurips.cc/paper/2013/hash/2bcab9d935d219641434683dd9d18a03-Abstract.html,https://dblp.org/rec/conf/nips/Grabska-BarwinskaBPL13
3259,3259,2013,Rémi Gribonval,,,Pierre Machart,,,NIPS,"reconciling ""priors"" & ""priors"" without prejudice?",2,https://proceedings.neurips.cc/paper/2013/hash/dc58e3a306451c9d670adcd37004f48f-Abstract.html,https://dblp.org/rec/conf/nips/GribonvalM13
3260,3260,2013,Shane Griffith,,,Andrea Lockerd Thomaz,,,NIPS,policy shaping - integrating human feedback with reinforcement learning.,5,https://proceedings.neurips.cc/paper/2013/hash/e034fb6b66aacc1d48f445ddfb08da98-Abstract.html,https://dblp.org/rec/conf/nips/GriffithSSIT13
3261,3261,2013,Roger B. Grosse,University of Toronto,,Ruslan Salakhutdinov,Carnegie Mellon University,,NIPS,annealing between distributions by averaging moments.,3,https://proceedings.neurips.cc/paper/2013/hash/fb60d411a5c5b72b2e7d3527cfc84fd0-Abstract.html,https://dblp.org/rec/conf/nips/GrosseMS13
3262,3262,2013,Yuhong Guo,Carleton University,,Yuhong Guo,Carleton University,,NIPS,robust transfer principal component analysis with rank constraints.,1,https://proceedings.neurips.cc/paper/2013/hash/d86ea612dec96096c5e0fcc8dd42ab6d-Abstract.html,https://dblp.org/rec/conf/nips/Guo13
3263,3263,2013,Xiaoxiao Guo,"University of Michigan, Ann Arbor",,Richard L. Lewis,University of Michigan,,NIPS,reward mapping for transfer in long-lived agents.,3,https://proceedings.neurips.cc/paper/2013/hash/58c54802a9fb9526cd0923353a34a7ae-Abstract.html,https://dblp.org/rec/conf/nips/GuoSL13
3264,3264,2013,Fang Han,Johns Hopkins University,,Han Liu 0001,Tencent AI Lab,,NIPS,robust sparse principal component regression under the high dimensional elliptical model.,2,https://proceedings.neurips.cc/paper/2013/hash/9908279ebbf1f9b250ba689db6a0222b-Abstract.html,https://dblp.org/rec/conf/nips/HanL13
3265,3265,2013,Shaobo Han,Duke University,,Lawrence Carin,Duke University,,NIPS,integrated non-factorized variational inference.,3,https://proceedings.neurips.cc/paper/2013/hash/1896a3bf730516dd643ba67b4c447d36-Abstract.html,https://dblp.org/rec/conf/nips/HanLC13
3266,3266,2013,Grani Adiwena Hanasusanto,Imperial College London,,Daniel Kuhn,EPFL,,NIPS,robust data-driven dynamic programming.,2,https://proceedings.neurips.cc/paper/2013/hash/ef575e8837d065a1683c022d2077d342-Abstract.html,https://dblp.org/rec/conf/nips/HanasusantoK13
3267,3267,2013,Kohei Hayashi,Preferred Networks,,Ryohei Fujimaki,NEC Data Science Research Laboratories,,NIPS,factorized asymptotic bayesian inference for latent feature models.,2,https://proceedings.neurips.cc/paper/2013/hash/45645a27c4f1adc8a7a835976064a86d-Abstract.html,https://dblp.org/rec/conf/nips/HayashiF13
3268,3268,2013,Tamir Hazan,Technion,,Tommi S. Jaakkola,MIT,,NIPS,on sampling from the gibbs distribution with random maximum a-posteriori perturbations.,3,https://proceedings.neurips.cc/paper/2013/hash/443cb001c138b2561a0d90720d6ce111-Abstract.html,https://dblp.org/rec/conf/nips/HazanMJ13
3269,3269,2013,Tamir Hazan,Technion,,Tommi S. Jaakkola,MIT,,NIPS,learning efficient random maximum a-posteriori predictors with non-decomposable loss functions.,4,https://proceedings.neurips.cc/paper/2013/hash/8065d07da4a77621450aa84fee5656d9-Abstract.html,https://dblp.org/rec/conf/nips/HazanMKJ13
3270,3270,2013,Nicolas Heess,Gatsby Unit,,John M. Winn,Microsoft Research,,NIPS,learning to pass expectation propagation messages.,3,https://proceedings.neurips.cc/paper/2013/hash/1714726c817af50457d810aae9d27a2e-Abstract.html,https://dblp.org/rec/conf/nips/HeessTW13
3271,3271,2013,Matthias Hein 0001,University of Tübingen,,Syama Sundar Rangapuram,Saarland University,,NIPS,the total variation on hypergraphs - learning on hypergraphs revisited.,4,https://proceedings.neurips.cc/paper/2013/hash/8a3363abe792db2d8761d6403605aeb7-Abstract.html,https://dblp.org/rec/conf/nips/HeinSJR13
3272,3272,2013,Michiel Hermans,Ghent University,,Benjamin Schrauwen,Ghent University,,NIPS,training and analysing deep recurrent neural networks.,2,https://proceedings.neurips.cc/paper/2013/hash/1ff8a7b5dc7a7d1f0ed65aaa29c04b1e-Abstract.html,https://dblp.org/rec/conf/nips/HermansS13
3273,3273,2013,Daniel Hernández-Lobato,Universidad Autonoma de Madrid,,José Miguel Hernández-Lobato,University of Cambridge,,NIPS,learning feature selection dependencies in multi-task learning.,2,https://proceedings.neurips.cc/paper/2013/hash/75fc093c0ee742f6dddaa13fff98f104-Abstract.html,https://dblp.org/rec/conf/nips/Hernandez-LobatoH13
3274,3274,2013,José Miguel Hernández-Lobato,University of Cambridge,,Daniel Hernández-Lobato,Universidad Autonoma de Madrid,,NIPS,gaussian process conditional copulas with applications to financial time series.,3,https://proceedings.neurips.cc/paper/2013/hash/67d16d00201083a2b118dd5128dd6f59-Abstract.html,https://dblp.org/rec/conf/nips/Hernandez-LobatoLH13
3275,3275,2013,Eshcar Hillel,Yahoo! Labs,,Oren Somekh,Yahoo! Labs,,NIPS,distributed exploration in multi-armed bandits.,5,https://proceedings.neurips.cc/paper/2013/hash/598b3e71ec378bd83e0a727608b5db01-Abstract.html,https://dblp.org/rec/conf/nips/HillelKKLS13
3276,3276,2013,Chris Hinrichs,UW-Madison,,Vikas Singh,UW-Madison,,NIPS,speeding up permutation testing in neuroimaging.,5,https://proceedings.neurips.cc/paper/2013/hash/c3c59e5f8b3e9753913f4d435b53c308-Abstract.html,https://dblp.org/rec/conf/nips/HinrichsISJS13
3277,3277,2013,Qirong Ho,"Petuum, Inc.",,Eric P. Xing,Petuum Inc. /  Carnegie Mellon University,,NIPS,more effective distributed ml via a stale synchronous parallel parameter server.,9,https://proceedings.neurips.cc/paper/2013/hash/b7bb35b9c6ca2aee2df08cf09d7016c2-Abstract.html,https://dblp.org/rec/conf/nips/HoCCLKGGGX13
3278,3278,2013,Ke Hou,CUHK,,Zhi-Quan Luo,"University of Minnesota, Twin Cites",,NIPS,on the linear convergence of the proximal gradient method for trace norm regularization.,4,https://proceedings.neurips.cc/paper/2013/hash/41ae36ecb9b3eee609d05b90c14222fb-Abstract.html,https://dblp.org/rec/conf/nips/HouZSL13
3279,3279,2013,Cho-Jui Hsieh,,,Russell A. Poldrack,,,NIPS,big & quic - sparse inverse covariance estimation for a million variables.,5,https://proceedings.neurips.cc/paper/2013/hash/1abb1e1ea5f481b589da52303b091cbb-Abstract.html,https://dblp.org/rec/conf/nips/HsiehSDRP13
3280,3280,2013,Yuening Hu,,,Z. Irene Ying,,,NIPS,binary to bushy - bayesian hierarchical clustering with the beta coalescent.,4,https://proceedings.neurips.cc/paper/2013/hash/e5f6ad6ce374177eef023bf5d0c018b6-Abstract.html,https://dblp.org/rec/conf/nips/HuBDY13
3281,3281,2013,Tzu-Kuo Huang,Microsoft,,Jeff G. Schneider,CMU,,NIPS,learning hidden markov models from non-sequence data via tensor decomposition.,2,https://proceedings.neurips.cc/paper/2013/hash/cb70ab375662576bd1ac5aaf16b3fca4-Abstract.html,https://dblp.org/rec/conf/nips/HuangS13
3282,3282,2013,Michael C. Hughes,Tufts University,,Erik B. Sudderth,Brown University,,NIPS,memoized online variational inference for dirichlet process mixture models.,2,https://proceedings.neurips.cc/paper/2013/hash/d490d7b4576290fa60eb31b5fc917ad1-Abstract.html,https://dblp.org/rec/conf/nips/HughesS13
3283,3283,2013,Rishabh K. Iyer,"University of Washington, Seattle",,Jeff A. Bilmes,"University of Washington, Seattle",,NIPS,submodular optimization with submodular cover and submodular knapsack constraints.,2,https://proceedings.neurips.cc/paper/2013/hash/a1d50185e7426cbb0acad1e6ca74b9aa-Abstract.html,https://dblp.org/rec/conf/nips/IyerB13
3284,3284,2013,Rishabh K. Iyer,"University of Washington, Seattle",,Jeff A. Bilmes,"University of Washington, Seattle",,NIPS,curvature and optimal algorithms for learning and minimizing submodular functions.,3,https://proceedings.neurips.cc/paper/2013/hash/c1e39d912d21c91dce811d6da9929ae8-Abstract.html,https://dblp.org/rec/conf/nips/IyerJB13
3285,3285,2013,Ashesh Jain,,,Ashutosh Saxena,,,NIPS,learning trajectory preferences for manipulators via iterative improvement.,4,https://proceedings.neurips.cc/paper/2013/hash/c058f544c737782deacefa532d9add4c-Abstract.html,https://dblp.org/rec/conf/nips/JainWJS13
3286,3286,2013,Adel Javanmard,Stanford University,,Andrea Montanari,Stanford,,NIPS,confidence intervals and hypothesis testing for high-dimensional statistical models.,2,https://proceedings.neurips.cc/paper/2013/hash/b73dfe25b4b8714c029b37a6ad3006fa-Abstract.html,https://dblp.org/rec/conf/nips/JavanmardM13
3287,3287,2013,Adel Javanmard,Stanford University,,Andrea Montanari,Stanford,,NIPS,model selection for high-dimensional regression under the generalized irrepresentability condition.,2,https://proceedings.neurips.cc/paper/2013/hash/a223c6b3710f85df22e9377d6c4f7553-Abstract.html,https://dblp.org/rec/conf/nips/JavanmardM13a
3288,3288,2013,Stefanie Jegelka,MIT,,Suvrit Sra,MIT,,NIPS,reflection methods for user-friendly submodular optimization.,3,https://proceedings.neurips.cc/paper/2013/hash/5dd9db5e033da9c6fb5ba83c7a7ebea9-Abstract.html,https://dblp.org/rec/conf/nips/JegelkaBS13
3289,3289,2013,Yacine Jernite,Facebook FAIR NYC,,David A. Sontag,MIT,,NIPS,discovering hidden variables in noisy-or networks using quartet tests.,3,https://proceedings.neurips.cc/paper/2013/hash/678a1491514b7f1006d605e9161946b1-Abstract.html,https://dblp.org/rec/conf/nips/JerniteHS13
3290,3290,2013,Yangqing Jia,,,Trevor Darrell,,,NIPS,visual concept learning - combining machine vision and bayesian generalization on concept hierarchies.,5,https://proceedings.neurips.cc/paper/2013/hash/d2ed45a52bc0edfa11c2064e9edee8bf-Abstract.html,https://dblp.org/rec/conf/nips/JiaAAGD13
3291,3291,2013,Matjaz Jogan,University of Pennsylvania,,Alan A. Stocker,University of Pennsylvania,,NIPS,optimal integration of visual speed across different spatiotemporal frequency channels.,2,https://proceedings.neurips.cc/paper/2013/hash/1baff70e2669e8376347efd3a874a341-Abstract.html,https://dblp.org/rec/conf/nips/JoganS13
3292,3292,2013,Rie Johnson,RJ Research Consuulting,,Tong Zhang 0001,Tencent,,NIPS,accelerating stochastic gradient descent using predictive variance reduction.,2,https://proceedings.neurips.cc/paper/2013/hash/ac1dd209cbcc5e5d1c6e28598e8cbbe8-Abstract.html,https://dblp.org/rec/conf/nips/Johnson013
3293,3293,2013,Matthew J. Johnson 0002,MIT,,Alan S. Willsky,Massachusetts Institute of Technology,,NIPS,analyzing hogwild parallel gaussian gibbs sampling.,3,https://proceedings.neurips.cc/paper/2013/hash/b51a15f382ac914391a58850ab343b00-Abstract.html,https://dblp.org/rec/conf/nips/JohnsonSW13
3294,3294,2013,Alfredo A. Kalaitzis,Element AI,,Ricardo Bezerra de Andrade e Silva,University College London,,NIPS,flexible sampling of discrete data correlations without the marginal distributions.,2,https://proceedings.neurips.cc/paper/2013/hash/b20bb95ab626d93fd976af958fbc61ba-Abstract.html,https://dblp.org/rec/conf/nips/KalaitzisS13
3295,3295,2013,Byungkon Kang,Samsung Electronics,,Byungkon Kang,Samsung Electronics,,NIPS,fast determinantal point process sampling with application to clustering.,1,https://proceedings.neurips.cc/paper/2013/hash/20d135f0f28185b84a4cf7aa51f29500-Abstract.html,https://dblp.org/rec/conf/nips/Kang13
3296,3296,2013,Masayuki Karasuyama,Kyoto University,,Hiroshi Mamitsuka,Kyoto University / Aalto University,,NIPS,manifold-based similarity adaptation for label propagation.,2,https://proceedings.neurips.cc/paper/2013/hash/3a835d3215755c435ef4fe9965a3f2a0-Abstract.html,https://dblp.org/rec/conf/nips/KarasuyamaM13
3297,3297,2013,Amin Karbasi,Yale University,,Lav R. Varshney,IBM Watson Research Center,,NIPS,noise-enhanced associative memories.,4,https://proceedings.neurips.cc/paper/2013/hash/f4552671f8909587cf485ea990207f3b-Abstract.html,https://dblp.org/rec/conf/nips/KarbasiSSV13
3298,3298,2013,Gunnar Kedenburg,None,,Rémi Munos,Google DeepMind,,NIPS,aggregating optimistic planning trees for solving markov decision processes.,3,https://proceedings.neurips.cc/paper/2013/hash/fe709c654eac84d5239d1a12a4f71877-Abstract.html,https://dblp.org/rec/conf/nips/KedenburgFM13
3299,3299,2013,Beomjoon Kim,McGill University,,Doina Precup,McGill University / Mila / DeepMind Montreal,,NIPS,learning from limited demonstrations.,4,https://proceedings.neurips.cc/paper/2013/hash/fd5c905bcd8c3348ad1b35d7231ee2b1-Abstract.html,https://dblp.org/rec/conf/nips/KimFPP13
3300,3300,2013,Dae Il Kim,Brown University,,Erik B. Sudderth,Brown University,,NIPS,efficient online inference for bayesian nonparametric relational models.,4,https://proceedings.neurips.cc/paper/2013/hash/13f320e7b5ead1024ac95c3b208610db-Abstract.html,https://dblp.org/rec/conf/nips/KimGBS13
3301,3301,2013,Franz J. Király,TU Berlin,,Louis Theran,Freie Universität Berlin,,NIPS,error-minimizing estimates and universal entry-wise error bounds for low-rank matrix completion.,2,https://proceedings.neurips.cc/paper/2013/hash/69a5b5995110b36a9a347898d97a610e-Abstract.html,https://dblp.org/rec/conf/nips/KiralyT13
3302,3302,2013,Karin C. Knudson,UT Austin,,Jonathan W. Pillow,UT Austin,,NIPS,spike train entropy-rate estimation using hierarchical dirichlet process priors.,2,https://proceedings.neurips.cc/paper/2013/hash/eddb904a6db773755d2857aacadb1cb0-Abstract.html,https://dblp.org/rec/conf/nips/KnudsonP13
3303,3303,2013,Wouter M. Koolen,Centrum Wiskunde & Informatica,,Wouter M. Koolen,Centrum Wiskunde & Informatica,,NIPS,the pareto regret frontier.,1,https://proceedings.neurips.cc/paper/2013/hash/74071a673307ca7459bcf75fbd024e09-Abstract.html,https://dblp.org/rec/conf/nips/Koolen13
3304,3304,2013,Nathaniel Korda,INRIA,,Rémi Munos,Google DeepMind,,NIPS,thompson sampling for 1-dimensional exponential family bandits.,3,https://proceedings.neurips.cc/paper/2013/hash/aba3b6fd5d186d28e06ff97135cade7f-Abstract.html,https://dblp.org/rec/conf/nips/KordaKM13
3305,3305,2013,Samory Kpotufe,Princeton University,,Vikas K. Garg,TTI Chicago,,NIPS,adaptivity to local smoothness and dimension in kernel regression.,2,https://proceedings.neurips.cc/paper/2013/hash/28fc2782ea7ef51c1104ccf7b9bea13d-Abstract.html,https://dblp.org/rec/conf/nips/KpotufeG13
