,Unnamed: 0,Unnamed: 0.1,first-author-affiliation,last-author-affiliation,title
1142,1142,102.0,Seoul National University,UNIST / AItrics,splitnet: learning to semantically split deep networks for parameter reduction and model parallelization.
1143,1143,103.0,Google Research,Google Research,learning deep latent gaussian models with markov chain monte carlo.
1144,1144,104.0,University of Texas at Austin,Carnegie Mellon University,doubly greedy primal-dual coordinate descent for sparse empirical risk minimization.
1145,1145,105.0,Technion - Israel Institute of Technology,Technion,end-to-end differentiable adversarial imitation learning.
1146,1146,106.0,IBM Research,IBM,local-to-global bayesian network structure learning.
1147,1147,107.0,Microsoft Research,Microsoft Research,provably optimal algorithms for generalized linear contextual bandits.
1148,1148,108.0,Duke University,Duke University,no spurious local minima in nonconvex low rank problems: a unified geometric analysis.
1149,1149,109.0,Google Brain / Cornell University,Google Brain,on the expressive power of deep neural networks.
1150,1150,110.0,The University of Tokyo / RIKEN,RIKEN / The University of Tokyo,semi-supervised classification based on classification from positive and unlabeled data.
1151,1151,111.0,UC Berkeley,Berkeley,model-agnostic meta-learning for fast adaptation of deep networks.
1152,1152,112.0,Columbia University,Columbia University,zero-inflated exponential family embeddings.
1153,1153,113.0,The University of Iowa,Nanjing University,a richer theory of convex constrained optimization with reduced projections and improved rates.
1154,1154,114.0,Northeastern University,Northeastern University,learning in pomdps with monte carlo tree search.
1155,1155,115.0,"THE GRADUATE CENTER, CUNY",City University of New York (CUNY),composing tree graphical models with persistent homology features for clustering mixed-type data.
1156,1156,116.0,Carnegie Mellon University,Microsoft Research,safety-aware algorithms for adversarial contextual bandit.
1157,1157,117.0,University of Central Florida,University of Central Florida,"coherence pursuit: fast, simple, and robust subspace recovery."
1158,1158,118.0,Weizmann Institute of Science,Weizmann Institute of Science,depth-width tradeoffs in approximating natural functions with neural networks.
1159,1159,119.0,Georgia Tech,Georgia Institute of Technology,iterative machine teaching.
1160,1160,120.0,Google Research,Courant Institute,adanet: adaptive structural learning of artificial neural networks.
1161,1161,121.0,University of Maryland,Cornell University,convex phase retrieval without lifting via phasemax.
1162,1162,122.0,DeepMind,DeepMind,darla: improving zero-shot transfer in reinforcement learning.
1163,1163,123.0,UCLA,UCLA,on relaxing determinism in arithmetic circuits.
1164,1164,124.0,Indiana University Bloomington,Indiana University Bloomington,adaptive multiple-arm identification.
1165,1165,125.0,Institute of Statistical Mathematics,AIST / RIKEN,tensor decomposition with smoothness.
1166,1166,126.0,DeepMind,DeepMind,automated curriculum learning for neural networks.
1167,1167,127.0,R. V. College of Engineering & Indian Institute of Science,Indian Institute of Science,attentive recurrent comparators.
1168,1168,128.0,Oberlin College,University of Arizona,an infinite hidden markov model with similarity-biased transitions.
1169,1169,129.0,Washington University in St. Louis,Washington University in St. Louis,efficient nonmyopic active search.
1170,1170,130.0,The University of Tokyo,The Univ. of Tokyo / RIKEN,asymmetric tri-training for unsupervised domain adaptation.
1171,1171,131.0,University of Central Florida,University of Central Florida,state-frequency memory recurrent neural networks.
1172,1172,132.0,MIT,Microsoft Research,batched high-dimensional bayesian optimization via structural kernel learning.
1173,1173,133.0,University of Michigan,University of Michigan,leveraging union of subspace structure to improve constrained clustering.
1174,1174,134.0,"Nanyang Technological University, Singapore",,source-target similarity modelings for multi-source transfer gaussian process regression.
1175,1175,135.0,Institute of Neuroinformatics,Institute of Neuroinformatics,delta networks for optimized recurrent network computation.
1176,1176,136.0,Brown University,"University of California, Irvine",from patches to images: a nonparametric generative model.
1177,1177,137.0,University of California at San Diego,Microsoft Research,active heteroscedastic regression.
1178,1178,138.0,IST Austria,IST Austria,multi-task learning with labeled and unlabeled tasks.
1179,1179,139.0,ETH Zurich,Swiss AI Lab,recurrent highway networks.
1180,1180,140.0,CSIRO Data61,Data61/ANU/UTS,fast bayesian intensity estimation for the permanental process.
1181,1181,141.0,UMass,Microsoft Research,active learning for cost-sensitive classification.
1182,1182,142.0,Vicarious AI,Vicarious AI,schema networks: zero-shot transfer with a generative causal model of intuitive physics.
1183,1183,143.0,Oxford,University of Cambridge & Uber,a birth-death process for feature allocation.
1184,1184,144.0,"University of California, San Diego",UCSD,diameter-based active learning.
1185,1185,145.0,Australian National University and Data61,Carnegie Mellon University,risk bounds for transferring representations with and without fine-tuning.
1186,1186,146.0,Saarland University,Saarland University,the loss surface of deep and wide neural networks.
1187,1187,147.0,Victoria University Wellington,Victoria University of Wellington,neural taylor approximations: convergence and exploration in rectifier networks.
1188,1188,148.0,University of Montreal,U. Montreal,sharp minima can generalize for deep nets.
1189,1189,149.0,Google Brain,Google Brain,geometry of neural network loss surfaces via random matrix theory.
1190,1190,150.0,Victoria University Wellington,Frostbite Labs and Victoria University,"the shattered gradients problem: if resnets are the answer, then what is the question?."
1191,1191,151.0,DeepMind,DeepMind,learning to learn without gradient descent by gradient descent.
1192,1192,152.0,Carnegie Mellon University,Carnegie Mellon University,"a semismooth newton method for fast, generic convex programming."
1193,1193,153.0,University of Alberta/Indiana University,University of Alberta/Indiana University,unifying task specification in reinforcement learning.
1194,1194,154.0,Yahoo Research,UCSD,efficient online bandit multiclass learning with o(sqrt{t}) regret.
1195,1195,155.0,Stanford University,Stanford University,orthogonalized als: a theoretically principled tensor decomposition algorithm for practical use.
1196,1196,156.0,Google Brain,Google Brain,learned optimizers that scale and generalize.
1197,1197,157.0,Shanghai Jiao Tong University,Peking University,approximate newton methods and their local convergence.
1198,1198,158.0,DeepMind,DeepMind,a distributional perspective on reinforcement learning.
1199,1199,159.0,Stanford University,FACEBOOK,active learning for accurate estimation of linear models.
1200,1200,160.0,Academia sinica,Academia Sinica,tensor decomposition via simultaneous power iteration.
1201,1201,161.0,Tsinghua University,IIIS,learning gradient descent: better generalization and longer horizons.
1202,1202,162.0,Columbia University,Columbia University,stochastic adaptive quasi-newton methods for minimizing expected values.
1203,1203,163.0,Harvard University,Council for Scientific and Industrial Research (CSIR),hierarchy through composition with multitask lmdps.
1204,1204,164.0,Google Research,Yahoo,adaptive feature selection: computationally efficient online sparse linear regression under rip.
1205,1205,165.0,University of Virginia,University of Virginia,a unified variance reduction-based framework for nonconvex low-rank matrix recovery.
1206,1206,166.0,Maluuba,Maluuba,learning algorithms for active learning.
1207,1207,167.0,University College London,University College London,practical gauss-newton optimisation for deep learning.
1208,1208,168.0,University of Alberta,University of Alberta,a laplacian framework for option discovery in reinforcement learning.
1209,1209,169.0,Georgia Tech,,emulating the expert: inverse optimization through online learning.
1210,1210,170.0,UC Berkeley,University of California at Berkeley,"an efficient, sparsity-preserving, online algorithm for low-rank approximation."
1211,1211,171.0,National Institute of Informatics,University of Tokyo / RIKEN,tensor balancing on statistical manifold.
1212,1212,172.0,UC Berkeley,Berkeley,modular multitask reinforcement learning with policy sketches.
1213,1213,173.0,Saarland University,Saarland University,variants of rmsprop and adagrad with logarithmic regret bounds.
1214,1214,174.0,Sapienza University of Rome,,algorithms for $\ell_p$ low-rank approximation.
1215,1215,175.0,KAUST,École Polytechnique,relative fisher information and natural gradient for learning large modular models.
1216,1216,176.0,The University of Melbourne,CSIRO,efficient orthogonal parametrisation of recurrent neural networks using householder reflections.
1217,1217,177.0,Georgia Institute of Technology,,lazifying conditional gradient algorithms.
1218,1218,178.0,University of Texas at Austin,University of Texas at Austin,data-efficient policy evaluation through behavior policy search.
1219,1219,179.0,University of Texas at Austin,University of Texas at Austin,exact map inference by avoiding fractional vertices.
1220,1220,180.0,"FIT, Monash University",Monash University,leveraging node attributes for incomplete relational data.
1221,1221,181.0,EPFL,EPFL,how close are the eigenvectors of the sample and actual covariance matrices?.
1222,1222,182.0,ETH Zurich,ETH Zurich,distributed and provably good seedings for k-means in constant rounds.
1223,1223,183.0,The Chinese University of Hong Kong,The Chinese University of Hong Kong,learning deep architectures via generalized whitened neural networks.
1224,1224,184.0,MILA,Ecole Polytechnique de Montreal,on orthogonality and learning rnns with long term dependencies.
1225,1225,185.0,George,,conditional accelerated lazy stochastic gradient descent.
1226,1226,186.0,Carnegie Mellon University,Microsoft Research,stochastic variance reduction methods for policy evaluation.
1227,1227,187.0,"University of Massachusetts, Amherst",University of Massachusetts Amherst,exact inference for integer latent-variable models.
1228,1228,188.0,POSTECH,POSTECH,bayesian inference on random simple graphs with power law degree distributions.
1229,1229,189.0,Microsoft Research / Princeton / IAS,Princeton University,faster principal component regression and stable matrix chebyshev approximation.
1230,1230,190.0,Google,Google,consistent k-clustering.
1231,1231,191.0,Stanford,Stanford,continual learning through synaptic intelligence.
1232,1232,192.0,Massachusetts Institute of Technology,MIT,tunable efficient unitary neural networks (eunn) and their application to rnns.
1233,1233,193.0,Lehigh University,Lehigh University,sarah: a novel method for machine learning problems using stochastic recursive gradient.
1234,1234,194.0,Carnegie Mellon University / Amazon AWS,Microsoft Research,optimal and adaptive off-policy evaluation in contextual bandits.
1235,1235,195.0,MIT,MIT,improving viterbi is hard: better runtimes imply faster clique algorithms.
1236,1236,196.0,CMU/Google DeepMind,Carnegie Mellon University,analogical inference for multi-relational embeddings.
1237,1237,197.0,Amazon Research Cambridge,,spectral learning from a single trajectory under finite-state policies.
1238,1238,198.0,University of Minnesota,Iowa State University,towards k-means-friendly spaces: simultaneous deep learning and clustering.
1239,1239,199.0,Boston University,Boston University,adaptive neural networks for efficient inference.
1240,1240,200.0,Carnegie Mellon University,CMU/Uber,the statistical recurrent unit.
1241,1241,201.0,EPFL,EPFL,approximate steepest coordinate descent.
1242,1242,202.0,Technion,Technion,consistent on-line off-policy evaluation.
1243,1243,203.0,Harvard University,Harvard Medical School,variational inference for sparse and undirected models.
1244,1244,204.0,Georgia Institute of Technology,Georgia Institute of Technology,know-evolve: deep temporal reasoning for dynamic knowledge graphs.
1245,1245,205.0,UC Berkeley,UC Berkeley,capacity releasing diffusion for speed and locality..
1246,1246,206.0,Johns Hopkins University,Johns Hopkins University,hyperplane clustering via dual principal component pursuit.
1247,1247,207.0,UNIST,UNIST / AItrics,combined group and exclusive sparsity for deep neural networks.
1248,1248,208.0,University of Oxford,"Google Brain, Google Inc.",input switched affine networks: an rnn architecture designed for interpretability.
1249,1249,209.0,University of Washington,,stingycd: safely avoiding wasteful updates in coordinate descent.
1250,1250,210.0,Microsoft Research,Microsoft Research,contextual decision processes with low bellman rank are pac-learnable.
1251,1251,211.0,Australian National University,Queensland University of Technology,tensor belief propagation.
1252,1252,212.0,Duke University,Duke,deep generative models for relational data with side information.
1253,1253,213.0,Microsoft Research / Princeton / IAS,Princeton University,doubly accelerated methods for faster cca and generalized eigendecomposition.
1254,1254,214.0,University of Michigan,Deakin University,multilevel clustering via wasserstein means.
1255,1255,215.0,Google Brain,Google Brain,online and linear-time attention by enforcing monotonic alignments.
1256,1256,216.0,"Institute of High Performance Computing, A*STAR",Princeton University,stochastic modified equations and adaptive stochastic gradient algorithms.
1257,1257,217.0,caltech.edu,caltech.edu,a simple multi-class boosting framework with theoretical guarantees and empirical proficiency.
1258,1258,218.0,Korea Advanced Institute of Science and Technology,KAIST,faster greedy map inference for determinantal point processes.
1259,1259,219.0,EPFL,EPFL,choicerank: identifying preferences from node traffic in networks.
1260,1260,220.0,Rutgers University,Rugters University,on the iteration complexity of support recovery via hard thresholding pursuit.
1261,1261,221.0,ETH Zurich,ETH Zurich,uniform deviation bounds for k-means clustering.
1262,1262,222.0,Massachusetts Institute of Technology,Google Brain,sequence tutor: conservative fine-tuning of sequence generation models with kl-control.
1263,1263,223.0,University of Wisconsin,University of Wisconsin-Madison,dissipativity theory for nesterov's accelerated method.
1264,1264,224.0,Google Research,"University of California, Davis",gradient boosted decision trees for high dimensional sparse output.
1265,1265,225.0,INRIA Lille,Inria Lille - Nord Europe,zonotope hit-and-run for efficient sampling from projection dpps.
1266,1266,226.0,Paderborn University,University of Oviedo,statistical inference for incomplete ranking data: the case of rank-dependent coarsening.
1267,1267,227.0,Rutgers,Rutgers,dual iterative hard thresholding: from non-convex sparse minimization to non-smooth concave maximization.
1268,1268,228.0,Google,Google,uniform convergence rates for kernel density estimation.
1269,1269,229.0,Baidu Research Silicon Valley AI Lab,Baidu,deep voice: real-time neural text-to-speech.
1270,1270,230.0,Facebook AI Research,Facebook AI Research,an analytical formula of population gradient for two-layered relu network and its applications in convergence and critical point analysis.
1271,1271,231.0,University of Liege,University of Liege,globally induced forest: a prepruning compression scheme.
1272,1272,232.0,"University of Massachusetts, Amherst","University of Massachusetts, Amherst",a divergence bound for hybrids of mcmc and variational inference and an application to langevin dynamics and sgvi.
1273,1273,233.0,EPFL,EPFL,just sort it! a simple and effective approach to active preference learning.
1274,1274,234.0,University of Rochester,University of Rochester,on the projection operator to a three-view cardinality constrained set.
1275,1275,235.0,Google,Google,density level set estimation on manifolds with dbscan.
1276,1276,236.0,LIP6 / SONY CSL,"Sony CSL, Japan",deepbach: a steerable model for bach chorales generation.
1277,1277,237.0,IIT and UCL,University College London,forward and reverse gradient-based hyperparameter optimization.
1278,1278,238.0,UC San Diego,Zillow,forest-type regression with general losses and robust forest.
1279,1279,239.0,University of Warwick,Imperial College London,on the sampling problem for kernel quadrature.
1280,1280,240.0,UCSD,Google Research,maximum selection and ranking under noisy comparisons.
1281,1281,241.0,KAIST / AItrics,IBM,sparse + group-sparse dirty models: statistical guarantees without unreasonable conditions and a case for non-convexity.
1282,1282,242.0,The University of Sydney,,algorithmic stability and hypothesis complexity.
1283,1283,243.0,Google Brain,Google,neural audio synthesis of musical notes with wavenet autoencoders.
1284,1284,244.0,Stanford University,Stanford University,adaptive sampling probabilities for non-smooth optimization.
1285,1285,245.0,KAIST,KAIST,confident multiple choice learning.
1286,1286,246.0,STANFORD,Microsoft Research,measuring sample quality with kernels.
1287,1287,247.0,University of Minnesota,University of Minnesota,active learning for top-$k$ rank aggregation from noisy comparisons.
1288,1288,248.0,University of Texas at Austin,UT Austin,compressed sensing using generative models.
1289,1289,249.0,Poznan University of Technology,Microsoft Research,consistency analysis for binary classification revisited.
1290,1290,250.0,MILA,University of Montreal,a closer look at memorization in deep networks.
1291,1291,251.0,University of Michigan,Google / U. Michigan,learning to generate long-term future via hierarchical prediction.
1292,1292,252.0,ETH Zurich,ETH,sub-sampled cubic regularization for non-convex optimization.
1293,1293,253.0,Carnegie Mellon University,Carnegie Mellon University,regret minimization in behaviorally-constrained zero-sum games.
1294,1294,254.0,Harvard,Google Brain and Princeton University,variational boosting: iteratively refining posterior approximations.
1295,1295,255.0,Tel Aviv University,Facebook AI Research and Tel Aviv University,learning to align the source code to the compiled object code.
1296,1296,256.0,Zhejiang University & Tencent AI Lab,University of Michigan,scaling up sparse support vector machines by simultaneous feature and sample reduction.
1297,1297,257.0,Google Research,Google,distributed mean estimation with limited communication.
1298,1298,258.0,DeepMind,DeepMind,cognitive psychology for deep neural networks: a shape bias case study.
1299,1299,259.0,MIT,MIT,sequence to better sequence: continuous revision of combinatorial structures.
1300,1300,260.0,Microsoft Research / Princeton / IAS,Microsoft Research / Princeton / IAS,natasha: faster non-convex stochastic optimization via strongly non-convex parameter.
1301,1301,261.0,Carnegie Mellon University,Carnegie Mellon University,reduced space and faster convergence in imperfect-information games via pruning.
1302,1302,262.0,University of Cambridge,University of Cambridge,lost relatives of the gumbel trick.
1303,1303,263.0,Microsoft Research,Microsoft Research,robustfill: neural program learning under noisy i/o.
1304,1304,264.0,University of Chicago,HKUST,efficient distributed learning with sparsity.
1305,1305,265.0,Carnegie Mellon University,CMU,nonparanormal information estimation.
1306,1306,266.0,Columbia University,Columbia University,visualizing and understanding multilayer perceptron models: a case study in speech processing.
1307,1307,267.0,"Ludwig-Maximilians-Universität München, Siemens AG",University of Munich,tensor-train recurrent neural networks for video classification.
1308,1308,268.0,Stanford University,Stanford,“convex until proven guilty”: dimension-free acceleration of gradient descent on non-convex functions.
1309,1309,269.0,Victoria University Wellington,Victoria University Wellington,strongly-typed agents are guaranteed to interact safely.
1310,1310,270.0,The Chinese University of Hong Kong,"Shenzhen Institutes of Advanced Technology, Chinese Academy of Sciences",learning to aggregate ordinal labels by maximizing separating width.
1311,1311,271.0,University College London,UCL,programming with a differentiable forth interpreter.
1312,1312,272.0,University of Central Florida,University of Central Florida,innovation pursuit: a new approach to the subspace clustering problem.
1313,1313,273.0,Cornell University,Google,a unified maximum likelihood approach for estimating symmetric properties of discrete distributions.
1314,1314,274.0,Google Inc.,Google Inc.,axiomatic attribution for deep networks.
1315,1315,275.0,Microsoft Research,Citadel,sequence modeling via segmentations.
1316,1316,276.0,Syracuse University,Syracuse University,convergence analysis of proximal gradient with momentum for nonconvex optimization.
1317,1317,277.0,Caltech,STATS LLC.,coordinated multi-agent imitation learning.
1318,1318,278.0,Carnegie Mellon University,Carnegie Mellon University,uncorrelation and evenness: a new diversity-promoting regularizer.
1319,1319,279.0,Microsoft,Google Brain,differentiable programs with neural libraries.
1320,1320,280.0,Nagoya Institute of Technology,Nagoya Institute of Technology / RIKEN,selective inference for sparse high-order interaction models.
1321,1321,281.0,University of Texas at Austin,Microsoft,gradient coding: avoiding stragglers in distributed learning.
1322,1322,282.0,Cornell University,Cornell University,on calibration of modern neural networks.
1323,1323,283.0,Carnegie Mellon University,Amazon,latent lstm allocation: joint clustering and non-linear dynamic modeling of sequence data.
1324,1324,284.0,UC Berkeley,UC Berkeley,how to escape saddle points efficiently.
1325,1325,285.0,MIT,The Boeing Company,deep decentralized multi-task multi-agent reinforcement learning under partial observability.
1326,1326,286.0,Carnegie Mellon University,Carnegie Mellon University,learning latent space models with angular constraints.
1327,1327,287.0,Stanford University,Stanford University,developing bug-free machine learning systems with formal mathematics.
1328,1328,288.0,Ecole Polytechnique Federale de Lausanne (EPFL),,dictionary learning based on sparse distribution tomography.
1329,1329,289.0,The University of Tokyo / RIKEN,RIKEN / The University of Tokyo,learning discrete representations via information maximizing self-augmented training.
1330,1330,290.0,UC Berkeley,UC Berkeley,"sketched ridge regression: optimization perspective, statistical perspective, and model averaging."
1331,1331,291.0,Stanford,Stanford,estimating the unseen from multiple populations.
1332,1332,292.0,University of Pennsylvania,UPenn,meritocratic fairness for cross-population selection.
1333,1333,293.0,UIUC,UIUC,neural networks and rational functions.
1334,1334,294.0,Carnegie Mellon University,Carnegie Mellon University,input convex neural networks.
1335,1335,295.0,LIG,Univ. Grenoble Alpes,co-clustering through optimal transport.
1336,1336,296.0,Carnegie Mellon University,Carnegie Mellon University,optnet: differentiable optimization as a layer in neural networks.
1337,1337,297.0,Northeastern University,Northeastern University,multiple clustering views from multiple uncertain experts.
1338,1338,298.0,Facebook AI Research,Facebook AI Research,parseval networks: improving robustness to adversarial examples.
1339,1339,299.0,NC state university,,"clustering by sum of norms: stochastic incremental algorithm, convergence and cluster recovery."
1340,1340,300.0,"University of Geneva, HES",HES-UNIGE,regularising non-linear models using feature side-information.
1341,1341,301.0,Johns Hopkins,Linguee GmbH,clustering high dimensional dynamic data streams.
1342,1342,302.0,UC Berkeley,University of California at Berkeley,fast k-nearest neighbour search via prioritized dci.
1343,1343,303.0,University of Toronto,University of Toronto,deep spectral clustering learning.
1344,1344,304.0,Data61,Australian National University,joint dimensionality reduction and metric learning: a geometric take.
1345,1345,305.0,"Microsoft Research, India",Microsoft Research,protonn: compressed and accurate knn for resource-scarce devices.
1346,1346,306.0,Google,Google Brain,device placement optimization with reinforcement learning.
1347,1347,307.0,Disney Research Pittsburgh,Disney Research,dynamic word embeddings.
1348,1348,308.0,University of Science and Technology of China,Microsoft,asynchronous stochastic gradient descent with delay compensation.
1349,1349,309.0,Carnegie Mellon University,Carnegie Mellon University,improving stochastic policy gradients in continuous control with deep reinforcement learning using the beta distribution.
1350,1350,310.0,Telecom ParisTech,Telecom ParisTech,fractional langevin monte carlo: exploring levy driven stochastic differential equations for mcmc.
1351,1351,311.0,Amazon,Amazon.com,preferential bayesian optmization.
1352,1352,312.0,USC,USC,being robust (in high dimensions) can be practical.
1353,1353,313.0,University of Alberta,University of Alberta,differentially private ordinary least squares.
1354,1354,314.0,University of Wisconsin - Madison,University of Wisconsin Madison,"when can multi-site datasets be pooled for regression? hypothesis tests, $\ell_2$-consistency and neuroscience applications."
1355,1355,315.0,MIT / DeepMind,MIT,deep tensor convolution on multicores.
1356,1356,316.0,Baidu Silicon Valley AI Lab,Baidu SVAIL,gram-ctc: automatic unit selection and target decomposition for sequence labelling.
1357,1357,317.0,University of Maryland,University of Maryland,adaptive consensus admm for distributed optimization.
1358,1358,318.0,University of Southern California,Berkeley,combining model-based and model-free updates for trajectory-centric reinforcement learning.
1359,1359,319.0,Columbia University,,stochastic  bouncy  particle sampler.
1360,1360,320.0,MIT,MIT,max-value entropy search for efficient bayesian optimization.
1361,1361,321.0,University of Minnesota,University of Massachusetts Amherst,multilabel classification with group testing and codes.
1362,1362,322.0,MIT,MIT,priv’it: private and sample efficient identity testing.
1363,1363,323.0,UCLA,Oxford University and UCLA,learning from clinical judgments: semi-markov-modulated marked hawkes processes for risk prognosis.
1364,1364,324.0,IBM Research,IBM Research,mec: memory-efficient convolution for deep neural network.
1365,1365,325.0,Peking University,Peking University,coupling distributed and symbolic execution for natural language queries.
1366,1366,326.0,MSR-INRIA Joint Center,MSR-INRIA Joint Center,optimal algorithms for smooth and strongly convex distributed optimization in networks.
1367,1367,327.0,Georgia Tech,Georgia Tech,prediction under uncertainty in sparse spectrum gaussian processes with applications to filtering and control.
1368,1368,328.0,Carnegie Mellon University,Amazon,canopy --- fast sampling with cover trees.
1369,1369,329.0,Amazon,Amazon.com,bayesian optimization with tree-structured dependencies.
1370,1370,330.0,University of Minnesota,University of Minnesota,high-dimensional structured quantile regression.
1371,1371,331.0,Yale University,Yale,differentially private submodular maximization: data summarization in disguise.
1372,1372,332.0,Duke University,Duke University,learning to detect sepsis with a multitask gaussian process rnn classifier.
1373,1373,333.0,Peking University,,beyond filters: compact feature map for portable deep model.
1374,1374,334.0,Harvard University,Harvard University,image-to-markup generation with coarse-to-fine attention.
1375,1375,335.0,Tsinghua University,HKUST,projection-free distributed online learning in networks.
1376,1376,336.0,Technical University of Munich,Technical University of Munich,learning stable stochastic nonlinear dynamical systems.
1377,1377,337.0,Penn State University,Penn State University,a simulated annealing based inexact oracle for wasserstein loss minimization.
1378,1378,338.0,CMU,CMU/Uber,multi-fidelity bayesian optimisation with continuous approximations.
1379,1379,339.0,Princeton University,Princeton University,high-dimensional non-gaussian single index models via thresholded score function estimation.
1380,1380,340.0,University of Massachusetts Amherst,"University of Massachusetts, Amherst",differentially private learning of graphical models using cgms.
1381,1381,341.0,University of Michigan,University of Wisconsin-Madison,"isurvive: an interpretable, event-time prediction model for mhealth."
1382,1382,342.0,Facebook AI Research,Facebook AI Research,efficient softmax approximation for gpus.
1383,1383,343.0,Doshisha University,MITSUBISHI ELECTRIC RESEARCH LABORATORIES,multichannel end-to-end speech recognition.
1384,1384,344.0,TU Darmstadt,University of Lincoln,local bayesian optimization of motor skills.
1385,1385,345.0,Stanford University,Microsoft Research,improving gibbs sampler scan quality with dogs.
1386,1386,346.0,University of Cambridge,,parallel and distributed thompson sampling for large-scale accelerated exploration of chemical space.
1387,1387,347.0,University of Minnesota,University of Minnesota,robust structured estimation with single-index models.
1388,1388,348.0,TU Berlin / MathPlan,TU Berlin,minimizing trust leaks for robust sybil detection.
1389,1389,349.0,MIT,Massachusetts General Hospital,learning sleep stages from radio signals: a conditional adversarial architecture.
1390,1390,350.0,University of Cambridge,University of Cambridge,dropout inference in bayesian neural networks with alpha-divergences.
1391,1391,351.0,University of Cambridge,University of Cambridge,latent intention dialogue models.
1392,1392,352.0,Harvard,Bar Ilan University,robust guarantees of stochastic greedy algorithms.
1393,1393,353.0,Google DeepMind,DeepMind,count-based exploration with neural density models.
1394,1394,354.0,UC Berkeley,University of Cambridge,magnetic hamiltonian monte carlo.
1395,1395,355.0,University of Virginia,University of Virginia,uncertainty assessment and false discovery rate control in high-dimensional granger causal inference.
1396,1396,356.0,The Chinese University of Hong Kong,CUHK,toward efficient and accurate covariance matrix estimation on compressed data.
1397,1397,357.0,Princeton University,Princeton University,the price of differential privacy for online learning.
1398,1398,358.0,IBM Research - Tokyo,IBM Research - Tokyo,bidirectional learning for time-series models with hidden units.
1399,1399,359.0,University of Amsterdam,University of Amsterdam,multiplicative normalizing flows for variational bayesian neural networks.
1400,1400,360.0,University of Oxford,Oxford University and DeepMind,discovering discrete latent topics with neural variational inference.
1401,1401,361.0,ETH Zurich,ETH,guarantees for greedy maximization of non-submodular functions with applications.
1402,1402,362.0,University of Michigan,Microsoft Research,zero-shot task generalization with multi-task deep reinforcement learning.
1403,1403,363.0,Fred Hutchinson Cancer Center,Fred Hutchinson Cancer Center,probabilistic path hamiltonian monte carlo.
1404,1404,364.0,Ecole Polytechnique,Université de Corse,uncovering causality from multivariate hawkes integrated cumulants.
1405,1405,365.0,University of Virginia,University of Virginia,robust gaussian graphical model estimation with arbitrary corruption.
1406,1406,366.0,University​ of Melbourne,Ruhr-Universität Bochum,pain-free random differential privacy with sensitivity sampling.
1407,1407,367.0,Georgia Institute of Technology,Georgia Institute of Technology,learning hawkes processes from short doubly-censored event sequences.
1408,1408,368.0,Skoltech,HSE,variational dropout sparsifies deep neural networks.
1409,1409,369.0,Carnegie Mellon University,Carnegie Mellon University,toward controlled generation of text.
1410,1410,370.0,EPFL,EPFL,robust submodular maximization: a non-uniform partitioning approach.
1411,1411,371.0,University of Oxford,University of Oxford,stabilising experience replay for deep multi-agent reinforcement learning.
1412,1412,372.0,Duke university,Duke,stochastic gradient monomial gamma sampler.
1413,1413,373.0,University of Texas at Austin,,cost-optimal learning of causal graphs.
1414,1414,374.0,University of Michigan,University of Wisconsion-Madison,algebraic variety models for high-rank matrix completion.
1415,1415,375.0,Carnegie Mellon University,Carnegie Mellon University,differentially private clustering in high-dimensional euclidean spaces.
1416,1416,376.0,Monash University,Monash University,coherent probabilistic forecasts for hierarchical time series.
1417,1417,377.0,MILA,MILA,unimodal probability distributions for deep ordinal classification.
1418,1418,378.0,Duke university,Duke,adversarial feature matching for text generation.
1419,1419,379.0,Yale,Yale,probabilistic submodular maximization in sub-linear time.
1420,1420,380.0,Google DeepMind,DeepMind,the predictron:  end-to-end learning and planning.
1421,1421,381.0,University of Washington,University of Washington,stochastic gradient mcmc methods for hidden markov models.
1422,1422,382.0,IBM Research,Purdue,identification and model testing in linear structural equation models using auxiliary variables.
1423,1423,383.0,Facebook,University of Virginia,high-dimensional variance-reduced stochastic gradient expectation-maximization algorithm.
1424,1424,384.0,University of Tsukuba / NEC,University of Tsukuba / RIKEN AIP,differentially private chi-squared test by unit circle mechanism.
1425,1425,385.0,ENSAE / CREST,NTT,soft-dtw: a differentiable loss function for time-series.
1426,1426,386.0,Microsoft Research,University of Edinburgh,learning continuous semantic representations of symbolic expressions.
1427,1427,387.0,UT Austin,YALE,on approximation guarantees for greedy low rank optimization.
1428,1428,388.0,Technion,Technion,averaged-dqn: variance reduction and stabilization for deep reinforcement learning.
1429,1429,389.0,Xidian University,University of Texas at Austin,deep latent dirichlet allocation with topic-layer-adaptive stochastic gradient riemannian mcmc.
1430,1430,390.0,NYU,Massachusetts Institute of Technology,estimating individual treatment effect: generalization bounds and algorithms.
1431,1431,391.0,Peking University,Peking University,"collect at once, use effectively: making non-interactive locally private learning possible."
1432,1432,392.0,Gatech,Georgia Institute of Technology,variational policy for guiding point processes.
1433,1433,393.0,"University of California, San Diego",UCSD,dance dance convolution.
1434,1434,394.0,Facebook AI Research,Facebook,language modeling with gated convolutional networks.
1435,1435,395.0,ETH Zurich,ETH Zurich,"deletion-robust submodular maximization: data summarization with ""the right to be forgotten""."
1436,1436,396.0,DeepMind,DeepMind,feudal networks for hierarchical reinforcement learning.
1437,1437,397.0,Ludwig-Maximilians-Universität München,National University of Singapore,distributed batch gaussian process optimization.
1438,1438,398.0,Cornell University,Cornell University,recursive partitioning for personalization using observational data.
