,first-author,first-author-affiliation,last-author,last-author-affiliation,title
429,Zixin Zhong,National University of Singapore,Vincent Tan,National University of Singapore,Best Arm Identification for Cascading Bandits in the Fixed Confidence Setting
430,Yanxi Li,University of Sydney,Chang Xu,University of Sydney,Neural Architecture Search in A Proxy Validation Loss Landscape
431,Mido Assran,McGill University; Mila; Facebook AI Research,Mike Rabbat,Facebook,On the Convergence of Nesterov's Accelerated Gradient Method in Stochastic Settings
432,Yi Su,Cornell University,Akshay Krishnamurthy,Microsoft Research,Adaptive Estimator Selection for Off-Policy Evaluation
433,Emilio Parisotto,Carnegie Mellon University,Raia Hadsell,DeepMind,Stabilizing Transformers for Reinforcement Learning
434,Xiyu Yu,Baidu Inc.,Dacheng Tao,The University of Sydney,Label-Noise Robust Domain Adaptation
435,Minsoo Kang,Seoul National University,Bohyung Han,Seoul National University,Operation-Aware Soft Channel Pruning using Differentiable Masks
436,Khimya Khetarpal,"McGill University,  Mila Montreal",Doina Precup,DeepMind,What can I do here? A Theory of Affordances in Reinforcement Learning
437,Fangcheng Fu,Peking University,Bin Cui,Peking University,Don't Waste Your Bits! Squeeze Activations and Gradients for Deep Neural Networks via TinyScript
438,Darren Lin,UC Berkeley,Michael Jordan,UC Berkeley,Finite-Time Last-Iterate Convergence for Multi-Agent Learning in Games
439,Dan Fu,Stanford University,Christopher Re,Stanford,Fast and Three-rious: Speeding Up Weak Supervision with Triplet Methods
440,Amanda Bower,University of Michigan,Laura Balzano,University of Michigan,Preference Modeling with Context-Dependent Salient Features
441,Khiem Pham,"VinAI Research, Vietnam",Hung Bui,VinAI Research,On Unbalanced Optimal Transport: An Analysis of Sinkhorn Algorithm
442,Jie Xu,Massachusetts Institute of Technology,Wojciech Matusik,MIT,Prediction-Guided Multi-Objective Reinforcement Learning for Continuous Robot Control
443,Jiaoyang Huang,IAS,Horng-Tzer Yau,Harvard,Dynamics of Deep Neural Networks and Neural Tangent Hierarchy
444,Tung-Che Liang,Duke University,Richard Fair,Duke University,Adaptive Droplet Routing in Digital Microfluidic Biochips Using Deep Reinforcement Learning
445,Yadan Luo,The University of Queensland,Mahsa Baktashmotlagh,University of Queensland,Progressive Graph Learning for Open-Set Domain Adaptation
446,Yunpeng Shi,University of Minnesota,Gilad Lerman,University of Minnesota,Message Passing Least Squares Framework and its Application to Rotation Synchronization
447,Rohit Agrawal,Harvard University,Thibaut Horel,MIT,Optimal Bounds between f-Divergences and Integral Probability Metrics
448,Reza Oftadeh,Texas A&M University,Dylan Shell,Texas A&M University,Eliminating the Invariance on the Loss Landscape of Linear Autoencoders
449,Brandon Amos,Facebook AI Research,Denis Yarats,New York University,The Differentiable Cross-Entropy Method
450,Debjani Saha,University of Maryland,Michael Tschantz,International Computer Science Institute,Measuring Non-Expert Comprehension of Machine Learning Fairness Metrics
451,Pierre C Bellec,Rutgers,Dana Yang,Duke University,The Cost-free Nature of Optimally Tuning Tikhonov Regularizers and Other Ordered Smoothers
452,Muni Sreenivas Pydi,University of Wisconsin-Madison,Varun Jog,University of Wisconsin - Madison,Adversarial Risk via Optimal Transport and Optimal Couplings
453,Christof Angermueller,Google,D. Sculley,Google,Population-Based Black-Box Optimization for Biological Sequence Design
454,Hengrui Cai,North Carolina State University,Rui Song,North Carolina State University,On Validation and Planning of An Optimal Decision Rule with Application in Healthcare Studies
455,Raghavendra Addanki,University of Massachusetts Amherst,Cameron Musco,UMass,Efficient Intervention Design for Causal Discovery with Latents
456,Wengong Jin,MIT,Tommi Jaakkola,MIT,Hierarchical Generation of Molecular Graphs using Structural Motifs
457,Weidong Liu,Shanghai Jiao Tong University,Raymond K. W. Wong,Texas A&M University,Median Matrix Completion: from Embarrassment to Optimality
458,Bo Han,HKBU / RIKEN,Masashi Sugiyama,RIKEN / The University of Tokyo,SIGUA: Forgetting May Make Learning with Noisy Labels More Robust
459,Ning Xu,Southeast University,Xin Geng,Southeast University,Variational Label Enhancement
460,Junqi Wang,Rutgers University-Newark,Patrick Shafto,Rutgers University-Newark,Sequential Cooperative Bayesian Inference
461,Vincent Conitzer,Duke,Hanrui Zhang,Duke University,Learning Opinions in Social Networks
462,Yucheng Lu,Cornell University,Christopher De Sa,Cornell,Moniqua: Modulo Quantized Communication in Decentralized SGD
463,Raef Bassily,The Ohio State University,Steven Wu,University of Minnesota,Private Query Release Assisted by Public Data
464,guodong liu,university of Pittsburgh,Heng Huang,University of Pittsburgh & JD Finance America Corporation,Sparse Shrunk Additive Models
465,Joshua Robinson,MIT,Suvrit Sra,MIT,Strength from Weakness: Fast Learning Using Weak Supervision
466,Vikas K Garg,Massachusetts Institute of Technology,Tommi Jaakkola,MIT, Predicting deliberative outcomes
467,Yinglun Zhu,University of Wisconsin-Madison,Robert Nowak,University of Wisconsion-Madison,Robust Outlier Arm Identification
468,Han Zhang,Virginia Commonwealth University,Tom Arodz,Virginia Commonwealth University,Approximation Capabilities of Neural ODEs and Invertible Residual Networks
469,Qijia Jiang,Stanford University,Maya Gupta,Google,Optimizing Black-box Metrics with Adaptive Surrogates
470,Yong Guo,South China University of Technology,Mingkui Tan,South China University of Technology,Breaking the Curse of Space Explosion: Towards Efficient NAS with Curriculum Search
471,Eugene Belilovsky,Mila,Edouard Oyallon,CNRS/LIP6,Decoupled Greedy Learning of CNNs
472,Kevin Hsieh,Microsoft Research,Phil Gibbons,CMU,The Non-IID Data Quagmire of Decentralized Machine Learning
473,Xiaoyu Chen,Peking University,Liwei Wang,Peking University,(Locally) Differentially Private Combinatorial Semi-Bandits
474,Satrajit Chatterjee,Google,Alan Mishchenko,UC Berkeley,Circuit-Based Intrinsic Methods to Detect Overfitting
475,Arash Vahdat,NVIDIA Research,William Macready,Sanctuary AI,Undirected Graphical Models as Approximate Posteriors
476,Rémy Degenne,Inria Paris,Wouter Koolen,"Centrum Wiskunde & Informatica, Amsterdam",Structure Adaptive Algorithms for Stochastic Bandits
477,Shruti Tople,Microsoft Research,Aditya Nori,Microsoft Research Cambridge,Alleviating Privacy Attacks via Causal Learning
478,Javier Turek,Intel Labs,Theodore Willke,Intel Corporation,Approximating Stacked and Bidirectional Recurrent Architectures with the Delayed Recurrent Neural Network
479,Daniel Baker,Johns Hopkins University,Xuan Wu,Johns Hopkins University,Coresets for Clustering in Graphs of Bounded Treewidth
480,Shengjia Zhao,Stanford University,Stefano Ermon,Stanford University,Individual Calibration with Randomized Forecasting
481,Aldo Pacchiano,UC Berkeley,Michael Jordan,UC Berkeley,Learning to Score Behaviors for Guided Policy Optimization
482,Boyuan Pan,Zhejiang University,Bo Li,UIUC,Adversarial Mutual Information for Text Generation
483,Ahmed T. Elthakeb,"University of California, San Diego",Hadi Esmaeilzadeh,"University of California, San Diego",Divide and Conquer: Leveraging Intermediate Feature Representations for Quantized Training of Neural Networks
484,Ramanan Sekar,University of Pennsylvania,Deepak Pathak,"CMU, FAIR",Planning to Explore via Self-Supervised World Models
485,Dmitrii Kharkovskii,National University of Singapore,Bryan Kian Hsiang Low,National University of Singapore,Private Outsourced Bayesian Optimization
486,Aditya Kanade,Indian Institute of Science and Google Brain,Kensen Shi,Google,Learning and Evaluating Contextual Embedding of Source Code
487,Anurag Kumar,Facebook Reality Labs,Vamsi Krishna Ithapu,Facebook Reality Labs,A Sequential Self Teaching Approach for Improving Generalization in Sound Event Recognition
488,Insu Han,KAIST,Jinwoo Shin,KAIST,Polynomial Tensor Sketch for Element-wise Function of Low-Rank Matrix
489,Justin DeBenedetto,University of Notre Dame,David Chiang,University of Notre Dame,Representing Unordered Data Using Complex-Weighted Multiset Automata
490,Sinong Geng,Princeton University,Ronnie Sircar,Princeton,Identifying the Reward Function by Anchor Actions
491,Charles Marx,Haverford College,Berk Ustun,Harvard University,Predictive Multiplicity in Classification
492,Bin Dai,Samsung Research China - Beijing,David Wipf,Microsoft Research,The Usual Suspects? Reassessing Blame for VAE Posterior Collapse
493,Vidyashankar Sivakumar,Walmart Labs,Arindam Banerjee,University of Minnesota,Structured Linear Contextual Bandits: A Sharp and Geometric Smoothed Analysis
494,Hassan Ashtiani,McMaster University,Ruth Urner,York University,Black-box Certification and Learning under Adversarial Perturbations
495,Ashok Makkuva,UIUC,Jason Lee,Princeton,Optimal transport mapping via input convex neural networks
496,David Zoltowski,Princeton University,Scott Linderman,Stanford,A general recurrent state space framework for modeling neural dynamics during decision-making
497,Zhou Fan,Yale Univ,Jiaming Xu,Duke University,Spectral Graph Matching and Regularized Quadratic Relaxations: Algorithm and Theory
498,Rachit Chhaya,IIT Gandhinagar,Anirban Dasgupta,IIT Gandhinagar,On Coresets for Regularized Regression
499,Long-Kai Huang,"NTU, Singapore",Sinno Jialin Pan,"NTU, Singapore",Communication-Efficient Distributed PCA by Riemannian Optimization
500,Ian Delbridge,Cornell University,Andrew Wilson,New York University,Randomly Projected Additive Gaussian Processes for Regression
501,Yunwen Lei,University of Kaiserslautern,Yiming Ying,SUNY Albany,Fine-Grained Analysis of Stability and Generalization for Stochastic Gradient Descent
502,Hui Ye,Lehigh University,Brian D Davison,Lehigh University,Pretrained Generalized Autoregressive Model with Adaptive Probabilistic Label Clusters for Extreme Multi-label Text Classification
503,Surbhi Goel,University of Texas at Austin,Adam Klivans,University of Texas at Austin,Superpolynomial Lower Bounds for Learning One-Layer Neural Networks using Gradient Descent
504,John Chen,Rice University,Tasos Kyrillidis,Rice University,Negative Sampling in Semi-Supervised learning
505,Brian Axelrod,Stanford,Gregory Valiant,Stanford University,Sample Amplification: Increasing Dataset Size even when Learning is Impossible
506,Komal Teru,"Mila, McGill University",Will Hamilton,McGill University and Mila,Inductive Relation Prediction by Subgraph Reasoning
507,Xin Wang,UC Berkeley,Fisher Yu,UC Berkeley,Frustratingly Simple Few-Shot Object Detection
508,Ibrahim Jubran,The University of Haifa,Dan Feldman,The University of Haifa,Sets Clustering
509,Huang Fang,University of British Columbia,Michael Friedlander,University of British Columbia,Online mirror descent and dual averaging: keeping pace in the dynamic case
510,Kimin Lee,UC Berkeley,Jinwoo Shin,KAIST,Context-aware Dynamics Model for Generalization in Model-Based Reinforcement Learning
511,Jesse Zhang,UC Berkeley,Dinesh Jayaraman,University of Pennsylvania,Cautious Adaptation For Reinforcement Learning in Safety-Critical Settings
512,Wang Chi Cheung,National University of Singapore,Ruihao Zhu,MIT,Reinforcement Learning for Non-Stationary Markov Decision Processes: The Blessing of (More) Optimism
513,Pierre Perrault,"ENS Paris-Saclay, Inria",Michal Valko,DeepMind,Budgeted Online Influence Maximization
514,Ananya Kumar,Stanford University,Percy Liang,Stanford University,Understanding Self-Training for Gradual Domain Adaptation
515,Zinan Lin,Carnegie Mellon University,Sewoong Oh,University of Washington,InfoGAN-CR and ModelCentrality: Self-supervised Model Training and Selection for Disentangling GANs
516,Zhe Zeng,"University of California, Los Angeles",Guy Van den Broeck,"University of California, Los Angeles",Scaling up Hybrid Probabilistic Inference with Logical and Arithmetic Constraints via Message Passing
517,Jaehyeok Shin,Carnegie Mellon University,Alessandro Rinaldo,Carnegie Mellon University,On conditional versus marginal bias in multi-armed bandits
518,Alper Atamturk,UC Berkeley,Andres Gomez,USC,Safe screening rules for L0-regression from Perspective Relaxations
519,Zheng Wang,University of Utah,Shandian Zhe,University of Utah,Self-Modulating Nonparametric Event-Tensor Factorization
520,Neil Xu,Carnegie Mellon University,Pradeep Ravikumar,Carnegie Mellon University,Class-Weighted Classification: Trade-offs and Robust Approaches
521,William Chan,Google Brain,Navdeep Jaitly,D. E. Shaw,Imputer: Sequence Modelling via Imputation and Dynamic Programming
522,Kiran Tomlinson,Cornell University,Austin Benson,Cornell University,Choice Set Optimization Under Discrete Choice Models of Group Decisions
523,Ronan Le Bras,Allen Institute for AI,Yejin Choi,University of Washington,Adversarial Filters of Dataset Biases
524,Akhilan Boopathy,MIT,Luca Daniel,Massachusetts Institute of Technology,Proper Network Interpretability Helps Adversarial Robustness in Classification
525,Liu Liu,"University of California, Santa Barbara",Yuan Xie,"University of California, Santa Barbara",Boosting Deep Neural Network Efficiency with Dual-Module Inference
526,Xiang Cheng,UC Berkeley,Michael Jordan,UC Berkeley,Stochastic Gradient and Langevin Processes
527,Xi Liu,Texas A&M University,P. Kumar,Texas A&M University,Exploration Through Reward Biasing: Reward-Biased Maximum Likelihood Estimation for Stochastic Multi-Armed Bandits
528,Florian Tramer,Stanford University,Jörn Jacobsen,Apple Inc.,Fundamental Tradeoffs between Invariance and Sensitivity to Adversarial Perturbations
529,Andrew Bennett,Cornell University,Nathan Kallus,Cornell University,Efficient Policy Learning from Surrogate-Loss Classification Reductions
530,Binghong Chen,Georgia Tech,Le Song,Georgia Institute of Technology,Retro*: Learning Retrosynthetic Planning with Neural Guided A* Search
531,Mingjie Li,Peking University,Zhouchen Lin,Peking University,Implicit Euler Skip Connections: Enhancing Adversarial Robustness via Numerical Stability
532,Yihao Feng,The University of Texas at Austin,Qiang Liu,UT Austin,Accountable Off-Policy Evaluation With Kernel Bellman Statistics
533,Cong Shen,University of Virginia,Mihaela van der Schaar,University of Cambridge and UCLA,Learning for Dose Allocation in Adaptive Clinical Trials with Safety Constraints
534,Moein Falahatgar,UCSD,Venkatadheeraj Pichapati,Apple Inc,Optimal Sequential Maximization: One Interview is Enough!
535,Uri Alon,Technion - Israel Institute of Technology,Eran Yahav,Technion,Structural Language Models of Code
536,Jize Zhang,Lawrence Livermore National Laboratory,T. Yong-Jin Han,LLNL,Mix-n-Match : Ensemble and Compositional Methods for Uncertainty Calibration in Deep Learning
537,Yiping Lu,Stanford University,Lexing Ying,Stanford University,A Mean Field Analysis Of Deep ResNet And Beyond: Towards  Provably Optimization Via Overparameterization From Depth
538,Max Horn,ETH Zurich,Karsten Borgwardt,ETH Zurich,Set Functions for Time Series 
539,Yu Bai,Salesforce Research,Chi Jin,Princeton University,Provable Self-Play Algorithms for Competitive Reinforcement Learning
540,Lingkai Kong,Georgia Institute of Technoloy,Chao Zhang,Georgia Institute of Technology,SDE-Net: Equipping Deep Neural Networks with Uncertainty Estimates
541,Karl Cobbe,OpenAI,John Schulman,OpenAI,Leveraging Procedural Generation to Benchmark Reinforcement Learning
542,Trevor Davis,University of Alberta,Michael Bowling,DeepMind,Low-Variance and Zero-Variance Baselines for Extensive-Form Games
543,Santiago Balseiro,Columbia University,Vahab Mirrokni,Google Research,Dual Mirror Descent for Online Allocation Problems
544,Esther Rolf,UC Berkeley,Joshua  Blumenstock,"University of California, Berkeley",Balancing Competing Objectives with Noisy Data: Score-Based Classifiers for Welfare-Aware Machine Learning
545,Robert Mattila,KTH Royal Institute of Technology,Bo Wahlberg,KTH Royal Institute of Technology,Fast and Consistent Learning of Hidden Markov Models by Incorporating Non-Consecutive Correlations
546,Olivier Gouvert,"CNRS, IRIT",Cedric Fevotte,CNRS,Ordinal Non-negative Matrix Factorization for Recommendation
547,Forest Yang,Google Brain,Sanmi Koyejo,Illinois / Google,On the consistency of top-k surrogate losses
548,Abhimanyu Dubey,Massachusetts Institute of Technology,Alex `Sandy' Pentland,MIT,Cooperative Multi-Agent Bandits with Heavy Tails
549,Kara Liu,UC Berkeley,Aviv Tamar,Technion,Hallucinative Topological Memory for Zero-Shot Visual Planning
550,Aidan Curtis,Rice University,Daniel Yamins,Stanford University,Flexible and Efficient Long-Range Planning Through Curious Exploration
551,Sofien Dhouib,CREATIS Laboratory INSA Lyon,Carole Lartizien,CREATIS,Margin-aware Adversarial Domain Adaptation with Optimal Transport
552,Pratyush Maini,IIT Delhi,Zico Kolter,Carnegie Mellon University / Bosch Center for AI,Adversarial Robustness Against the Union of Multiple Perturbation Models
553,Yonatan Dukler,UCLA,Guido Montufar,UCLA,Optimization Theory for ReLU Neural Networks Trained with Normalization Layers
554,Jafar Jafarov,University of Chicago,Yury Makarychev,Toyota Technological Institute at Chicago,Correlation Clustering with Asymmetric Classification Errors
555,Junfeng Wen,University of Alberta,Dale Schuurmans,University of Alberta,Batch Stationary Distribution Estimation
556,Luca Rendsburg,University of Tübingen,Ulrike von Luxburg,U Tübingen,NetGAN without GAN: From Random Walks to Low-Rank Approximations
557,Angelos Filos,University of Oxford,Yarin Gal,University of Oxford,"Can Autonomous Vehicles Identify, Recover From, and Adapt to Distribution Shifts?"
558,Yu Sun,UC Berkeley,University of California Moritz Hardt,"University of California, Berkeley",Test-Time Training with Self-Supervision for Generalization under Distribution Shifts
559,Chao Li,RIKEN Center for Advanced Intelligence Project,Zhun Sun,RIKEN,Evolutionary Topology Search for Tensor Network Decomposition
560,Karthik Abinav Sankararaman,Facebook,Tom Goldstein,University of Maryland,The Impact of Neural Network Overparameterization on Gradient Confusion and Stochastic Gradient Descent
561,Tyler Johnson,Apple,Carlos Guestrin,Apple & Univesity of Washington,AdaScale SGD: A User-Friendly Algorithm for Distributed Training
562,Mert Pilanci,Stanford,Tolga Ergen,Stanford University,Neural Networks are Convex Regularizers: Exact Polynomial-time Convex Optimization Formulations for Two-layer Networks
563,Tianyi Zhou,University of Washington,Jeff Bilmes,UW,Time-Consistent Self-Supervision for Semi-Supervised Learning
564,Przemysław Spurek,Jagiellonian University,Tomasz Trzcinski,"Warsaw University of Technology, Tooploox",Hypernetwork approach to generating point clouds
565,Taylor Webb,UCLA Psychology Department,Jonathan Cohen,Princeton University,Learning Representations that Support Extrapolation
566,Nilesh Tripuraneni,UC Berkeley,Lester Mackey,Microsoft Research,Single Point Transductive Prediction
567,Michael Muehlebach,UC Berkeley,Michael Jordan,UC Berkeley,Continuous-time Lower Bounds for Gradient-based Algorithms
568,Eric Zhan,California Institute of Technology,Matthew Hausknecht,Microsoft Research,Learning Calibratable Policies using Programmatic Style-Consistency
569,Remi Munos,DeepMind,Karl Tuyls,DeepMind,Fast computation of Nash Equilibria in Imperfect Information Games
570,Agustinus Kristiadi,University of Tübingen,Philipp Hennig,University of Tuebingen,"Being Bayesian, Even Just a Bit, Fixes Overconfidence in ReLU Networks"
571,Yujia Jin,Stanford University,Aaron Sidford,Stanford,Efficiently Solving MDPs with Stochastic Mirror Descent
572,Hossein Taheri,UC Santa Barbara,Ramtin Pedarsani,"University of California, Santa Barbara",Quantized Decentralized Stochastic Learning over Directed Graphs
573,Aravind Rajeswaran,University of Washington,Vikash Kumar,Univ. Of Washington,A Game Theoretic Framework for Model Based Reinforcement Learning
574,Wenbo Ren,The Ohio State University,Ness Shroff,The Ohio State University,The Sample Complexity of Best-$k$ Items Selection from Pairwise Comparisons
575,Mike Dusenberry,Google Brain (AI Residency),Dustin Tran,Google,Efficient and Scalable Bayesian Neural Nets with Rank-1 Factors
576,Anne Gael Manegueu,Otto-von-Guerricke University,Michal Valko,DeepMind,Stochastic bandits with arm-dependent delays
577,Kai-Hung Chang,Autodesk Research,Chin-Yi Cheng,Autodesk Research,Learning to Simulate and Design for Structural Engineering
578,Changhee Lee,UCLA,Mihaela van der Schaar,University of Cambridge and UCLA,Temporal Phenotyping using Deep Predictive Clustering of Disease Progression
579,Ashish Chiplunkar,IIT Delhi,Sivaramakrishnan Natarajan Ramamoorthy,University of Washington,How to Solve Fair k-Center in Massive Data Models
580,Cong Han Lim,Uber ATG,Ersin Yumer,Uber ATG,Hierarchical Verification for Adversarial Robustness
581,Hankook Lee,KAIST,Jinwoo Shin,KAIST,Self-supervised Label Augmentation via Input Transformations
582,Jinsung Yoon,Google,Tomas Pfister,Google,Data Valuation using Reinforcement Learning
583,Wu Lin,University of British Columbia,Emti Khan,RIKEN,Handling the Positive-Definite Constraint in the Bayesian Learning Rule
584,Sanjeev Arora,Princeton University and Institute for Advanced Study,Nikunj Saunshi,Princeton University,Provable Representation Learning for Imitation Learning via Bi-level Optimization
585,Liangyu Zhu,North Carolina State University,Rui Song,North Carolina State University,Causal Effect Estimation and Optimal Dose Suggestions in Mobile Health
586,Samrath Sinha,University of Toronto,Augustus Odena,Google Brain,Small-GAN: Speeding up GAN Training using Core-Sets 
587,Pan Xu,"University of California, Los Angeles",Quanquan Gu,"University of California, Los Angeles",A Finite-Time Analysis of  Q-Learning with Neural Network Function Approximation
588,Grigory Malinovsky,Moscow Institute of Physics and Technology,Peter Richtarik,KAUST,From Local SGD to Local Fixed-Point Methods for Federated Learning
589,Colin Wei,Stanford University,Tengyu Ma,Stanford,The Implicit and Explicit Regularization Effects of Dropout
590,Cheng Zheng,UCLA,Wei Wang,UCLA,Robust Graph Representation Learning via Neural Sparsification
591,Hadrien Hendrikx,INRIA,Laurent Massoulié,MSR-INRIA Joint Center,Statistically Preconditioned Accelerated Gradient Method for Distributed Optimization
592,Maya Gupta,Google,Sen Zhao,Google Research,Multidimensional Shape Constraints
593,Kristy Choi,Stanford University,JesseEngel Engel,Google Brain,Encoding Musical Style with Transformer Autoencoders
594,Stéphane d'Ascoli,ENS,Florent Krzakala,ENS,Double Trouble in Double Descent:  Bias and Variance(s) in the Lazy Regime
595,Vinayak Abrol,Mathematical Institute Oxford,Pulkit Sharma,University of Oxford,A Geometric Approach to Archetypal Analysis via Sparse Projections
596,Maarten Buyl,Ghent University,Tijl De Bie,Ghent University,DeBayes: a Bayesian Method for Debiasing Network Embeddings
597,Eran Malach,Hebrew University Jerusalem Israel,Ohad Shamir,Weizmann Institute of Science,Proving the Lottery Ticket Hypothesis: Pruning is All You Need
598,Andrea Zanette,Stanford University,Emma Brunskill,Stanford University,Learning Near Optimal Policies with Low Inherent Bellman Error
599,Yura Malitsky,EPFL,Konstantin Mishchenko,King Abdullah University of Science & Technology (KAUST),Adaptive Gradient Descent without Descent
600,Charlie Nash,DeepMind,Peter Battaglia,DeepMind,PolyGen: An Autoregressive Generative Model of 3D Meshes
601,Ankit Goyal,Princeton University,Jia Deng,Princeton University,PackIt: A Virtual Environment for Geometric Planning
602,Rémy Degenne,Inria Paris,Michal Valko,DeepMind,Gamification of Pure Exploration for Linear Bandits
603,Mukund Sundararajan,Google Inc.,Ashish Agarwal,Google Brain,The Shapley Taylor Interaction Index
604,Markos Georgopoulos,Imperial College London,Yannis Panagakis,Imperial College London,Multilinear Latent Conditioning for Generating Unseen Attribute Combinations
605,Yutaro Yamada,Yale University,Yuval Kluger,Yale School of Medicine,Feature Selection using Stochastic Gates
606,Per Sidén,Linköping University,Fredrik Lindsten,Linköping University,Deep Gaussian Markov Random Fields
607,Christopher Anders,TU Berlin,Pan Kessel,TU Berlin,Fairwashing explanations with off-manifold detergent
608,Huan Xiong,Mohamed bin Zayed University of Artificial Intelligence (MBZUAI),Ling Shao,Inception Institute of Artificial Intelligence,On the Number of Linear Regions of Convolutional Neural Networks
609,William Fedus,Google Brain/Mila,Will Dabney,DeepMind,Revisiting Fundamentals of Experience Replay
610,Amitay Bar,Technion - Israel Institute of Technology,Ron Meir,Technion Israeli Institute of Technology,Option Discovery in the Absence of Rewards with Manifold Analysis
611,Hengyuan Hu,Facebook AI Research,Jakob Foerster,Facebook AI Research,“Other-Play” for Zero-Shot Coordination
612,Robert Peharz,Eindhoven University of Technology,Zoubin Ghahramani,University of Cambridge & Uber,Einsum Networks: Fast and Scalable Learning of Tractable Probabilistic Circuits
613,Q. Wang,"AMLab, University of Amsterdam",Herke van Hoof,University of Amsterdam,Doubly Stochastic Variational Inference for Neural Processes with Hierarchical Latent Variables
614,Badr-Eddine Chérief-Abdellatif,CREST - ENSAE - Institut Polytechnique de Paris,Badr-Eddine Chérief-Abdellatif,CREST - ENSAE - Institut Polytechnique de Paris,Convergence Rates of Variational Inference in Sparse Deep Learning
615,Wendelin Boehmer,University of Oxford,Shimon Whiteson,University of Oxford,Deep Coordination Graphs
616,Alexey Drutsa,Yandex,Alexey Drutsa,Yandex,Reserve Pricing in Repeated Second-Price Auctions with Strategic Bidders
617,Leonard Hasenclever,DeepMind,Josh Merel,DeepMind,CoMic: Complementary Task Learning & Mimicry for Reusable Skills
618,Maria Gorinova,University of Edinburgh,Matt Hoffman,Google,Automatic Reparameterisation of Probabilistic Programs
619,Subho Banerjee,University of Illinois at Urbana-Champaign,Ravishankar Iyer,University of Illinois at Urbana-Champaign,Inductive-bias-driven Reinforcement Learning For Efficient Schedules in Heterogeneous Clusters
620,Anton Obukhov,ETH Zurich,Luc Van Gool,ETH Zurich,T-Basis: a Compact Representation for Neural Networks
621,Emilien Dupont,University of Oxford,Qi Shan,Apple Inc,Equivariant Neural Rendering
622,Omer Gottesman,Harvard University,Finale Doshi-Velez,Harvard University,Interpretable Off-Policy Evaluation in Reinforcement Learning by Highlighting Influential Transitions
623,Marc Abeille,Criteo AI Lab,Alessandro Lazaric,Facebook AI Research,Efficient Optimistic Exploration in Linear-Quadratic Regulators via Lagrangian Relaxation
624,lei luo,JD,Heng Huang,University of Pittsburgh & JD Finance America Corporation,Adversarial Nonnegative Matrix Factorization
625,Jeremias Knoblauch,Warwick University & The Alan Turing Institute,Tom Diethe,Amazon,Optimal Continual Learning has Perfect Memory and is NP-hard
626,Dongsung Huh,MIT-IBM Watson AI Lab,Dongsung Huh,MIT-IBM Watson AI Lab,Curvature-corrected learning dynamics in deep neural networks
627,Arthur Jacot,EPFL,Franck Gabriel,EPFL,Implicit Regularization of Random Feature Models
628,Zhize Li,King Abdullah University of Science and Technology (KAUST),Peter Richtarik,KAUST,Acceleration for Compressed Gradient Descent in Distributed and Federated Optimization
629,Xuanqing Liu,University of California Los Angeles,Cho-Jui Hsieh,UCLA,Learning to Encode Position for Transformer with Continuous Dynamical Model
630,Zahra Monfared,CIMH/ Heidelberg University,Daniel Durstewitz,CIMH/ Heidelberg University,Transformation of ReLU-based recurrent neural networks from discrete-time to continuous-time
631,Michael Lohaus,University of Tübingen,Ulrike von Luxburg,University of Tübingen,Too Relaxed to Be Fair
632,Armin Eftekhari,Umea University,Armin Eftekhari,Umea University,Training Linear Neural Networks: Non-Local Convergence and Complexity Results
633,Yuan Zhou,University of Oxford,Tom Rainforth,University of Oxford,"Divide, Conquer, and Combine: a New Inference Strategy for Probabilistic Programs with Stochastic Support"
634,Konstantinos Pitas,Ecole Polytechnique Federale de Lausanne,Konstantinos Pitas,Ecole Polytechnique Federale de Lausanne,Dissecting Non-Vacuous Generalization Bounds based on the Mean-Field Approximation
635,Alexandre Sablayrolles,Facebook AI,Herve Jegou,Facebook AI Research,Radioactive data: tracing through training
636,Jongseok Lee,German Aerospace Center (DLR),Rudolph Triebel,German Aerospace Center (DLR),Estimating Model Uncertainty of Neural Networks in Sparse Information Form
637,Hai Phan,New Jersey Institute of Technology,Dejing Dou,""" University of Oregon, USA""",Scalable Differential Privacy with Certified Robustness in Adversarial Learning
638,Jean Tarbouriech,Facebook AI Research & Inria,Alessandro Lazaric,Facebook AI Research,No-Regret Exploration in Goal-Oriented Reinforcement Learning
639,Davin Choo,ETH Zurich,Vaclav Rozhon,ETH,k-means++:  few more steps yield constant approximation
640,Nathan Kallus,Cornell University,Nathan Kallus,Cornell University,DeepMatch: Balancing Deep Covariate Representations for Causal Inference Using Adversarial Training
641,Rob Cornish,University of Oxford,Arnaud Doucet,Oxford University,Relaxing Bijectivity Constraints with Continuously Indexed Normalising Flows
642,Ilai Bistritz,Stanford University,Nicholas Bambos,Stanford University,My Fair Bandit: Distributed Learning of Max-Min Fairness with Multi-player Bandits
643,Eugene Golikov,Moscow Institute of Physics and Technology,Eugene Golikov,Moscow Institute of Physics and Technology,Towards a General Theory of Infinite-Width Limits of Neural Classifiers
644,Rotem Mulayoff,Technion - Israel Institute of Technology,Tomer Michaeli,Technion,Unique Properties of Flat Minima in Deep Networks
645,Badih Ghazi,Google,Rasmus Pagh,IT University of Copenhagen,Private Counting from Anonymous Messages: Near-Optimal Accuracy with Vanishing Communication Overhead
646,Ahmet Alacaoglu,EPFL,Volkan Cevher,EPFL,A new regret analysis for Adam-type algorithms
647,Scott Pesme,EPFL,Nicolas Flammarion,EPFL,On Convergence-Diagnostic based Step Sizes for Stochastic Gradient Descent
