,year,first-author,first-author-affiliation,first-author-author-affiliation-country,last-author,last-author-affiliation,last-author-affiliation-country,journal/conference,title,number-of-authors,paper-url,DBLP-url
421,2016,Christopher A. Merck,,,Samantha Kleinberg,,,AAAI,Causal Explanation Under Indeterminism - A Sampling Approach.,2,http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/11953,https://dblp.org/rec/conf/aaai/MerckK16
422,2016,Shuai Mi,,,Dawei Song 0001,,,AAAI,Iterative Project Quasi-Newton Algorithm for Training RBM.,6,http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/12038,https://dblp.org/rec/conf/aaai/MiZHZLS16
423,2016,Tim Miller 0001,,,Liz Sonenberg,,,AAAI,'Knowing Whether' in Proper Epistemic Knowledge Bases.,5,http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/12291,https://dblp.org/rec/conf/aaai/MillerFMPS16
424,2016,Abhijit Mishra,,,Pushpak Bhattacharyya,,,AAAI,Predicting Readers' Sarcasm Understandability by Modeling Gaze Behavior.,3,http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/12070,https://dblp.org/rec/conf/aaai/MishraKB16
425,2016,Arindam Mitra,,,Chitta Baral,,,AAAI,Addressing a Question Answering Challenge by Combining Statistical Methods with Inductive Rule Learning and Reasoning.,2,http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/12345,https://dblp.org/rec/conf/aaai/MitraB16
426,2016,Taiki Miyanishi,,,Takayuki Suyama,,,AAAI,Egocentric Video Search via Physical Interactions.,6,http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/12355,https://dblp.org/rec/conf/aaai/MiyanishiHKMMS16
427,2016,Abha Moitra,,,Arvind Rangarajan,,,AAAI,Automated Capture and Execution of Manufacturability Rules Using Inductive Logic Programming.,3,http://www.aaai.org/ocs/index.php/IAAI/IAAI16/paper/view/12377,https://dblp.org/rec/conf/aaai/MoitraPR16
428,2016,Matej Moravcik,,,Stephen J. Gaukrodger,,,AAAI,Refining Subgames in Large Imperfect Information Games.,5,http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/12102,https://dblp.org/rec/conf/aaai/MoravcikSHHG16
429,2016,Lili Mou,,,Zhi Jin,,,AAAI,Convolutional Neural Networks over Tree Structures for Programming Language Processing.,5,http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/11775,https://dblp.org/rec/conf/aaai/MouLZWJ16
430,2016,Yadong Mu,,,Yadong Mu,,,AAAI,Fixed-Rank Supervised Metric Learning on Riemannian Manifold.,1,http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/12107,https://dblp.org/rec/conf/aaai/Mu16
431,2016,Jonas Mueller,,,Aditya Thyagarajan,,,AAAI,Siamese Recurrent Architectures for Learning Sentence Similarity.,2,http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/12195,https://dblp.org/rec/conf/aaai/MuellerT16
432,2016,Marie-Laure Mugnier,,,Federico Ulliana,,,AAAI,Ontology-Mediated Queries for NOSQL Databases.,3,http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/12395,https://dblp.org/rec/conf/aaai/MugnierRU16
433,2016,Ryo Nakahashi,,,Joshua B. Tenenbaum,,,AAAI,Modeling Human Understanding of Complex Intentional Action with a Bayesian Nonparametric Subgoal Model.,3,http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/12412,https://dblp.org/rec/conf/aaai/NakahashiBT16
434,2016,Kyeong-Min Nam,,,Yu-Seop Kim,,,AAAI,A Word Embedding and a Josa Vector for Korean Unsupervised Semantic Role Induction.,2,http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/11829,https://dblp.org/rec/conf/aaai/NamK16
435,2016,Jinseok Nam,,,Johannes Fürnkranz,,,AAAI,"All-in Text - Learning Document, Label, and Word Representations Jointly.",3,http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/12058,https://dblp.org/rec/conf/aaai/NamMF16
436,2016,Aniruddh Nath,,,Pedro M. Domingos,,,AAAI,Learning Tractable Probabilistic Models for Fault Localization.,2,http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/12350,https://dblp.org/rec/conf/aaai/NathD16
437,2016,Todd W. Neller,,,Nahom Muluneh,,,AAAI,Model AI Assignments 2016.,9,http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/12472,https://dblp.org/rec/conf/aaai/NellerBMTDWAGM16
438,2016,Todd W. Neller,,,Zuozhi Yang,,,AAAI,Learning and Using Hand Abstraction Values for Parameterized Poker Squares.,3,http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/12537,https://dblp.org/rec/conf/aaai/NellerMY16
439,2016,Kishore Neppalli,,,Fred Oswald,,,AAAI,MetaSeer.STEM - Towards Automating Meta-Analyses.,5,http://www.aaai.org/ocs/index.php/IAAI/IAAI16/paper/view/12453,https://dblp.org/rec/conf/aaai/NeppalliCMNO16
440,2016,Thanh Hong Nguyen,,,Milind Tambe,,,AAAI,Conquering Adversary Behavioral Uncertainty in Security Games - An Efficient Modeling Robust Based Algorithm.,3,http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/12477,https://dblp.org/rec/conf/aaai/NguyenST16
441,2016,Maximilian Nickel,,,Tomaso A. Poggio,,,AAAI,Holographic Embeddings of Knowledge Graphs.,3,http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/12484,https://dblp.org/rec/conf/aaai/NickelRP16
442,2016,Siqi Nie,,,Qiang Ji,,,AAAI,Learning Bayesian Networks with Bounded Tree-width via Guided Search.,3,http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/12054,https://dblp.org/rec/conf/aaai/NieCJ16
443,2016,Feiping Nie 0001,,,Heng Huang,,,AAAI,New l1-Norm Relaxations and Optimizations for Graph Clustering.,6,http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/12319,https://dblp.org/rec/conf/aaai/NieWDGLH16
444,2016,Feiping Nie 0001,,,Heng Huang,,,AAAI,The Constrained Laplacian Rank Algorithm for Graph-Based Clustering.,4,http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/12416,https://dblp.org/rec/conf/aaai/NieWJH16
445,2016,Feiping Nie 0001,,,Xuelong Li,,,AAAI,Unsupervised Feature Selection with Structured Graph Optimization.,3,http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/12180,https://dblp.org/rec/conf/aaai/NieZL16
446,2016,Kaneharu Nishino,,,Mary Inaba,,,AAAI,Bayesian AutoEncoder - Generation of Bayesian Networks with Hidden Nodes for Features.,2,http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/12340,https://dblp.org/rec/conf/aaai/NishinoI16
447,2016,Masaaki Nishino,,,Masaaki Nagata,,,AAAI,Zero-Suppressed Sentential Decision Diagrams.,4,http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/12434,https://dblp.org/rec/conf/aaai/NishinoYMN16
448,2016,Jong-Hoon Oh,,,Julien Kloetzer,,,AAAI,A Semi-Supervised Learning Approach to Why-Question Answering.,6,http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/12208,https://dblp.org/rec/conf/aaai/OhTHITK16
449,2016,Peter Ondruska,,,Ingmar Posner,,,AAAI,Deep Tracking - Seeing Beyond Seeing Using Recurrent Neural Networks.,2,http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/12215,https://dblp.org/rec/conf/aaai/OndruskaP16
450,2016,Makoto Otsuka,,,Takayuki Osogami,,,AAAI,A Deep Choice Model.,2,http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/12098,https://dblp.org/rec/conf/aaai/OtsukaO16
451,2016,Erin Paeng,,,James C. Boerkoel,,,AAAI,Human-Robot Trust and Cooperation Through a Game Theoretic Framework.,3,http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/12478,https://dblp.org/rec/conf/aaai/PaengWB16
452,2016,Gustavo H. Paetzold,,,Lucia Specia,,,AAAI,Unsupervised Lexical Simplification for Non-Native Speakers.,2,http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/12235,https://dblp.org/rec/conf/aaai/PaetzoldS16
453,2016,Shimei Pan,,,Per Ola Kristensson,,,AAAI,What's Hot in Intelligent User Interfaces.,5,http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/11847,https://dblp.org/rec/conf/aaai/PanBCCK16
454,2016,Zhengxiang Pan,,,Cyril Leung,,,AAAI,Efficient Collaborative Crowdsourcing.,4,http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/12106,https://dblp.org/rec/conf/aaai/PanYML16
455,2016,Alessandro Panella,,,Piotr J. Gmytrasiewicz,,,AAAI,Bayesian Learning of Other Agents' Finite Controllers for Interactive POMDPs.,2,http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/12523,https://dblp.org/rec/conf/aaai/PanellaG16
456,2016,Liang Pang,,,Xueqi Cheng,,,AAAI,SPAN - Understanding a Question with Its Support Answers.,5,http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/11888,https://dblp.org/rec/conf/aaai/PangLGXC16
457,2016,Liang Pang,,,Xueqi Cheng,,,AAAI,Text Matching as Image Recognition.,6,http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/11895,https://dblp.org/rec/conf/aaai/PangLGXWC16
458,2016,Jin-Woo Park,,,Haixun Wang,,,AAAI,Fine-Grained Semantic Conceptualization of FrameNet.,3,http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/12264,https://dblp.org/rec/conf/aaai/ParkHW16
459,2016,Ankit Pat,,,Srinivasen Keshav,,,AAAI,Big-Data Mechanisms and Energy-Policy Design.,3,http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/12251,https://dblp.org/rec/conf/aaai/PatLK16
460,2016,Jason Pazis,,,Ronald Parr,,,AAAI,"Efficient PAC-Optimal Exploration in Concurrent, Continuous State MDPs with Delayed Updates.",2,http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/12459,https://dblp.org/rec/conf/aaai/PazisP16
461,2016,Don Perlis,,,Don Perlis,,,AAAI,Five Dimensions of Reasoning in the Wild.,1,http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/11956,https://dblp.org/rec/conf/aaai/Perlis16
462,2016,Gilles Pesant,,,Gilles Pesant,,,AAAI,Counting-Based Search for Constraint Optimization Problems.,1,http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/12065,https://dblp.org/rec/conf/aaai/Pesant16
463,2016,Dominik Peters,,,Dominik Peters,,,AAAI,Complexity of Hedonic Games with Dichotomous Preferences.,1,http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/12401,https://dblp.org/rec/conf/aaai/Peters16
464,2016,Dominik Peters,,,Dominik Peters,,,AAAI,Graphical Hedonic Games of Bounded Treewidth.,1,http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/12400,https://dblp.org/rec/conf/aaai/Peters16a
465,2016,Dominik Peters,,,Dominik Peters,,,AAAI,Towards Structural Tractability in Hedonic Games.,1,http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/11996,https://dblp.org/rec/conf/aaai/Peters16b
466,2016,Dominik Peters,,,Edith Elkind,,,AAAI,Preferences Single-Peaked on Nice Trees.,2,http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/12410,https://dblp.org/rec/conf/aaai/PetersE16
467,2016,Vahan Petrosyan,,,Alexandre Proutière,,,AAAI,Viral Clustering - A Robust Method to Extract Structures in Heterogeneous Datasets.,2,http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/11860,https://dblp.org/rec/conf/aaai/PetrosyanP16
468,2016,NhatHai Phan,,,Dejing Dou,,,AAAI,Differential Privacy Preservation for Deep Auto-Encoders - an Application of Human Behavior Prediction.,4,http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/12174,https://dblp.org/rec/conf/aaai/Phan0WD16
469,2016,Karl Pichotta,,,Raymond J. Mooney,,,AAAI,Learning Statistical Scripts with LSTM Recurrent Neural Networks.,2,http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/12157,https://dblp.org/rec/conf/aaai/PichottaM16
470,2016,Wiktor Mateusz Piotrowski,,,Fabio Mercorio,,,AAAI,Heuristic Planning for Hybrid Systems.,5,http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/12394,https://dblp.org/rec/conf/aaai/PiotrowskiFLMM16
471,2016,Matteo Pirotta,,,Marcello Restelli,,,AAAI,Inverse Reinforcement Learning through Policy Gradient Minimization.,2,http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/12482,https://dblp.org/rec/conf/aaai/PirottaR16
472,2016,Benjamin Plaut,,,Tuomas Sandholm,,,AAAI,Fast Optimal Clearing of Capped-Chain Barter Exchanges.,3,http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/12494,https://dblp.org/rec/conf/aaai/PlautDS16
473,2016,Daniel Preotiuc-Pietro,,,Lyle H. Ungar,,,AAAI,Discovering User Attribute Stylistic Differences via Paraphrasing.,3,http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/12421,https://dblp.org/rec/conf/aaai/Preotiuc-Pietro16
474,2016,Ariel D. Procaccia,,,Nisarg Shah 0001,,,AAAI,Optimal Aggregation of Uncertain Preferences.,2,http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/11821,https://dblp.org/rec/conf/aaai/Procaccia016
475,2016,Fuan Pu,,,Guiming Luo,,,AAAI,Counter-Transitivity in Argument Ranking Semantics.,3,http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/12057,https://dblp.org/rec/conf/aaai/PuLL16
476,2016,Hong Qian,,,Yang Yu 0001,,,AAAI,Scaling Simultaneous Optimistic Optimization for High-Dimensional Non-Convex Functions with Low Effective Dimensions.,2,http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/12366,https://dblp.org/rec/conf/aaai/QianY16
477,2016,Yuting Qiang,,,Leonid Sigal,,,AAAI,Learning to Generate Posters of Scientific Papers.,5,http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/11979,https://dblp.org/rec/conf/aaai/QiangFGZS16
478,2016,Likun Qiu,,,Meishan Zhang,,,AAAI,Dependency Tree Representations of Predicate-Argument Structures.,3,http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/11852,https://dblp.org/rec/conf/aaai/QiuZZ16
479,2016,Steve Rabin,,,Nathan R. Sturtevant,,,AAAI,Combining Bounding Boxes and JPS to Prune Grid Pathfinding.,2,http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/12336,https://dblp.org/rec/conf/aaai/RabinS16
480,2016,Tahrima Rahman,,,Vibhav Gogate,,,AAAI,Learning Ensembles of Cutset Networks.,2,http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/12503,https://dblp.org/rec/conf/aaai/RahmanG16
481,2016,Raghuram Ramanujan,,,Raghuram Ramanujan,,,AAAI,A.I. as an Introduction to Research Methods in Computer Science.,1,http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/12461,https://dblp.org/rec/conf/aaai/Ramanujan16
482,2016,Suhas Ranganath,,,Huan Liu 0001,,,AAAI,Predicting Online Protest Participation of Social Media Users.,6,http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/12289,https://dblp.org/rec/conf/aaai/RanganathMHTWL16
483,2016,Hanumant Harichandra Redkar,,,Ramdas Karmali,,,AAAI,WWDS APIs - Application Programming Interfaces for Efficient Manipulation of World WordNet Database Structure.,7,http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/12430,https://dblp.org/rec/conf/aaai/RedkarBPBPNK16
484,2016,Virgile Landeiro,,,Aron Culotta,,,AAAI,Robust Text Classification in the Presence of Confounding Bias.,2,http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/12445,https://dblp.org/rec/conf/aaai/ReisC16
485,2016,Jimmy S. J. Ren,,,Qiong Yan,,,AAAI,"Look, Listen and Learn - A Multimodal LSTM for Speaker Identification.",7,http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/12386,https://dblp.org/rec/conf/aaai/RenHTWXSY16
486,2016,Yafeng Ren,,,Donghong Ji,,,AAAI,Context-Sensitive Twitter Sentiment Classification Using Neural Network.,4,http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/11922,https://dblp.org/rec/conf/aaai/RenZZJ16
487,2016,Yafeng Ren,,,Donghong Ji,,,AAAI,Improving Twitter Sentiment Classification Using Topic-Enriched Multi-Prototype Word Embeddings.,4,http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/11925,https://dblp.org/rec/conf/aaai/RenZZJ16a
488,2016,Jochen Renz,,,Peng Zhang 0021,,,AAAI,Angry Birds as a Challenge for Artificial Intelligence.,4,http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/12527,https://dblp.org/rec/conf/aaai/RenzGVZ16
489,2016,Christian Reotutar,,,Yuanlin Zhang 0002,,,AAAI,An Online Logic Programming Development Environment.,7,http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/12085,https://dblp.org/rec/conf/aaai/ReotutarDBWLYZ16
490,2016,Maritza Reyes,,,Yuanlin Zhang 0002,,,AAAI,Using Declarative Programming in an Introductory Computer Science Course for High School Students.,5,http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/12088,https://dblp.org/rec/conf/aaai/ReyesPUYZ16
491,2016,Philipp Robbel,,,Mykel J. Kochenderfer,,,AAAI,Exploiting Anonymity in Approximate Linear Programming - Scaling to Large Multiagent MDPs.,3,http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/12407,https://dblp.org/rec/conf/aaai/RobbelOK16
492,2016,John Robertson,,,Paulo Shakarian,,,AAAI,Data Driven Game Theoretic Cyber Threat Mitigation.,5,http://www.aaai.org/ocs/index.php/IAAI/IAAI16/paper/view/12041,https://dblp.org/rec/conf/aaai/RobertsonPSTS16
493,2016,Melissa Roemmele,,,Melissa Roemmele,,,AAAI,Writing Stories with Help from Recurrent Neural Networks.,1,http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/11966,https://dblp.org/rec/conf/aaai/Roemmele16
494,2016,Julia Romanski,,,Pascal Van Hentenryck,,,AAAI,Benders Decomposition for Large-Scale Prescriptive Evacuations.,2,http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/11949,https://dblp.org/rec/conf/aaai/RomanskiH16
495,2016,Amirmohammad Rooshenas,,,Daniel Lowd,,,AAAI,Discriminative Structure Learning of Arithmetic Circuits.,2,http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/12507,https://dblp.org/rec/conf/aaai/RooshenasL16
496,2016,Louis Rosenberg,,,Louis Rosenberg,,,AAAI,"Artificial Swarm Intelligence, a Human-in-the-Loop Approach to A.I.",1,http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/12087,https://dblp.org/rec/conf/aaai/Rosenberg16
497,2016,Ryan A. Rossi,,,Rong Zhou 0001,,,AAAI,Toward Interactive Relational Learning.,2,http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/11907,https://dblp.org/rec/conf/aaai/RossiZ16
498,2016,Shourya Roy,,,Balaji Peddamuthu,,,AAAI,QART - A System for Real-Time Holistic Quality Assurance for Contact Center Dialogues.,6,http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/12305,https://dblp.org/rec/conf/aaai/RoyMDSGP16
499,2016,Nestor Rychtyckyj,,,Deepak Khemani,,,AAAI,Ontology Re-Engineering - A Case Study from the Automotive Industry.,5,http://www.aaai.org/ocs/index.php/IAAI/IAAI16/paper/view/12246,https://dblp.org/rec/conf/aaai/RychtyckyjRSKK16
500,2016,Ashish Sabharwal,,,Gerald Tesauro,,,AAAI,Selecting Near-Optimal Learners via Incremental Data Allocation.,3,http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/12524,https://dblp.org/rec/conf/aaai/SabharwalST16
501,2016,Adam Sadilek,,,Vincent Silenzio,,,AAAI,Deploying nEmesis - Preventing Foodborne Illness by Data Mining Social Media.,7,http://www.aaai.org/ocs/index.php/IAAI/IAAI16/paper/view/11823,https://dblp.org/rec/conf/aaai/SadilekKDLPTS16
502,2016,Babak Saleh,,,Ali Farhadi,,,AAAI,Toward a Taxonomy and Computational Models of Abnormalities in Images.,4,http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/12280,https://dblp.org/rec/conf/aaai/SalehEFF16
503,2016,Mehdi Samadi,,,Manuel Blum 0002,,,AAAI,ClaimEval - Integrated and Flexible Framework for Claim Evaluation Using Credibility of Sources.,4,http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/12397,https://dblp.org/rec/conf/aaai/SamadiTVB16
504,2016,Pedro Henrique de Rodrigues Quemel e Assis Santana,,,Brian Charles Williams,,,AAAI,RAO* - An Algorithm for Chance-Constrained POMDP's.,3,http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/12321,https://dblp.org/rec/conf/aaai/SantanaTW16
505,2016,Enrico Santus,,,Chu-Ren Huang,,,AAAI,Unsupervised Measure of Word Similarity - How to Outperform Co-Occurrence and Vector Cosine in VSMs.,5,http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/11935,https://dblp.org/rec/conf/aaai/SantusLCLH16
506,2016,Enrico Santus,,,Chu-Ren Huang,,,AAAI,"ROOT13 - Spotting Hypernyms, Co-Hyponyms and Randoms.",5,http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/11934,https://dblp.org/rec/conf/aaai/SantusLCLH16a
507,2016,Somdeb Sarkhel,,,Somdeb Sarkhel,,,AAAI,Scaling-Up MAP and Marginal MAP Inference in Markov Logic.,1,http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/12483,https://dblp.org/rec/conf/aaai/Sarkhel16
508,2016,Somdeb Sarkhel,,,Vibhav Gogate,,,AAAI,Scalable Training of Markov Logic Networks Using Approximate Counting.,5,http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/12515,https://dblp.org/rec/conf/aaai/SarkhelVPSG16
509,2016,Trevor Sarratt,,,Trevor Sarratt,,,AAAI,Adapting Plans through Communication with Unknown Teammates.,1,http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/12273,https://dblp.org/rec/conf/aaai/Sarratt16
510,2016,Joris Scharpff,,,Mathijs Michiel de Weerdt,,,AAAI,Solving Transition-Independent Multi-Agent MDPs with Sparse Interactions.,5,http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/12281,https://dblp.org/rec/conf/aaai/ScharpffROSW16
511,2016,Suvash Sedhain,,,Darius Braziunas,,,AAAI,On the Effectiveness of Linear Models for One-Class Collaborative Filtering.,4,http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/12333,https://dblp.org/rec/conf/aaai/SedhainMSB16
512,2016,Robert Selkowitz,,,Christine Colson,,,AAAI,EDDIE - An Embodied AI System for Research and Intervention for Individuals with ASD.,5,http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/12388,https://dblp.org/rec/conf/aaai/SelkowitzRMMC16
513,2016,Ransalu Senanayake,,,Fabio Ramos,,,AAAI,Predicting Spatio-Temporal Propagation of Seasonal Influenza Using Variational Gaussian Process Regression.,3,http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/11998,https://dblp.org/rec/conf/aaai/SenanayakeOR16
514,2016,Iulian Vlad Serban,,,Joelle Pineau,,,AAAI,Building End-To-End Dialogue Systems Using Generative Hierarchical Neural Network Models.,5,http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/11957,https://dblp.org/rec/conf/aaai/SerbanSBCP16
515,2016,Aidan Shafran,,,Judy Goldsmith,,,AAAI,A Tool to Graphically Edit CP-Nets.,3,http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/12409,https://dblp.org/rec/conf/aaai/ShafranSG16
516,2016,Walid Shalaby,,,Wlodek Zadrozny,,,AAAI,A Visual Semantic Framework for Innovation Analytics.,3,http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/12303,https://dblp.org/rec/conf/aaai/ShalabyRZ16
517,2016,Ronny Shalev,,,Soumya Ray,,,AAAI,Automated Volumetric Intravascular Plaque Classification Using Optical Coherence Tomography (OCT).,7,http://www.aaai.org/ocs/index.php/IAAI/IAAI16/paper/view/12263,https://dblp.org/rec/conf/aaai/ShalevNNRBWR16
518,2016,Fanhua Shang,,,James Cheng,,,AAAI,Scalable Algorithms for Tractable Schatten Quasi-Norm Minimization.,3,http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/12192,https://dblp.org/rec/conf/aaai/ShangLC16
519,2016,Ming Shao,,,Yun Fu 0001,,,AAAI,Spectral Bisection Tree Guided Deep Adaptive Exemplar Autoencoder for Unsupervised Domain Adaptation.,4,http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/12095,https://dblp.org/rec/conf/aaai/ShaoDZF16
520,2016,Zhiqi Shen,,,Yiqiang Chen,,,AAAI,Multi-Agent System Development MADE Easy.,5,http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/11884,https://dblp.org/rec/conf/aaai/ShenYMLC16
521,2016,Yuan Shi,,,Fei Sha,,,AAAI,Metric Learning for Ordinal Data.,3,http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/12328,https://dblp.org/rec/conf/aaai/ShiLS16
522,2016,Yuliang Shi,,,Chunyan Miao,,,AAAI,A Fraud Resilient Medical Insurance Claim System.,6,http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/11813,https://dblp.org/rec/conf/aaai/ShiSLCYM16
523,2016,Xiaokui Shu,,,Danfeng (Daphne) Yao,,,AAAI,DECT - Distributed Evolving Context Tree for Understanding User Behavior Pattern Evolution.,3,http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/12183,https://dblp.org/rec/conf/aaai/ShuLY16
524,2016,Avraham Shvartzon,,,Omer Tsimhoni,,,AAAI,Personalized Alert Agent for Optimal User Performance.,6,http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/11822,https://dblp.org/rec/conf/aaai/ShvartzonAKGMT16
525,2016,Sameer Singh 0001,,,Sebastian Riedel 0001,,,AAAI,Creating Interactive and Visual Educational Resources for AI.,2,http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/11794,https://dblp.org/rec/conf/aaai/SinghR16
526,2016,Adish Singla,,,Andreas Krause 0001,,,AAAI,Noisy Submodular Maximization via Adaptive Sampling with Applications to Crowdsourced Image Collection Summarization.,3,http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/11875,https://dblp.org/rec/conf/aaai/SinglaTK16
527,2016,Nicole D. Sintov,,,Milind Tambe,,,AAAI,From the Lab to the Classroom and Beyond - Extending a Game-Based Research Platform for Teaching AI to Diverse Audiences.,7,http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/12260,https://dblp.org/rec/conf/aaai/SintovKNFHLT16
528,2016,SungRyull Sohn,,,Junmo Kim,,,AAAI,Supervised Hashing via Uncorrelated Component Analysis.,3,http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/11748,https://dblp.org/rec/conf/aaai/SohnKK16
529,2016,Tran Cao Son,,,William Yeoh 0001,,,AAAI,Solving Goal Recognition Design Using ASP.,5,http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/12417,https://dblp.org/rec/conf/aaai/SonSSSY16
