,first-author,first-author-gender,first-author-affiliation,last-author,last-author-gender,last-author-affiliation,title
594,Peter Bartlett,Male,UC Berkeley,Phil Long,Male,Google,Gradient descent with identity initialization efficiently learns positive definite linear transformations by deep residual networks
595,Risi Kondor,Male,The University of Chicago,Shubhendu Trivedi,Male,Toyota Technological Institute,On the Generalization of Equivariance and Convolution in Neural Networks to the Action of Compact Groups
596,Yichi Zhou,Male,Tsinghua University,Jingwei Zhuo,Male,Tsinghua University,Racing Thompson: an Efficient Algorithm for Thompson Sampling with Non-conjugate Priors
597,Gal Yona,Male,Weizmann Institute of Science,Guy Rothblum,Male,Weizmann Institute of Science,Probably Approximately Metric-Fair Learning
598,Shao-Hua Sun,Male,University of Southern California,Joseph Lim,Male,Univ. of Southern California,Neural Program Synthesis from Diverse Demonstration Videos
599,Yunseok Jang,Male,Seoul National University,Yale Song,Male,Microsoft AI & Research,Video Prediction with Appearance and Motion Conditions
600,Ghazal Fazelnia,Male,Columbia University,John Paisley,Male,Columbia University,CRVI: Convex Relaxation for Variational Inference
601,Trevor Campbell,Male,MIT,Tamara Broderick,Female,MIT,Bayesian Coreset Construction via Greedy Iterative Geodesic Ascent
602,Junier Oliva,Male,Carnegie Mellon University,Jeff Schneider,Male,Uber/CMU,Transformation Autoregressive Networks
603,Subham S Sahoo,Male,Indian Institute of Technology,Georg Martius,Male,Max Planck Institute for Intelligent Systems,Learning equations for extrapolation and control
604,Myle Ott,Male,Facebook,Marc'Aurelio Ranzato,Male,Facebook AI Research,Analyzing Uncertainty in Neural Machine Translation
605,Denis Yarats,Male,Facebook AI Research,Mike Lewis,Male,Facebook,Hierarchical Text Generation and Planning for Strategic Dialogue
606,AmirEmad Ghassami,Male,UIUC,Elias Bareinboim,Male,Purdue,Budgeted Experiment Design for Causal Structure Learning
607,Yash Deshpande,Male,Massachusetts Institute of Technology,Matt Taddy,Male,MICROSOFT,Accurate Inference for Adaptive Linear Models
608,Han Cai,Male,Shanghai Jiao Tong University,Yong Yu,Male,Shanghai Jiao Tong University,Path-Level Network Transformation for Efficient Architecture Search
609,Jonathan Schwarz,Male,DeepMind,Raia Hadsell,Female,DeepMind,Progress & Compress: A scalable framework for continual learning
610,Trieu H Trinh,Male,Google Brain,Quoc Le,Male,Google Brain,Learning Longer-term Dependencies in RNNs with Auxiliary Losses
611,Gabriel Bender,Male,Google,Quoc Le,Male,Google Brain,Understanding and Simplifying One-Shot Architecture Search
612,Kaiqing Zhang,Male,University of Illinois at Urbana-Champaign (UIUC),Tamer Basar,Male,University of Illinois at Urbana-Champaign,Fully Decentralized Multi-Agent Reinforcement Learning with Networked Agents
613,David Abel,Male,Brown University,Michael L. Littman,Male,Brown University,State Abstractions for Lifelong Reinforcement Learning
614,Thiago Serra,Male,Carnegie Mellon University,Srikumar Ramalingam,Male,University of Utah,Bounding and Counting Linear Regions of Deep Neural Networks
615,Yasuhiro Fujita,Male,"Preferred Networks, Inc.",Shin-ichi Maeda,Male,"Preferred Networks, Inc.",Clipped Action Policy Gradient
616,Lasse Espeholt,Male,Google Brain Amsterdam,koray kavukcuoglu,Male,DeepMind,IMPALA: Scalable Distributed Deep-RL with Importance Weighted Actor-Learner Architectures
617,He Zhao,Male,"FIT, Monash University",Mingyuan Zhou,Male,University of Texas at Austin,Inter and Intra Topic Structure Learning with Word Embeddings
618,Samuel Ainsworth,Male,University of Washington,Emily Fox,Female,University of Washington,oi-VAE: Output Interpretable VAEs for Nonlinear Group Factor Analysis
619,El Mahdi El Mhamdi,Male,EPFL,Sébastien Rouault,Male,EPFL,The Hidden Vulnerability of Distributed Learning in Byzantium
620,Georgios Damaskinos,Male,EPFL,Mahsa Taziki,Female,EPFL,Asynchronous Byzantine Machine Learning (the case of SGD)
