,first-author,first-author-affiliation,last-author,last-author-affiliation,title
427,Vincent Sitzmann,Stanford University,Gordon Wetzstein,Stanford University,Scene Representation Networks: Continuous 3D-Structure-Aware Neural Scene Representations
428,Niki Parmar,Google,Jon Shlens,Google Research,Stand-Alone Self-Attention in Vision Models
429,Jiawang Bian,The University of Adelaide,Ian Reid,University of Adelaide,Unsupervised Scale-consistent Depth and Ego-motion Learning from Monocular Video
430,Gengshan Yang,Carnegie Mellon University,Deva Ramanan,Carnegie Mellon University,Volumetric Correspondence Networks for Optical Flow
431,Maxime Bucher,Valeo.ai,Patrick Pérez,Valeo.ai,Zero-Shot Semantic Segmentation
432,Qiming ZHANG,University of Sydney,Dacheng Tao,University of Sydney,Category Anchor-Guided Unsupervised Domain Adaptation for Semantic Segmentation
433,Xu Wang,Shenzhen University,Lin Ma,Tencent AI Lab,Exploiting Local and Global Structure for Point Cloud Semantic Segmentation with Contextual Point Representations
434,Lin Song,Xi'an Jiaotong University,Nanning Zheng,Xi'an Jiaotong University,Learnable Tree Filter for Structure-preserving Feature Transform
435,Miao Zhang,Dalian University of Technology,Huchuan Lu,Dalian University of Technology,Memory-oriented Decoder for Light Field Salient Object Detection
436,Sicheng Zhao,University of California Berkeley,Kurt Keutzer,"EECS, UC Berkeley",Multi-source Domain Adaptation for Semantic Segmentation
437,Shuai Zhao,Zhejiang University,Deng Cai,ZJU,Region Mutual Information Loss for Semantic Segmentation
438,Xiaoling Hu,Stony Brook University,Chao Chen,Stony Brook University,Topology-Preserving Deep Image Segmentation
439,Mickaël Chen,Sorbonne Université,Ludovic Denoyer,Facebook - FAIR,Unsupervised Object Segmentation by Redrawing
440,Thang Vu,KAIST,Chang Yoo,KAIST,Cascade RPN: Delving into High-Quality Region Proposal Network with Adaptive Convolution
441,Jisoo Jeong,Seoul National University,Nojun Kwak,Seoul National University,Consistency-based Semi-supervised Learning for Object detection
442,Xiaosong Zhang,University of Chinese Academy of Sciences,Qixiang Ye,"University of Chinese Academy of Sciences, China",FreeAnchor: Learning to Match Anchors for Visual Object Detection
443,Andy Spielberg,Massachusetts Institute of Technology,Daniela Rus,Massachusetts Institute of Technology,Learning-In-The-Loop Optimization: End-To-End Control And Co-Design Of Soft Robots Through Learned Deep Latent Representations
444,Ya-Chien Chang,"University of California, San Diego",Sicun Gao,"University of California, San Diego",Neural Lyapunov Control
445,Taewan Kim,Amazon,Joydeep Ghosh,UT Austin,On Single Source Robustness in Deep Fusion Models
446,Lun Huang,Peking University,Jie Chen,Peng Cheng Laboratory,Adaptively Aligned Image Captioning via Adaptive Attention Time
447,Jingxiang Lin,University of Illinois at Urbana-Champaign,Alex Schwing,University of Illinois at Urbana-Champaign,TAB-VCR: Tags and Attributes based Visual Commonsense Reasoning Baselines
448,Cheng-Chun Hsu,Academia Sinica,Yung-Yu Chuang,National Taiwan University,Weakly Supervised Instance Segmentation using the Bounding Box Tightness Prior
449,Jie Song,Zhejiang University,Mingli Song,Zhejiang University,Deep Model Transferability from Attribution Maps
450,Yiren Zhao,University of Cambridge,Cheng-Zhong Xu,University of Macau,Focused Quantization for Sparse CNNs
451,Xiaohan Ding,Tsinghua University,Prof. Ji Liu Liu,Kwai Inc.,Global Sparse Momentum SGD for Pruning Very Deep Neural Networks
452,Koen Helwegen,Plumerai,Roeland Nusselder,Plumerai,Latent Weights Do Not Exist: Rethinking Binarized Neural Network Optimization
453,Lu Hou,"Huawei Technologies Co., Ltd",Tie-Yan Liu,Microsoft Research,Normalization Helps Training of Quantized LSTM
454,Ron Banner,Intel - Artificial Intelligence Products Group (AIPG),Daniel Soudry,Technion,Post training 4-bit quantization of convolutional networks for rapid-deployment
455,Linfeng Zhang,Tsinghua University,Kaisheng Ma,Tsinghua University,SCAN: A Scalable Neural Networks Framework Towards Compact and Efficient Models
456,Salvator Lombardo,Disney Research,Stephan Mandt,"University of California, Irvine",Deep Generative Video Compression
457,John Bradshaw,University of Cambridge/MPI IS Tübingen,Jose Miguel Hernández-Lobato,University of Cambridge,A Model to Search for Synthesizable Molecules
458,Lars Maaløe,Corti,Ole Winther,Technical University of Denmark,BIVA: A Very Deep Hierarchy of Latent Variables for Generative Modeling
459,Suman Ravuri,DeepMind,Oriol Vinyals,Google DeepMind,Classification Accuracy Score for Conditional Generative Models
460,Dustin Tran,Google Brain,Ben Poole,Google Brain,Discrete Flows: Invertible Generative Models of Discrete Data
461,Aliaksandr Siarohin,University of Trento,Nicu Sebe,University of Trento,First Order Motion Model for Image Animation
462,Kun Xu,Tsinghua University,Bo Zhang,Tsinghua University,Multi-objects Generation with Amortized Structural Regularization
463,Conor Durkan,University of Edinburgh,George Papamakarios,DeepMind,Neural Spline Flows
464,Dan Zhang,Bosch Center for Artificial Intelligence,Anna Khoreva,Bosch Center for Artificial Intelligence,Progressive Augmentation of GANs
465,Shouvanik Chakrabarti,University of Maryland,Xiaodi Wu,University of Maryland,Quantum Wasserstein Generative Adversarial Networks
466,Dieterich Lawson,Stanford University,Rajesh Ranganath,New York University,Energy-Inspired Models: Learning with Sampler-Induced Distributions
467,Dmitrii Emelianenko,Yandex; National Research University Higher School of Economics,Pavel Serdyukov,Yandex,Sequence Modeling with Unconstrained Generation Order
468,Niklas Gebauer,Technische Universität Berlin,Kristof Schütt,TU Berlin,Symmetry-adapted generation of 3d point sets for the targeted discovery of molecules
469,Paul Hongsuck Seo,POSTECH,Bohyung Han,Seoul National University,Combinatorial Inference against Label Noise
470,Patrick Kidger,University of Oxford,Terry Lyons,University of Oxford,Deep Signature Transforms
471,Yulin Wang,Tsinghua University,Cheng Wu,Tsinghua,Implicit Semantic Data Augmentation for Deep Networks
472,Daniel Brooks,Thales - LIP6,Matthieu Cord,Sorbonne University,Riemannian batch normalization for SPD neural networks
473,David Sabbagh,INRIA,Denis A. Engemann,INRIA Saclay,Manifold-regression to predict from MEG/EEG brain signals without source modeling
474,Dan Schwartz,Carnegie Mellon University,Leila Wehbe,Carnegie Mellon University,Inducing brain-relevant bias in natural language processing models
475,Benyamin Allahgholizadeh Haghi,California Institute of Technology,Azita Emami,California Institute of Technology,Deep Multi-State Dynamic Recurrent Neural Networks Operating on Wavelet Based Neural Features for Robust Brain Machine Interfaces
476,Yu Qi,Zhejiang University,Gang Pan,Zhejiang University,Dynamic Ensemble Modeling Approach to Nonstationary Neural Decoding in Brain-Computer Interfaces
477,Nishal Shah,Stanford University,chichilnisky Chichilnisky,Stanford University,Efficient characterization of electrically evoked responses for neural interfaces
478,Mohammad Reza Keshtkaran,Georgia Tech and Emory University,Chethan Pandarinath,Emory University and Georgia Tech,Enabling hyperparameter optimization in sequential autoencoders for spiking neural data
479,Talfan Evans,University College London,Neil Burgess,University College London,Coordinated hippocampal-entorhinal replay as structural inference
480,Amir Dezfouli,"Data61, CSIRO",Cheng Soon Ong,Data61 and Australian National University,Disentangled behavioural representations
481,Anette Hunziker,ETH Zurich,Adish Singla,MPI-SWS,Teaching Multiple Concepts to a Forgetful Learner
482,Rahma Chaabouni,FAIR/ENS,Marco Baroni,University of Trento,Anti-efficient encoding in emergent communication
483,Xiao Liu,Peking University,Si Wu,Peking University,Push-pull Feedback Implements Hierarchical Information Retrieval Efficiently
484,Rohan Gala,Allen Institute,Uygar Sümbül,Allen Institute,A coupled autoencoder approach for multi-modal analysis of cell types
485,Cole Hurwitz,University of Edinburgh,Matthias Hennig,University of Edinburgh,Scalable Spike Source Localization in Extracellular Recordings using Amortized Variational Inference
486,Adam Gaier,Google / Inria / H-BRS,David Ha,Google Brain,Weight Agnostic Neural Networks
487,Jenelle Feather,MIT,Josh McDermott,Massachusetts Institute of Technology,Metamers of neural networks reveal divergence from human perceptual systems
488,Ben Deverett,Princeton University,Joel Leibo,DeepMind,Interval timing in deep reinforcement learning agents
489,Hidenori Tanaka,Stanford,Surya Ganguli,Stanford,From deep learning to mechanistic understanding in neuroscience: the structure of retinal prediction
490,Yuan Wang,Carnegie Mellon University,Leila Wehbe,Carnegie Mellon University,Neural Taskonomy: Inferring the Similarity of Task-Derived Representations from Brain Activity
491,Kristof Meding,University of Tübingen & MPI for Intelligent Systems,Felix A. Wichmann,University of Tübingen,Perceiving the arrow of time in autoregressive motion
492,Philippe Casgrain,Citadel / University of Toronto,Philippe Casgrain,Citadel / University of Toronto,A Latent Variational Framework for Stochastic Optimization
493,Necdet Serhat Aybat,Penn State University,Asuman Ozdaglar,Massachusetts Institute of Technology,A Universally Optimal Multistage Accelerated Stochastic Gradient Method
494,Yu-Guan Hsieh,Univ. Grenoble Alpes,Panayotis Mertikopoulos,CNRS (French National Center for Scientific Research),On the convergence of single-call stochastic extra-gradient methods
495,Aaron Defazio,Facebook AI Research,Leon Bottou,FAIR,On the Ineffectiveness of Variance Reduced Optimization for Deep Learning
496,Yujia Jin,Stanford University,Aaron Sidford,Stanford,Principal Component Projection and Regression in Nearly Linear Time through Asymmetric SVRG
497,Marko Mitrovic,Yale University,Amin Karbasi,Yale,Adaptive Sequence Submodularity
498,Senanayak Sesh Kumar Karri,Imperial College London,Thomas Pock,Graz University of Technology,Fast Decomposable Submodular Function Minimization using Constrained Total Variation
499,Sharon Qian,Harvard,Yaron Singer,Harvard University,Fast Parallel Algorithms for Statistical Subset Selection Problems
500,Alan Kuhnle,Florida State University,Alan Kuhnle,Florida State University,Interlaced Greedy Algorithm for Maximization of Submodular Functions in Nearly Linear Time
501,Mingrui Zhang,Yale University,Amin Karbasi,Yale,Online Continuous Submodular Maximization: From Full-Information to Bandit Feedback
502,Amin Karbasi,Yale,Zebang Shen,University of Pennsylvania,Stochastic Continuous Greedy ++:  When Upper and Lower Bounds Match
503,Shinji Ito,NEC Corporation,Shinji Ito,NEC Corporation,Submodular Function Minimization with Noisy Evaluation Oracle
504,Viet Anh Nguyen,Stanford University,Wolfram Wiesemann,Imperial College,Optimistic Distributionally Robust Optimization for Nonparametric Likelihood Approximation
505,Alix LHERITIER,Amadeus,Frederic Cazals,Inria,Low-Complexity Nonparametric Bayesian Online Prediction with Universal Guarantees
506,Shufei Ge,Simon Fraser University,Lloyd T. Elliott,Simon Fraser University,Random Tessellation Forests
507,Frederic Koehler,MIT,Frederic Koehler,MIT,Fast Convergence of Belief Propagation to Global Optima: Beyond Correlation Decay 
508,Eliya Nachmani,Tel Aviv University and Facebook AI Research,Lior Wolf,Facebook AI Research,Hyper-Graph-Network Decoders for Block Codes
509,Dawn Sepehr,University of Tennessee,Donatello Materassi,University of Minnesota,An Algorithm to Learn Polytree Networks with Hidden Nodes
510,Jonathan Kuck,Stanford,Stefano Ermon,Stanford,Approximating the Permanent by Sampling from Adaptive Partitions
511,Boxin Zhao,UChicago,Mladen Kolar,University of Chicago,Direct Estimation of Differential Functional Graphical Models
512,Pasha Khosravi,UCLA,Guy Van den Broeck,UCLA,On Tractable Computation of Expected Predictions
513,Andy Shih,UCLA / Stanford,Antoine Amarilli,"LTCI, Télécom ParisTech",Smoothing Structured Decomposable Circuits
514,Shanshan Wu,University of Texas at Austin,Alex Dimakis,"University of Texas, Austin",Sparse Logistic Regression Learns All Discrete Pairwise Graphical Models
515,Sandeep Kumar,Hong Kong University of Science and Technology,Daniel Palomar,The Hong Kong University of Science and Technology,Structured Graph Learning Via Laplacian Spectral Constraints
516,Ernesto Araya Valdivia,Université Paris-Sud,De Castro Yohann,École centrale de Lyon,Latent distance estimation for random geometric graphs
517,Gabriel Loaiza-Ganem,Layer 6 AI,John Cunningham,University of Columbia,The continuous Bernoulli: fixing a pervasive error in variational autoencoders
518,Iryna Korshunova,Ghent University,Lucas Theis,Twitter,Discriminative Topic Modeling with Logistic LDA
519,Seppo Virtanen,University of Cambridge,Mark Girolami,Imperial College London,Precision-Recall Balanced Topic Modelling
520,Yingying Li,Harvard University,Na Li,Harvard University,Online Optimal Control with Linear Dynamics and Predictions: Algorithms and Regret Analysis
521,Kaiqing Zhang,University of Illinois at Urbana-Champaign (UIUC),Tamer Basar,University of Illinois at Urbana-Champaign,Policy Optimization Provably Converges to Nash Equilibria in Zero-Sum Linear Quadratic Games
522,Hao Sun,CUHK,Dahua Lin,The Chinese University of Hong Kong,Policy Continuation with Hindsight Inverse Dynamics
523,Shangtong Zhang,University of Oxford,Shimon Whiteson,University of Oxford,DAC: The Double Actor-Critic Architecture for Learning Options
524,Siyuan Li,Tsinghua University,Chongjie Zhang,Tsinghua University,Hierarchical Reinforcement Learning with Advantage-Based Auxiliary Rewards
525,YiDing Jiang,Google Research,Chelsea Finn,Google Brain,Language as an Abstraction for Hierarchical Deep Reinforcement Learning
526,Takuya Hiraoka,NEC / AIST / RIKEN-AIP,Yoshimasa Tsuruoka,The University of Tokyo,Learning Robust Options by Conditional Value at Risk Optimization
527,Andre Barreto,DeepMind,Doina Precup,DeepMind,The Option Keyboard: Combining Skills in Reinforcement Learning
528,Marc Bellemare,Google Brain,Clare Lyle,University of Oxford,A Geometric Perspective on Optimal Representations for Reinforcement Learning
529,Wenhao Yang,Peking University,Zhihua Zhang,Peking University,A Regularized Approach to Sparse Optimal Policy in Reinforcement Learning
530,Santiago Paternain,University of Pennsylvania,Alejandro Ribeiro,University of Pennsylvania,Constrained Reinforcement Learning Has Zero Duality Gap
531,Zichuan Lin,Tsinghua University,Guangwen Yang,Tsinghua University,Distributional Reward Decomposition for Reinforcement Learning
532,Qing Wang,Huya AI,Tong Zhang,Tencent AI Lab,Divergence-Augmented Policy Optimization
533,Supratik Paul,University of Oxford,Shimon Whiteson,University of Oxford,Fast Efficient Hyperparameter Tuning for Policy Gradient Methods
534,Harsh Gupta,University of Illinois at Urbana-Champaign,Lei Ying,ASU,Finite-Time Performance Bounds and Adaptive Learning Rate Selection for Two Time-Scale Reinforcement Learning
535,Nathan Kallus,Cornell University,Masatoshi Uehara,Harvard University,"Intrinsically Efficient, Stable, and Bounded Off-Policy Evaluation for Reinforcement Learning"
536,Rodrigo Toro Icarte,University of Toronto and Vector Institute,Sheila McIlraith,University of Toronto,Learning Reward Machines for Partially Observable Reinforcement Learning
537,Alex Irpan,Google Brain,Sergey Levine,Google,Off-Policy Evaluation via Off-Policy Classification
538,Hoi-To Wai,The Chinese University of Hong Kong,Kexin Tang,Shanghai Jiao Tong University,Variance Reduced Policy Evaluation with Smooth Function Approximation
539,Matthew Fellows,University of Oxford,Shimon Whiteson,University of Oxford,VIREL: A Variational Inference Framework for Reinforcement Learning
540,Nikolaos Tziavelis,Northeastern University,Panagiotis Karras,Aarhus University,Equitable Stable Matchings in Quadratic Time
541,James Bailey,Texas A&M University,Georgios Piliouras,Singapore University of Technology and Design,Fast and Furious Learning in Zero-Sum Games: Vanishing Regret with Non-Vanishing Step Sizes
542,Jacob Abernethy,Georgia Institute of Technology,Jamie Morgenstern,University of Washington,Learning Auctions with Robust Incentive Guarantees
543,Arsenii Vanunts,Yandex,Alexey Drutsa,Yandex,Optimal Pricing in Repeated Posted-Price Auctions with Different Patience of the Seller and the Buyer
544,Gabriele Farina,Carnegie Mellon University,Tuomas Sandholm,"CMU, Strategic Machine, Strategy Robot, Optimized Markets",Optimistic Regret Minimization for Extensive-Form Games via Dilated Distance-Generating Functions
545,Jessie Finocchiaro,University of Colorado Boulder,Bo Waggoner,"U. Colorado, Boulder",An Embedding Framework for Consistent Polyhedral Surrogates
546,Nikos Ignatiadis,Stanford University,Stefan Wager,Stanford University,Covariate-Powered Empirical Bayes Estimation
547,Adarsh Barik,Purdue University,Jean Honorio,Purdue University,Learning Bayesian Networks with Low Rank Conditional Probability Tables
548,Alon Cohen,Google,Shay Moran,Google AI Princeton,Learning to Screen
549,Raef Bassily,The Ohio State University,Noga  Alon,Princeton,Limits of Private Learning with Access to Public Data
550,Gaurush Hiranandani,University of Illinois at Urbana-Champaign,Sanmi Koyejo,UIUC,Multiclass Performance Metric Elicitation
551,Steve Hanneke,Toyota Technological Institute at Chicago,Samory Kpotufe,Columbia University,On the Value of Target Data in Transfer Learning
552,Ilias Diakonikolas,UW Madison,Alistair Stewart,University of Southern California,Outlier-Robust High-Dimensional Sparse Estimation via Iterative Filtering
553,Farnam Mansouri,MPI-SWS,Adish Singla,MPI-SWS,Preference-Based Batch and Sequential Teaching: Towards a Unified View of Models
554,Xingye Qiao,Binghamton University,Guang Cheng,Purdue University,Rates of Convergence for Large-scale Nearest Neighbor Classification
555,Zeyuan Allen-Zhu,Microsoft Research,Yuanzhi Li,Princeton,"What Can ResNet Learn Efficiently, Going Beyond Kernels?"
556,Digvijay Boob,Georgia Institute of Technology,Di Wang,Google AI,Faster width-dependent algorithm for mixed packing and covering LPs
557,Pierre C Bellec,Rutgers,Arun Kuchibhotla,Wharton Statistics,First order expansion of convex regularized estimators
558,Tomas Vaskevicius,University of Oxford,Patrick Rebeschini,University of Oxford,Implicit Regularization for Optimal Sparse Recovery
559,Basri Ronen,Weizmann Inst.,Shira Kritchman,Weizmann Institute,The Convergence Rate of Neural Networks for Learned Functions of Different Frequencies
560,Shinji Ito,NEC Corporation,Ken-Ichi Kawarabayashi,National Institute of Informatics,Improved Regret Bounds for Bandit Combinatorial Optimization
561,Zhengyuan Zhou,Stanford University,Jose Blanchet,Stanford University,Learning in Generalized  Linear Contextual Bandits with Stochastic Delays
562,Jonas Mueller,Amazon Web Services,Matt Taddy,Chicago Booth,Low-Rank Bandit Methods for High-Dimensional Dynamic Pricing
563,Sumeet Katariya,UW-Madison and Amazon,Robert Nowak,University of Wisconsion-Madison,MaxGap Bandit: Adaptive Algorithms for Approximate Ranking
564,Dylan Foster,MIT,Haipeng Luo,University of Southern California,Model Selection for Contextual Bandits
565,Nirandika Wanigasekara,National University of Singapore,Christina Yu,Cornell University,Nonparametric Contextual Bandits in Metric Spaces with Unknown Metric
566,Rémy Degenne,"Centrum Wiskunde & Informatica, Amsterdam",Wouter Koolen,"Centrum Wiskunde & Informatica, Amsterdam",Pure Exploration with Multiple Correct Answers
567,Ciara Pike-Burke,Universitat Pompeu Fabra,Steffen Grunewalder,Lancaster,Recovering Bandits
568,Lalit Jain,University of Washington,Lillian Ratliff,University of Washington,Sequential Experimental Design for Transductive Linear Bandits
569,Etienne Boursier,ENS Paris Saclay,Vianney Perchet,ENSAE & Criteo AI Lab,SIC-MMAB: Synchronisation Involves Communication in Multiplayer Multi-Armed Bandits
570,Sascha Saralajew,Dr. Ing. h.c. F. Porsche AG,Thomas Villmann,University of Applied Sciences Mittweida,Classification-by-Components: Probabilistic Modeling of Reasoning over a Set of Components
571,Xiyang Hu,Carnegie Mellon University,Margo Seltzer,University of British Columbia,Optimal Sparse Decision Trees
572,Harald Steck,Netflix,Harald Steck,Netflix, Markov Random Fields for Collaborative Filtering
573,Frank Ban,UC Berkeley / Google,Richard Zhang,UC Berkeley,Regularized Weighted Low Rank Approximation
574,Chen Xing,Montreal Institute of Learning Algorithms,Pedro O. Pinheiro,Element AI,Adaptive Cross-Modal Few-shot Learning
575,Ruibing Hou,Institute of Computing Technology，Chinese Academy,Xilin Chen,"Institute of Computing Technology, Chinese Academy of Sciences",Cross Attention Network for Few-shot Classification
576,Satoshi Tsutsui,Indiana University,David Crandall,Indiana University,Meta-Reinforced Synthetic Data for One-Shot Fine-Grained Visual Recognition
577,Ziyu Wan,City University of Hong Kong,Jing Liao,City University of Hong Kong,Transductive Zero-Shot Learning with Visual Structure Constraint
578,Siavash Khodadadeh,University of Central Florida,Mubarak Shah,University of Central Florida,Unsupervised Meta-Learning for Few-Shot Image Classification
579,Hyeonwoo Yu,Carnegie Mellon University,Beomhee Lee,Seoul National University,Zero-shot Learning via Simultaneous Generating and Learning
580,Pan Zhou,National University of Singapore,Jiashi Feng,National University of Singapore,Efficient Meta Learning via Minibatch Proximal Update
581,James Requeima,University of Cambridge / Invenia Labs,Richard Turner,Cambridge,Fast and Flexible Multi-Task Classification using Conditional Neural Adaptive Processes
582,Yann Dauphin,Google AI,Sam Schoenholz,Google Brain,MetaInit: Initializing learning by learning to initialize
583,Tsendsuren Munkhdalai,Microsoft Research,Adam Trischler,Microsoft,Metalearned Neural Memory
584,Risto Vuorio,University of Michigan,Joseph Lim,University of Southern California,Multimodal Model-Agnostic Meta-Learning via Task-Aware Modulation
585,Yue Cao,Texas A&M University,Yang Shen,Texas A&M University,Learning to Optimize in Swarms
586,Allan Jabri,UC Berkeley,Chelsea Finn,Stanford University,Unsupervised Curricula for Visual Meta-Reinforcement Learning
587,Shuo Chen,Nanjing University of Science and Technology,Heng Huang,University of Pittsburgh,Curvilinear Distance Metric Learning
588,Han Liu,Tsinghua University,Ming Gu,Tsinghua University,Fast Low-rank Metric Learning for Large-scale and High-dimensional Data
589,Chengzhi Mao,Columbia University,Baishakhi Ray,Columbia University,Metric Learning for Adversarial Robustness
590,Xinyang Chen,Tsinghua University,Jianmin Wang,Tsinghua University,Catastrophic Forgetting Meets Negative Transfer: Batch Spectral Shrinkage for Safe Transfer Learning
591,Dushyant Rao,DeepMind,Raia Hadsell,DeepMind,Continual Unsupervised Representation Learning
592,Rahaf Aljundi,"KU Leuven, Belgium",Yoshua Bengio,Mila,Gradient based sample selection for online continual learning 
593,Joshua Lee,MIT,Gregory Wornell,MIT,Learning New Tricks From Old Dogs: Multi-Source Transfer Learning From Pre-Trained Networks
594,Atsutoshi Kumagai,NTT,Yasuhiro Fujiwara,NTT Communication Science Laboratories,Transfer Anomaly Detection by Inferring Latent Domain Representations
595,Zijun Gao,Stanford University,Zhengqing Zhou,Stanford University,Batched Multi-armed Bandits Problem
596,Gautam Goel,Caltech,Adam Wierman,California Institute of Technology,Beyond Online Balanced Descent: An Optimal Algorithm for Smoothed Online Optimization
597,Adrian Rivera Cardoso,Georgia Tech,Huan Xu,Georgia Inst. of Technology,Large Scale Markov Decision Processes with Changing Rewards
598,Jacob Abernethy,Georgia Institute of Technology,Ambuj Tewari,University of Michigan,Online Learning via the Differential Privacy Lens
599,Vitaliy Chiley,Cerebras Systems,Michael James,Cerebras,Online Normalization for Training Neural Networks
600,Sepehr Assadi,Princeton University,Renato Leme,Google Research,Secretary Ranking with Minimal Inversions
601,Zhibing Zhao,RPI,Lirong Xia,RPI,Learning Mixtures of Plackett-Luce Models from Structured Partial Orders
602,Wenbo Ren,The Ohio State University,Ness Shroff,The Ohio State University,On Sample Complexity Upper and Lower Bounds for Exact Ranking from Noisy Comparisons
603,Ruidi Chen,Boston University,Ioannis Paschalidis,Boston University,Selecting Optimal Decisions via Distributionally Robust Nearest-Neighbor Regression
604,Jiaqi Ma,University of Michigan,Qiaozhu Mei,University of Michigan,A Flexible Generative Framework for Graph-based Semi-supervised Learning
605,Johannes Klicpera,Technical University of Munich,Stephan Günnemann,Technical University of Munich,Diffusion Improves Graph Learning
606,Simon Du,Institute for Advanced Study,Keyulu Xu,MIT,Graph Neural Tangent Kernel: Fusing Graph Neural Networks with Graph Kernels
607,Qi Liu,University of Oxford,Douwe Kiela,Facebook AI Research,Hyperbolic Graph Neural Networks
608,Vaishak Belle,University of Edinburgh & Alan Turing Institute,Brendan Juba,Washington University in St. Louis,Implicitly learning to reason in first-order logic
609,Jianxin Ma,Alibaba Group,Wenwu Zhu,Tsinghua University,Learning Disentangled Representations for Recommendation
610,Ivana Balazevic,University of Edinburgh,Timothy Hospedales,University of Edinburgh,Multi-relational Poincaré Graph Embeddings
611,Zhengdao Chen,New York University,Joan Bruna,NYU,On the equivalence between graph isomorphism testing and function approximation with GNNs
612,Meng Qu,Mila,Jian Tang,Mila,Probabilistic Logic Neural Networks for Reasoning
613,Gecia Bravo-Hermsdorff,Princeton University,Lee Gunderson,Princeton University,A Unifying Framework for Spectrum-Preserving Graph Sparsification and Coarsening
614,Gail Weiss,Technion,Eran Yahav,Technion,Learning Deterministic Weighted Automata with Queries and Counterexamples
615,Lorenzo Dall'Amico,GIPSA lab,Nicolas Tremblay,CNRS,Revisiting the Bethe-Hessian: Improved Community Detection in Sparse Heterogeneous Graphs
616,Joan Serrà,Dolby Laboratories,Carlos Segura Perales,Telefónica Research,Blow: a single-scale hyperconditioned flow for non-parallel raw-audio voice conversion
617,Matthieu SIMEONI,IBM Research / EPFL,Martin Vetterli,EPFL,DeepWave: A Recurrent Neural-Network for Real-Time Acoustic Imaging
618,Yi Ren,Zhejiang University,Tie-Yan Liu,Microsoft Research,"FastSpeech: Fast, Robust and Controllable Text to Speech"
619,Lingyu Liang,South China University of Technology,Yong Xu,South China University of Technology,Adaptive GNN for Image Analysis and Editing
620,Ting-Chun Wang,NVIDIA,Jan Kautz,NVIDIA,Few-shot Video-to-Video Synthesis
621,Jianchun Chen,New York University,Yi Fang,New York University,Arbicon-Net: Arbitrary Continuous Geometric Transformation Networks for Image Registration
622,Shibani Santurkar,MIT,Aleksander Madry,MIT,Image Synthesis with a Single (Robust) Classifier
623,Natalia Neverova,Facebook AI Research,Andrea Vedaldi,University of Oxford / Facebook AI Research,Correlated Uncertainty for Learning Dense Correspondences from Noisy Labels
624,Yiqi Zhong,University of Southern California,Ulrich Neumann,USC,Deep RGB-D Canonical Correlation Analysis For Sparse Depth Completion
625,Fuwen Tan,University of Virginia,Vicente Ordonez,University of Virginia,Drill-down: Interactive Retrieval of Complex Scenes using Natural Language Queries
626,Jian Ni,University of Science and Technology of China,Haiyong Xie,University of Science and Technology of China,Dual Adversarial Semantics-Consistent Network for Generalized Zero-Shot Learning
627,Chundi Liu,Layer6 AI,Satya Krishna Gorti,Layer6 AI,Guided Similarity Separation for Image Retrieval
628,Benjamin Planche,Siemens Corporate Technology,ANDREAS HUTTER,"Siemens Corporate Technology, Germany",Incremental Scene Synthesis
629,Xiaoming Yu,Peking University,Ge Li,"SECE, Shenzhen Graduate School, Peking University",Multi-mapping Image-to-Image Translation via Learning Disentanglement
630,Jian Sun,Xi'an Jiaotong University,Zongben Xu,XJTU,Neural Diffusion Distance for Image Segmentation
631,Chris Thomas,University of Pittsburgh,Adriana Kovashka,University of Pittsburgh,Predicting the Politics of an Image Using Webly Supervised Data
632,Aleksis Pirinen,Lund University,Cristian Sminchisescu,Google Research,Domes to Drones: Self-Supervised Active Triangulation for 3D Human Pose Reconstruction
633,CHAO LI,Xidian University,Wei Liu,Tencent AI Lab,Cross-Modal Learning with Adversarial Samples
634,Zhixin Zhou,City University of Hong Kong,Ping Li,Baidu Research USA,Möbius Transformation for Fast Inner Product Search on Graph
635,Suhas Jayaram Subramanya,Carnegie Mellon University,Rohan  Kadekodi,The University of Texas at Austin,DiskANN: Fast Accurate Billion-point Nearest Neighbor Search on a Single Node
636,Shahana Ibrahim,Oregon State University,Kejun Huang,University of Florida,Crowdsourcing via Pairwise Co-occurrences: Identifiability and Algorithms
637,Ivan Glasser,Max Planck Institute of Quantum Optics,Ignacio Cirac,Max-Planck Institute of Quantum Optics,Expressive power of tensor-network factorizations for probabilistic modeling
638,Jicong Fan,Cornell University,Madeleine Udell,Cornell University,Factor Group-Sparse Regularization for Efficient Low-Rank Matrix Recovery
639,Miaoyan Wang,University of Wisconsin - Madison,Yuchen Zeng,University of Wisconsin - Madison,Multiway clustering via tensor block models  
640,Alex Wang,New York University,Samuel Bowman,New York University,SuperGLUE: A Stickier Benchmark for General-Purpose Language Understanding Systems
641,Xindian Ma,Tianjin University,Dawei Song,Beijing Institute of Technology,A Tensorized Transformer for Language Modeling
642,Ronghui You,Fudan University,Shanfeng Zhu,Fudan University,AttentionXML: Label Tree-based Attention-Aware Deep Model for High-Performance Extreme Multi-Label Text Classification
643,Mareike Hartmann,University of Copenhagen,Anders Søgaard,University of Copenhagen,Comparing Unsupervised Word Translation Methods Step by Step
644,Yuxian Meng,Shannon.AI,Jiwei Li,Shannon.AI,Glyce: Glyph-vectors for Chinese Character Representations
645,Mikhail Yurochkin,"IBM Research, MIT-IBM Watson AI Lab",Justin M Solomon,MIT,Hierarchical Optimal Transport for Document Representation
