MLHC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,year,first-author,first-author-gender,first-author-affiliation,last-author,last-author-gender,last-author-affiliation,journal/conference,title,number-of-authors,paper-url,DBLP-url,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,2020,Diyuan Lu,Female,Frankfurt am Main,Jochen Triesch,Male,Frankfurt am Main,MLHC,Towards Early Diagnosis of Epilepsy from EEG Data.,6,http://proceedings.mlr.press/v126/lu20a.html,https://dblp.org/rec/conf/mlhc/LuBNCRT20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,2020,Matthew B. A. McDermott,Male,Massachusetts Institute of Technology,Peter Szolovits,Male,Massachusetts Institute of Technology,MLHC,"CheXpert++ - Approximating the CheXpert Labeler for Speed, Differentiability, and Probabilistic Output.",5,http://proceedings.mlr.press/v126/mcdermott20a.html,https://dblp.org/rec/conf/mlhc/McDermottHWGS20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,2020,Denis Jered McInerney,Male,Northeastern University,Byron C. Wallace,Male,Northeastern University,MLHC,Query-Focused EHR Summarization to Aid Imaging Diagnosis.,6,http://proceedings.mlr.press/v126/mcinerney20a.html,https://dblp.org/rec/conf/mlhc/McInerneyDTYMW20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,2020,Andrew C. Miller,Male,Apple,Emily B. Fox,Female,Apple,MLHC,Learning Insulin-Glucose Dynamics in the Wild.,3,http://proceedings.mlr.press/v126/miller20a.html,https://dblp.org/rec/conf/mlhc/MillerFF20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,2020,Do June Min,Male,University of Michigan,Rada Mihalcea,Female,University of Michigan,MLHC,UPSTAGE - Unsupervised Context Augmentation for Utterance Classification in Patient-Provider Communication.,5,http://proceedings.mlr.press/v126/min20a.html,https://dblp.org/rec/conf/mlhc/MinPKHM20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,2020,James Mullenbach,Male,ASAPP,David A. Sontag,Male,Massachusetts Institute of Technology,MLHC,Knowledge Base Completion for Constructing Problem-Oriented Medical Records.,5,http://proceedings.mlr.press/v126/mullenbach20a.html,https://dblp.org/rec/conf/mlhc/MullenbachSMDS20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,2020,Samaneh Nasiri,Female,Emory University School of Medicine,Gari D. Clifford,Male,Georgia Institute of Technology,MLHC,Attentive Adversarial Network for Large-Scale Sleep Staging.,2,http://proceedings.mlr.press/v126/nasiri20a.html,https://dblp.org/rec/conf/mlhc/NasiriC20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,2020,Bret Nestor,Male,University of Toronto,Marzyeh Ghassemi,Female,University of Toronto,MLHC,Preparing a Clinical Support Model for Silent Mode in General Internal Medicine.,10,http://proceedings.mlr.press/v126/nestor20a.html,https://dblp.org/rec/conf/mlhc/NestorMVPMKDMGG20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,2020,A. Demetri Pananos,Male,Western University,Daniel J. Lizotte,Male,Western University,MLHC,Comparisons Between Hamiltonian Monte Carlo and Maximum A Posteriori For A Bayesian Model For Apixaban Induction Dose & Dose Personalization.,2,http://proceedings.mlr.press/v126/pananos20a.html,https://dblp.org/rec/conf/mlhc/PananosL20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,2020,Sonali Parbhoo,Female,Harvard University,Finale Doshi-Velez,Female,Harvard University,MLHC,Transfer Learning from Well-Curated to Less-Resourced Populations with HIV.,4,http://proceedings.mlr.press/v126/parbhoo20a.html,https://dblp.org/rec/conf/mlhc/ParbhooW0D20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,2020,Asif Rahman,Male,Philips Research North America,Minnan Xu-Wilson,Undefined,Philips Research North America,MLHC,Phenotyping with Prior Knowledge using Patient Similarity.,4,http://proceedings.mlr.press/v126/rahman20a.html,https://dblp.org/rec/conf/mlhc/RahmanCCX20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,2020,Shems Saleh,Female,Vector Institute,Tristan Naumann,Male,Microsoft Research,MLHC,Clinical Collabsheets - 53 Questions to Guide a Clinical Collaboration.,4,http://proceedings.mlr.press/v126/saleh20a.html,https://dblp.org/rec/conf/mlhc/SalehBEN20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,2020,Benjamin Schloss,Male,"Abridge AI, Inc.",Sandeep Konam,Male,"Abridge AI, Inc.",MLHC,Towards an Automated SOAP Note - Classifying Utterances from Medical Conversations.,2,http://proceedings.mlr.press/v126/schloss20a.html,https://dblp.org/rec/conf/mlhc/SchlossK20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,2020,Kristen A. Severson,Female,IBM Research,Soumya Ghosh,Male,IBM Research,MLHC,Personalized Input-Output Hidden Markov Models for Disease Progression Modeling.,6,http://proceedings.mlr.press/v126/severson20a.html,https://dblp.org/rec/conf/mlhc/SeversonCSNHG20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,2020,Uri Shaham,Male,Yale University,Harlan M. Krumholz,Male,Yale University,MLHC,Learning to Ask Medical Questions using Reinforcement Learning.,6,http://proceedings.mlr.press/v126/shaham20a.html,https://dblp.org/rec/conf/mlhc/ShahamZCMMK20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,2020,Shijing Si,Male,Duke University,Lawrence Carin,Male,Duke University,MLHC,Students Need More Attention - BERT-based Attention Model for Small Data with Application to Automatic Patient Message Triage.,7,http://proceedings.mlr.press/v126/si20a.html,https://dblp.org/rec/conf/mlhc/SiWWZD0C20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,2020,Yifeng Tao,Male,Carnegie Mellon University,Xinghua Lu,Male,University of Pittsburgh,MLHC,Predicting Drug Sensitivity of Cancer Cell Lines via Collaborative Filtering with Contextual Attention.,5,http://proceedings.mlr.press/v126/tao20a.html,https://dblp.org/rec/conf/mlhc/TaoRDSL20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,2020,Lida Zhang,Male,Texas A&M University,Bobak Jack Mortazavi,Male,Texas A&M University,MLHC,Developing Personalized Models of Blood Pressure Estimation from Wearable Sensors Data Using Minimally-trained Domain Adversarial Neural Networks.,7,http://proceedings.mlr.press/v126/zhang20a.html,https://dblp.org/rec/conf/mlhc/ZhangHISKJM20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,2020,Dongyu Zhang,Male,Worcester Polytechnic Institute,Elke A. Rundensteiner,Female,Worcester Polytechnic Institute,MLHC,Time-Aware Transformer-based Network for Clinical Notes Series Prediction.,4,http://proceedings.mlr.press/v126/zhang20c.html,https://dblp.org/rec/conf/mlhc/ZhangTSR20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,2020,Renyu Zhang,Male,University of Chicago,Aly A. Khan,Male,University of Chicago,MLHC,Evaluating and interpreting caption prediction for histopathology images.,4,http://proceedings.mlr.press/v126/zhang20b.html,https://dblp.org/rec/conf/mlhc/ZhangWGK20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,2018,Alexis Bellot,Male,University of Oxford,Mihaela van der Schaar,Female,University of Oxford,MLHC,Boosted Trees for Risk Prognosis.,2,http://proceedings.mlr.press/v85/bellot18a.html,https://dblp.org/rec/conf/mlhc/BellotS18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,2018,Willie Boag,Male,Massachusetts Institute of Technology,Marzyeh Ghassemi,Female,University of Toronto,MLHC,Racial Disparities and Mistrust in End-of-Life Care.,5,http://proceedings.mlr.press/v85/boag18a.html,https://dblp.org/rec/conf/mlhc/BoagSCSG18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,2018,Scott Buffett,Male,National Research Council Canada,Di Jiang,Female,National Research Council Canada,MLHC,Pattern-Based Behavioural Analysis on Neurosurgical Simulation Data.,3,http://proceedings.mlr.press/v85/buffett18a.html,https://dblp.org/rec/conf/mlhc/BuffettPJ18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,2018,Vanessa D'Amario,Female,Universit`a degli Studi di Genova,Lino Nobili,Male,Ospedale CaХ Granda Niguarda,MLHC,Multi-task multiple kernel learning reveals relevant frequency bands for critical areas localization in focal epilepsy.,6,http://proceedings.mlr.press/v85/d-amario18a.html,https://dblp.org/rec/conf/mlhc/DAmarioTTABN18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,2018,Audrey Durand,Female,McGill University,Joelle Pineau,Female,McGill University,MLHC,Contextual Bandits for Adapting Treatment in a Mouse Model of de Novo Carcinogenesis.,6,http://proceedings.mlr.press/v85/durand18a.html,https://dblp.org/rec/conf/mlhc/DurandAISMP18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,2018,Matthew Engelhard,Male,Duke University School of Medicine,F. Joseph McClernon,Male,Duke University School of Medicine,MLHC,Predicting Smoking Events with a Time-Varying Semi-Parametric Hawkes Process Model.,6,http://proceedings.mlr.press/v85/engelhard18a.html,https://dblp.org/rec/conf/mlhc/EngelhardXCOHM18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,2018,Jacob Fauber,Male,University of California,Christian R. Shelton,Male,University of California,MLHC,"Modeling ""Presentness"" of Electronic Health Record Data to Improve Patient State Estimation.",2,http://proceedings.mlr.press/v85/fauber18a.html,https://dblp.org/rec/conf/mlhc/FauberS18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,2018,Jen J. Gong,Female,Massachusetts Institute of Technology,John V. Guttag,Male,Massachusetts Institute of Technology,MLHC,Learning to Summarize Electronic Health Records Using Cross-Modality Correspondences.,2,http://proceedings.mlr.press/v85/gong18a.html,https://dblp.org/rec/conf/mlhc/GongG18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,2018,Sebastian D. Goodfellow,Male,The Hospital for Sick Children,Danny Eytan,Male,The Hospital for Sick Children,MLHC,Towards Understanding ECG Rhythm Classification Using Convolutional Neural Networks and Attention Mappings.,6,http://proceedings.mlr.press/v85/goodfellow18a.html,https://dblp.org/rec/conf/mlhc/GoodfellowGGLME18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,2018,Stefan Hegselmann,Male,University of M _unster,Martin Dugas,Male,University of M _unster,MLHC,Reproducible Survival Prediction with SEER Cancer Data.,4,http://proceedings.mlr.press/v85/hegselmann18a.html,https://dblp.org/rec/conf/mlhc/HegselmannGVD18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,2018,Disi Ji,Female,University of California,Padhraic Smyth,Male,University of California,MLHC,Bayesian Trees for Automated Cytometry Data Analysis.,5,http://proceedings.mlr.press/v85/ji18a.html,https://dblp.org/rec/conf/mlhc/JiNQSS18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,2018,Eric P. Lehman,Male,Northeastern University,Li-Wei H. Lehman,Female,Massachusetts Institute of Technology,MLHC,Representation Learning Approaches to Detect False Arrhythmia Alarms from ECG Dynamics.,5,http://proceedings.mlr.press/v85/lehman18a.html,https://dblp.org/rec/conf/mlhc/LehmanKZML18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,2018,Bryan Lim,Male,University of Oxford,Mihaela van der Schaar,Female,University of Oxford,MLHC,Disease-Atlas - Navigating Disease Trajectories using Deep Learning.,2,http://proceedings.mlr.press/v85/lim18a.html,https://dblp.org/rec/conf/mlhc/LimS18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,2018,Bingbin Liu,Female,Stanford University,Li Fei-Fei 0001,Female,Stanford University,MLHC,3D Point Cloud-Based Visual Prediction of ICU Mobility Care Activities.,13,http://proceedings.mlr.press/v85/liu18a.html,https://dblp.org/rec/conf/mlhc/LiuGCMYDSJCDBMF18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103,2018,Jingshu Liu,Female,New York University,Narges Razavian,Female,New York University,MLHC,Deep EHR - Chronic Disease Prediction Using Medical Notes.,3,http://proceedings.mlr.press/v85/liu18b.html,https://dblp.org/rec/conf/mlhc/LiuZR18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
