,first-author,first-author-affiliation,last-author,last-author-affiliation,title
448,Gerasimos Palaiopanos,SUTD,Georgios Piliouras,Singapore University of Technology and Design,"Multiplicative Weights Update with Constant Step-Size in Congestion Games:  Convergence, Limit Cycles and Chaos"
449,Darrell Hoy,Tremor Technologies,Vasilis Syrgkanis,Microsoft Research,Welfare Guarantees from Data
450,Noam Brown,Carnegie Mellon University,Tuomas Sandholm,Carnegie Mellon University,Safe and Nested Subgame Solving for Imperfect-Information Games
451,Mathieu Blondel,NTT,Naonori Ueda,NTT Communication Science Laboratories / RIKEN AIP,Multi-output Polynomial Networks and Factorization Machines
452,Haw-Shiuan Chang,"UMass, Amherst",Andrew McCallum,UMass Amherst,Active Bias: Training More Accurate Neural Networks by Emphasizing High Variance Samples
453,Paul Christiano,OpenAI,Dario Amodei,OpenAI,Deep Reinforcement Learning from Human Preferences
454,Karol Hausman,Google Brain,Joseph Lim,University of Southern California,Multi-Modal Imitation Learning from Unstructured Demonstrations using Generative Adversarial Nets
455,Justin Fu,UC Berkeley,Sergey Levine,UC Berkeley,EX2: Exploration with Exemplar Models for Deep Reinforcement Learning
456,Haoran Tang,UC Berkeley,Pieter Abbeel,UC Berkeley | Gradescope | Covariant,#Exploration: A Study of Count-Based Exploration for Deep Reinforcement Learning
457,Thomas Anthony,"UCL, DeepMind, OpenAI",David Barber,University College London,Thinking Fast and Slow with Deep Learning and Tree Search
458,Zhongwen Xu,DeepMind,Tom Schaul,DeepMind,Natural Value Approximators: Learning when to Trust Past Estimates
459,Garrett Andersen,PROWLER.io,George Konidaris,Brown University,Active Exploration for Learning Symbolic Representations
460,Yannick Schroecker,Georgia Institute of Technology,Charles Isbell,Georgia Tech,State Aware Imitation Learning
461,Andre Barreto,DeepMind,Hado van Hasselt,DeepMind,Successor Features for Transfer in Reinforcement Learning
462,Ofir Nachum,Google,Dale Schuurmans,Google,Bridging the Gap Between Value and Policy Based Reinforcement Learning
463,Daniel Guo,Carnegie Mellon University/Stanford,Emma Brunskill,Stanford University,Using Options and Covariance Testing for Long Horizon Off-Policy Policy Evaluation
464,Alberto Maria Metelli,Politecnico di Milano,Marcello Restelli,Politecnico di Milano,Compatible Reward Inverse Reinforcement Learning
465,Matteo Papini,Politecnico di Milano,Marcello Restelli,Politecnico di Milano,Adaptive Batch Size for Safe Policy Gradients
466,Ronan Fruit,Inria Lille,Emma Brunskill,CMU,Regret Minimization in MDPs with Options without Prior Knowledge
467,Matthieu Geist,Université de Lorraine,Olivier Pietquin,Google Research    Brain Team,Is the Bellman residual a bad proxy?
468,Yi Ouyang,"University of California, Berkeley",Rahul Jain,University of Southern California,Learning Unknown Markov Decision Processes: A Thompson Sampling Approach
469,Chen-Yu Wei,Academia Sinica,Chi-Jen Lu,Academia Sinica,Online Reinforcement Learning in Stochastic Games
470,Aurko Roy,Google,Sebastian Pokutta,Georgia Institute of Technology,Reinforcement Learning under Model Mismatch
471,Adithya M Devraj,University of Florida,Sean Meyn,University of Florida,Zap Q-Learning
472,Xiuyuan Lu,Stanford University,Benjamin Van Roy,Stanford University,Ensemble Sampling
473,Kristjan Greenewald,University of Michigan,Predag Klasnja,,Action Centered Contextual Bandits
474,Abbas Kazerouni,Stanford University,Benjamin Van Roy,Stanford University,Conservative Contextual Linear Bandits
475,Nir Levine,DeepMind,Shie Mannor,Technion,Rotting Bandits
476,Honglei Zhuang,University of Illinois,Yifan Wang,Tsinghua University,Identifying Outlier Arms in Multi-Armed Bandit
477,Aniket Anand Deshmukh,"University of Michigan, Ann Arbor",Clay Scott,University of Michigan,Multi-Task Learning for Contextual Bandits
478,Nicolò Cesa-Bianchi,"Università degli Studi di Milano, Italy",Gabor Lugosi,Pompeu Fabra University,Boltzmann Exploration Done Right
479,Chao Qin,Columbia University,Daniel Russo,Columbia University,Improving the Expected Improvement Algorithm
480,Ervin Tanczos,University of Wisconsin - Madison,Bob Mankoff,Former Cartoon Editor of The New Yorker,A KL-LUCB algorithm for Large-Scale Crowdsourcing
481,Kwang-Sung Jun,UW-Madison,Rebecca Willett,University of Wisconsin,Scalable Generalized Linear Bandits: Online Computation and Hashing
482,Julien Audiffren,"Exascale Infolab, Fribourg University",Liva Ralaivola,"LIF, IUF, Aix-Marseille University, CNRS",Bandits Dueling on Partially Ordered Sets
483,Junpei Komiyama,The University of Tokyo,Akiko Takeda,The University of Tokyo / RIKEN,Position-based Multiple-play Bandit Problem with Unknown Position Bias
484,Zheng Wen,Adobe Research,Sharan Vaswani,University of British Columbia,Online Influence Maximization under Independent Cascade Model with Semi-Bandit Feedback
485,Tor Lattimore,DeepMind,Tor Lattimore,DeepMind,A Scale Free Algorithm for Stochastic Bandits with Bounded Kurtosis
486,Fabio Cecchi,Eindhoven University of Technology,Nidhi Hegde,Nokia Bell Labs,Adaptive Active Hypothesis Testing under Limited Information
487,Sanjiban Choudhury,University of Washington,Sebastian Scherer,Carnegie Mellon University,Near-Optimal Edge Evaluation in Explicit Generalized Binomial Graphs
488,Taylor Killian,Harvard University,George Konidaris,Brown University,Robust and Efficient Transfer Learning with Hidden Parameter Markov Decision Processes
489,Sang-Woo Lee,Naver Corp.,Byoung-Tak Zhang,Seoul National University & Surromind Robotics,Overcoming Catastrophic Forgetting by Incremental Moment Matching
490,Simon Du,Carnegie Mellon University,Barnabas Poczos,Carnegie Mellon University,Hypothesis Transfer Learning via Transformation Functions
491,Sylvestre-Alvise Rebuffi,University of Oxford,Andrea Vedaldi,Facebook AI Research and University of Oxford,Learning multiple visual domains with residual adapters
492,Hsiao-Yu Tung,Carnegie Mellon University,Katerina Fragkiadaki,Carnegie Mellon University,Self-supervised Learning of Motion Capture
493,Linus Hamilton,MIT,Ankur Moitra,MIT,"Information Theoretic Properties of Markov Random Fields, and their Algorithmic Applications"
494,Jinseok Nam,TU Darmstadt,Johannes Fürnkranz,TU Darmstadt,Maximizing Subset Accuracy with Recurrent Neural Networks in Multi-label Classification
495,Vikas Garg,MIT,Tommi Jaakkola,MIT,Local Aggregative Games
496,James McInerney,Spotify Research,James McInerney,Spotify Research,An Empirical Bayes Approach to Optimizing Machine Learning Algorithms
497,Kari Rantanen,University of Helsinki,Matti Järvisalo,University of Helsinki,Learning Chordal Markov Networks via Branch and Bound
498,Minje Jang,KAIST,Sewoong Oh,UIUC,Optimal Sample Complexity of M-wise Data for Top-K Ranking
499,Xiangru Huang,University of Texas at Austin,Qixing Huang,The University of Texas at Austin,Translation Synchronization via Truncated Least Squares
500,Hao He,"MIT, CSAIL",David Wipf,Microsoft Research,From Bayesian Sparsity to Gated Recurrent Nets
501,Yingxiang Yang,University of Illinois at Urbana Champaign,Negar Kiyavash,Georgia Tech,Online Learning for Multivariate Hawkes Processes
502,Daniele Calandriello,INRIA Lille - Nord Europe,Michal Valko,DeepMind Paris and Inria Lille - Nord Europe,Efficient Second-Order Online Kernel Learning with Adaptive Embedding
503,Kfir Levy,ETH,Kfir Levy,ETH,"Online to Offline Conversions, Universality and Adaptive Minibatch Sizes"
504,Ilja Kuzborskij,University of Milan,Nicolò Cesa-Bianchi,"Università degli Studi di Milano, Italy",Nonparametric Online Regression while Learning the Metric
505,Ashok Cutkosky,Google,Kwabena A Boahen,Stanford University,Stochastic and Adversarial Online Learning without Hyperparameters
506,Tomer Koren,Google,Roi Livni,Princeton,Affine-Invariant Online Optimization and the Low-rank Experts Problem
507,Hao Yu,University of Southern California,Xiaohan Wei,University of Southern California,Online Convex Optimization with Stochastic Constraints
508,Ofer Dekel,Microsoft Research,Patrick Jaillet,MIT,Online Learning with a Hint
509,Dan Garber,Technion - Israel Institute of Technology,Dan Garber,Technion - Israel Institute of Technology,Efficient Online Linear Optimization with Approximation Algorithms
510,Wojtek Kotlowski,Poznan University of Technology,Alan Malek,MIT,Random Permutation Online Isotonic Regression
511,Yasin Abbasi Yadkori,Adobe Research,Victor Gabillon,QUT - ACEMS,Near Minimax Optimal Players for the Finite-Time 3-Expert Prediction Problem
512,Sevi Baltaoglu,Cornell University,Qing Zhao,Cornell University,Online Learning of Optimal Bidding Strategy in Repeated Multi-Commodity Auctions
513,Tim Roughgarden,Stanford University,Okke Schrijvers,Facebook Inc.,Online Prediction with Selfish Experts
514,arthur flajolet,MIT,Patrick Jaillet,MIT,Real-Time Bidding with Side Information
515,Qinshi Wang,Princeton University,Wei Chen,Microsoft Research,Improving Regret Bounds for Combinatorial Semi-Bandits with Probabilistically Triggered Arms and Its Applications
516,Ehsan Emamjomeh-Zadeh,U. of Southern California,David Kempe,U. of Southern California,A General Framework for Robust Interactive Learning
517,Raef Bassily,The Ohio State University,Abhradeep Guha Thakurta,University of California Santa Cruz,Practical Locally Private Heavy Hitters
518,Giulia Fanti,Carnegie Mellon University,Pramod Viswanath,UIUC,Deanonymization in the Bitcoin P2P Network
519,Katrina Ligett,Hebrew University,Steven Wu,Microsoft,Accuracy First: Selecting a Differential Privacy Level for Accuracy Constrained ERM
520,Joseph Geumlek,UCSD,Kamalika Chaudhuri,UCSD,Renyi Differential Privacy Mechanisms for Posterior Sampling
521,Bolin Ding,Microsoft,Sergey Yekhanin,Microsoft,Collecting Telemetry Data Privately
522,Jamie Hayes,University College London,George Danezis,University College London,Generating steganographic images via adversarial training
523,Kohei Hayashi,Preferred Networks,Yuichi Yoshida,"National Institute of Informatics and Preferred Infrastructure, Inc.",Fitting Low-Rank Tensors in Constant Time
524,Christian Borgs,Microsoft Research New England,Devavrat Shah,Massachusetts Institute of Technology,Thy Friend is My Friend: Iterative Collaborative Filtering for Sparse Matrix Estimation
525,Flavio Chierichetti,Sapienza University,Sergei Vassilvitskii,Google,Fair Clustering Through Fairlets
526,Geoff Pleiss,Cornell University,Kilian Weinberger,Cornell University,On Fairness and Calibration
527,Niki Kilbertus,MPI Tuebingen & Cambridge,Bernhard Schölkopf,MPI for Intelligent Systems,Avoiding Discrimination through Causal Reasoning
528,Flavio Calmon,Harvard University,Kush Varshney,IBM Research,Optimized Pre-Processing for Discrimination Prevention
529,Novi Quadrianto,University of Sussex and HSE,Viktoriia Sharmanska,Imperial College London,Recycling Privileged Learning and Distribution Matching for Fairness
530,Bilal Zafar,Bosch Center for Artificial Intelligence,Adrian Weller,University of Cambridge,From Parity to Preference-based Notions of Fairness in Classification
531,Sirui Yao,Virginia Polytechnic Institute and State University,Bert Huang,Virginia Tech,Beyond Parity: Fairness Objectives for Collaborative Filtering
532,Mahdi Karami,University of Alberta,Csaba Szepesvari,University of Alberta,Multi-view Matrix Factorization for Linear Dynamical System Estimation
533,Amir-massoud Farahmand,MERL,Daniel Nikovski,,Random Projection Filter Bank for Time Series Data
534,Hongteng Xu,Duke University,Hongyuan Zha,Georgia Tech,A Dirichlet Mixture Model of Hawkes Processes for Event Sequence Clustering
535,Yichen Wang,Georgia Tech,Le Song,Ant Financial & Georgia Institute of Technology,Predicting User Activity Level In Point Processes With Mass Transport Equation
536,Adith Swaminathan,Microsoft Research,Imed Zitouni,Microsoft,Off-policy evaluation for slate recommendation
537,Le Fang,University at Buffalo-SUNY,Chunming Qiao,,Expectation Propagation with Stochastic Kinetic Model in Complex Interaction Systems
538,Julien Pérolat,CNRS,Thore Graepel,DeepMind,A multi-agent reinforcement learning model of common-pool resource appropriation
539,Kiran Garimella,Aalto University,Nikolaj Tatti,Aalto University,Balancing information exposure in social networks
540,Jinfeng Yi,JD AI Research,Yao Li,"University of California, Davis",Scalable Demand-Aware Recommendation
541,Hsiang-Fu Yu,U Texas,Inderjit Dhillon,University of Texas at Austin,A Greedy Approach for Budgeted Maximum Inner Product Search
542,Kartik Ahuja,"University of California, Los Angeles",Mihaela van der Schaar,UCLA and Oxford University,DPSCREEN: Dynamic Personalized Screening
543,Ahmed M. Alaa,UCLA,Mihaela van der Schaar,UCLA and Oxford University,Deep Multi-task Gaussian Processes for Survival Analysis with Competing Risks
544,Mingzhe Wang,University of Michigan,Jia Deng,University of Michigan,Premise Selection for Theorem Proving by Deep Graph Embedding
545,John T Halloran,"University of California, Davis",David M Rocke,"University of California, Davis",Gradients of Generative Models for Improved Discriminative Analysis of Tandem Mass Spectra
546,Tianxiao Shen,MIT,Tommi Jaakkola,MIT,Style Transfer from Non-Parallel Text by Cross-Alignment
547,Serhii Havrylov,University of Edinburgh,Ivan Titov,University of Edinburgh / University of Amsterdam,Emergence of Language with Multi-agent Games: Learning to Communicate with Sequences of Symbols
548,Yuandong Tian,Facebook AI Research,Larry Zitnick,Facebook AI Research,"ELF: An Extensive, Lightweight and Flexible Research Platform for Real-time Strategy Games"
549,Evan Racah,"Mila, Université de Montréal",Chris Pal,"MILA, Polytechnique Montréal, Element AI","ExtremeWeather: A large-scale climate dataset for semi-supervised detection, localization, and understanding of extreme weather events"
550,Shuang Liu,"University of California, San Diego",Kamalika Chaudhuri,UCSD,Approximation and Convergence Properties of Generative Adversarial Learning
551,Vaishnavh Nagarajan,Carnegie Mellon University,J. Zico Kolter,Carnegie Mellon University / Bosch Center for AI,Gradient descent GAN optimization is locally stable
552,Richard Nock,"Data61, The Australian National University & The University of Sydney",Robert Williamson,Australian National University & Data61,f-GANs in an Information Geometric Nutshell
553,Lars Mescheder,Max-Planck Institute Tuebingen,Andreas Geiger,MPI Tübingen,The Numerics of GANs
554,Roderich Gross,The University of Sheffield,Melvin Gauci,Harvard University,Generalizing GANs: A Turing Perspective
555,Yujia Li,University of Toronto,Richard Zemel,Vector Institute/University of Toronto,Dualing GANs
556,Youssef Mroueh,IBM T.J Watson Research Center,Tom Sercu,IBM Research,Fisher GAN
557,Gilles Louppe,New York University,Kyle Cranmer,New York University,Learning to Pivot with Adversarial Networks
558,Ishaan Gulrajani,Google,Aaron Courville,U. Montreal,Improved Training of Wasserstein GANs
559,Chun-Liang Li,Carnegie Mellon University,Barnabas Poczos,Carnegie Mellon University,MMD GAN: Towards Deeper Understanding of Moment Matching Network
560,Martin Heusel,LIT AI Lab / University Linz,Sepp Hochreiter,LIT AI Lab / University Linz,GANs Trained by a Two Time-Scale Update Rule Converge to a Local Nash Equilibrium
561,Akash Srivastava,University of Edinburgh,Charles Sutton,Google,VEEGAN: Reducing Mode Collapse in GANs using Implicit Variational Learning
562,Abhishek Kumar,Google,Tom Fletcher,University of Utah,Semi-supervised Learning with GANs: Manifold Invariance with Improved Inference
563,Zihang Dai,Carnegie Mellon University,Ruslan Salakhutdinov,Carnegie Mellon University,Good Semi-supervised Learning That Requires a Bad GAN
564,Yunus Saatci,Uber AI Labs,Andrew Wilson,Cornell University,Bayesian GAN
565,Tu Nguyen,Deakin University,Dinh Phung,Deakin University,Dual Discriminator Generative Adversarial Nets
566,Chunyuan Li,Duke University,Lawrence Carin,Duke University,ALICE: Towards Understanding Adversarial Learning for Joint Distribution Matching
567,Chongxuan LI,Tsinghua University,Bo Zhang,Tsinghua University,Triple Generative Adversarial Nets
568,Zhe Gan,Duke University,Lawrence Carin,Duke University,Triangle Generative Adversarial Networks
569,Zhijie Deng,Tsinghua University,Eric Xing,Petuum Inc. /  Carnegie Mellon University,Structured Generative Adversarial Networks
570,Alireza Makhzani,University of Toronto,Brendan J Frey,"Deep Genomics, Vector Institute, Univ. Toronto",PixelGAN Autoencoders
571,Alexander Ratner,Stanford,Chris Ré,Stanford,Learning to Compose Domain-Specific Transformations for Data Augmentation
572,Ming-Yu Liu,NVIDIA,Jan Kautz,NVIDIA,Unsupervised Image-to-Image Translation Networks
573,Qizhe Xie,Carnegie Mellon University,Graham Neubig,Carnegie Mellon University,Controllable Invariance through Adversarial Feature Learning
574,Kevin Lin,University of Washington,Zhengyou Zhang,Microsoft Research,Adversarial Ranking for Language Generation
575,Han Zhao,Carnegie Mellon University,Geoffrey Gordon,MSR Montréal & CMU,Linear Time Computation of Moments in Sum-Product Networks
576,Ashish Vaswani,Google Brain,Illia Polosukhin,,Attention is All you Need
577,George Papamakarios,University of Edinburgh,Theo Pavlakou,The University of Edinburgh,Masked Autoregressive Flow for Density Estimation
578,Anirudh Goyal ALIAS PARTH GOYAL,Université de Montréal,Yoshua Bengio,U. Montreal,Variational Walkback: Learning a Transition Operator as a Stochastic Recurrent Net
579,Wei Wen,Duke University,Helen Li,Duke University,TernGrad: Ternary Gradients to Reduce Communication in Distributed Deep Learning
580,Tim Rocktäschel,University of Oxford,Sebastian Riedel,University College London,End-to-End Differentiable Proving
581,Adam Santoro,DeepMind,Timothy Lillicrap,Google DeepMind,A simple neural network module for relational reasoning
582,Yunpeng Chen,National University of Singapore,Jiashi Feng,National University of Singapore,Dual Path Networks
583,Wouter Boomsma,University of Copenhagen,Jes Frellsen,IT University of Copenhagen,Spherical convolutions and their application in molecular modelling
584,Manzil Zaheer,Google,Alex Smola,Amazon - We are hiring!,Deep Sets
585,Balaji Lakshminarayanan,Google Deepmind,Charles Blundell,DeepMind,Simple and Scalable Predictive Uncertainty Estimation using Deep Ensembles
586,Günter Klambauer,LIT AI Lab / University Linz,Sepp Hochreiter,LIT AI Lab / University Linz,Self-Normalizing Neural Networks
587,Sergey Ioffe,Google,Sergey Ioffe,Google,Batch Renormalization: Towards Reducing Minibatch Dependence in Batch-Normalized Models
588,Elad Hoffer,Technion,Daniel Soudry,Technion,"Train longer, generalize better: closing the generalization gap in large batch training of neural networks"
589,Jeffrey Pennington,Google Brain,Pratik Worah,Google,Nonlinear random matrix theory for deep learning
590,Yee Teh,DeepMind,Razvan Pascanu,Google DeepMind,Distral: Robust multitask reinforcement learning
591,Seb Racanière,Google DeepMind,Daan Wierstra,DeepMind Technologies,Imagination-Augmented Agents for Deep Reinforcement Learning
592,Yuhuai Wu,University of Toronto,Jimmy Ba,University of Toronto / Vector Institute,Scalable trust-region method for deep reinforcement learning using Kronecker-factored approximation
593,Elias Khalil,Georgia Tech,Le Song,Ant Financial & Georgia Institute of Technology,Learning Combinatorial Optimization Algorithms over Graphs
594,Yitong Li,Duke University,David Carlson,Duke University,Targeting EEG/LFP Synchrony with Neural Nets
595,Chengxu Zhuang,Stanford University,Daniel Yamins,Stanford University,Toward Goal-Driven Neural Network Models for the Rodent Whisker-Trigeminal System
596,Artur Speiser,"research center caesar, an associate of the Max Planck Society",Jakob H Macke,"research center caesar, an associate of the Max Planck Society",Fast amortized inference of neural activity from calcium imaging data with variational autoencoders
597,Jiajun Wu,MIT,Josh Tenenbaum,MIT,Learning to See Physics via Visual De-animation
598,Zhoutong Zhang,MIT,Bill Freeman,MIT/Google,Shape and Material from Sound
599,Nikhil Parthasarathy,New York University,Liam Paninski,Columbia University,Neural Networks for Efficient Bayesian Decoding of Natural Images from Retinal Neurons
600,Giuseppe Pica,Istituto Italiano di Tecnologia,Stefano Panzeri,Istituto Italiano di Tecnologia,Quantifying how much sensory information in a neural code is relevant for behavior
601,Laurence Aitchison,University of Cambridge,Srini C Turaga,"Janelia Research Campus, Howard Hughes Medical Institute",Model-based Bayesian inference of neural activity and connectivity from all-optical interrogation of a neural circuit
602,Muhammad Yousefnezhad,Nanjing University of Aeronautics and Astronautics,Daoqiang Zhang,Nanjing University of Aeronautics and Astronautics,Deep Hyperalignment
603,Cesar F Caiafa,CONICET,Franco Pestilli,Indiana University,Unified representation of tractography and diffusion-weighted MRI data using sparse multidimensional arrays
604,Holakou Rahmanian,University of California at Santa Cruz,Manfred K. Warmuth,Univ. of Calif. at Santa Cruz,Online Dynamic Programming
605,Emily Denton,New York University,vighnesh Birodkar,New York University,Unsupervised Learning of Disentangled Representations from Video
606,Lin Chen,Yale University,Amin Karbasi,Yale,Interactive Submodular Bandit
607,Slobodan Mitrovic,EPFL,Volkan Cevher,EPFL,Streaming Robust Submodular Maximization: A Partitioned Thresholding Approach
608,Eric Balkanski,Harvard University,Yaron Singer,Harvard University,Minimizing a Submodular Function from Samples
609,Pratibha Vellanki,Deakin University,Svetha Venkatesh,Deakin University,Process-constrained batch Bayesian optimisation
610,Ashia C Wilson,UC Berkeley,Benjamin Recht,UC Berkeley,The Marginal Value of Adaptive Gradient Methods in Machine Learning
611,Fabian Pedregosa,UC Berkeley / ETH Zurich,Simon Lacoste-Julien,Université de Montréal,Breaking the Nonsmooth Barrier: A Scalable Parallel Method for Composite Optimization
612,Omar El Housni,Columbia University,Vineet Goyal,Columbia University,Beyond Worst-case: A Probabilistic Analysis of Affine Policies in Dynamic Optimization
613,Luiz Chamon,University of Pennsylvania,Alejandro Ribeiro,University of Pennsylvania,Approximate Supermodularity Bounds for Experimental Design
614,Krzysztof Choromanski,Google Brain Robotics,Vikas Sindhwani,Google,On Blackbox Backpropagation and Jacobian Sensing
615,Tao Sun,National university of defense technology,Wotao Yin,"University of California, Los Angeles",Asynchronous Coordinate Descent under More Realistic Assumptions
616,Arya Mazumdar,University of Massachusetts Amherst,Barna Saha,University of Massachusetts Amherst,Clustering with Noisy Queries
617,Karl Bringmann,Saarland University,David Woodruff,Carnegie Mellon University,Approximation Algorithms for $\ell_0$-Low Rank Approximation
618,Yuanzhi Li,Princeton University,Yang Yuan,Cornell University,Convergence Analysis of Two-layer Neural Networks with ReLU Activation
619,Xiangru Lian,University of Rochester,Ji Liu,University of Rochester,Can Decentralized Algorithms Outperform Centralized Algorithms? A Case Study for Decentralized Parallel Stochastic Gradient Descent
620,Mohammad Ali Bashiri,University of Illinois at Chicago,Xinhua Zhang,University of Illinois at Chicago (UIC),Decomposition-Invariant Conditional Gradient for General Polytopes with Line Search
621,Can Karakus,UCLA,Wotao Yin,"University of California, Los Angeles",Straggler Mitigation in Distributed Optimization Through Data Encoding
622,Yi Xu,The University of Iowa,Tianbao Yang,The University of Iowa,ADMM without a Fixed Penalty Parameter: Faster Convergence with New Adaptive Penalization
623,Chaobing Song,Tsinghua University,Shu-Tao Xia,Tsinghua University,Accelerated Stochastic Greedy Coordinate Descent by Soft Thresholding Projection onto Simplex
624,Sebastian Stich,EPFL,Martin Jaggi,EPFL,Safe Adaptive Importance Sampling
625,Vincent Roulet,University of Washington,Alexandre d'Aspremont,CNRS - Ecole Normale Supérieure,"Sharpness, Restart and Acceleration"
626,Alberto Bietti,Inria,Julien Mairal,Inria,Stochastic Optimization with Variance Reduction for Infinite Datasets with Finite Sum Structure
627,Christopher Srinivasa,University of Toronto/Borealis AI,Brendan J Frey,"Deep Genomics, Vector Institute, Univ. Toronto",Min-Max Propagation
628,Marco Fraccaro,Technical University of Denmark (DTU),Ole Winther,Technical University of Denmark,A Disentangled Recognition and Nonlinear Dynamics Model for Unsupervised Learning
629,Yarin Gal,University of Oxford,Alex Kendall,University of Cambridge,Concrete Dropout
630,George Tucker,Google Brain,Jascha Sohl-Dickstein,Google Brain,"REBAR: Low-variance, unbiased gradient estimates for discrete latent variable models"
631,Dustin Tran,Columbia University & OpenAI,David Blei,Columbia University,Hierarchical Implicit Models and Likelihood-Free Variational Inference
632,Geoffrey Roeder,University of Toronto,David Duvenaud,University of Toronto,"Sticking the Landing: Simple, Lower-Variance Gradient Estimators for Variational Inference"
633,Robert Bamler,Disney Research,Stephan Mandt,Disney Research,Perturbative Black Box Variational Inference
634,Jeff Regier,UC Berkeley,Jon McAuliffe,UC Berkeley,Fast Black-box Variational Inference through Stochastic Trust-Region Optimization
635,Rishit Sheth,Microsoft Research New England,Roni Khardon,"Indiana University, Bloomington",Excess Risk Bounds for the Bayes Risk using Variational Inference in Latent Gaussian Models
636,Murat Kocaoglu,MIT-IBM Watson AI Lab,Elias Bareinboim,Purdue,Experimental Design for Learning Causal Graphs with Latent Variables
637,Yuhao Wang,MIT,Caroline Uhler,Massachusetts Institute of Technology,Permutation-based Causal Inference Algorithms with Interventions
638,AmirEmad Ghassami,University of Illinois at Urbana–Champaign,Kun Zhang,CMU,Learning Causal Structures Using Regression Invariance
639,Matt Kusner,University of Oxford,Ricardo Silva,University College London,Counterfactual Fairness
640,Christos Louizos,University of Amsterdam,Max Welling,University of Amsterdam and University of California Irvine and CIFAR,Causal Effect Inference with Deep Latent-Variable Models
641,Mikhail Yurochkin,IBM Research AI,Long Nguyen,University of Michigan,Conic Scan-and-Cover algorithms for nonparametric topic modeling
642,Arthur Choi,UCLA,Adnan Darwiche,UCLA,Tractability in Structured Probability Spaces
643,Jonathan Huggins,Massachusetts Institute of Technology,Tamara Broderick,MIT,PASS-GLM: polynomial approximate sufficient statistics for scalable Bayesian GLM inference
644,Anirban Roychowdhury,Ohio State University,Srinivasan Parthasarathy,The Ohio State University,Adaptive Bayesian Sampling with Monte Carlo EM
645,Peter Schulam,Johns Hopkins University,Suchi Saria,Johns Hopkins University,Reliable Decision Support using Counterfactual Models
646,Matthias Poloczek,Cornell University,Peter Frazier,Cornell / Uber,Multi-Information Source Optimization
647,Hugh Salimbeni,Imperial College London,Marc Deisenroth,Imperial College London,Doubly Stochastic Variational Inference for Deep Gaussian Processes
648,Mark van der Wilk,University of Cambridge,James Hensman,PROWLER.io,Convolutional Gaussian Processes
649,Yi Ding,University of Chicago,Jon Eskreis-Winkler,University of Chicago,Multiresolution Kernel Approximation for Gaussian Process Regression
650,Christoph Dann,Carnegie Mellon University,Emma Brunskill,Stanford University,Unifying PAC and Regret: Uniform PAC Bounds for Episodic Reinforcement Learning
651,Kareem Amin,Google Research,Satinder Singh,University of Michigan,Repeated Inverse Reinforcement Learning
652,Dylan Hadfield-Menell,UC Berkeley,Anca Dragan,UC Berkeley,Inverse Reward Design
653,Joao V Messias,Morpheus Labs,Shimon Whiteson,Oxford University,Dynamic-Depth Context Tree Weighting
654,Duc Nguyen,Singapore Management University,Hoong Chuin Lau,Singapore Management University,Policy Gradient With Value Function Approximation For Collective Multiagent Planning
655,Marc Lanctot,DeepMind,Thore Graepel,DeepMind,A Unified Game-Theoretic Approach to Multiagent Reinforcement Learning
656,El-Mahdi El Mhamdi,EPFL,Alexandre Maurer,EPFL,Dynamic Safe Interruptibility for Decentralized Multi-Agent Reinforcement Learning
657,Ryan Lowe,McGill University,Igor Mordatch,OpenAI,Multi-Agent Actor-Critic for Mixed Cooperative-Competitive Environments
658,Peter Bartlett,UC Berkeley,Matus Telgarsky,UIUC,Spectrally-normalized margin bounds for neural networks
659,Anton Osokin,CS HSE,Simon Lacoste-Julien,Université de Montréal,On Structured Prediction Theory with Calibrated Convex Surrogate Losses
660,Avrim Blum,Toyota Technological Institute at Chicago,Mingda Qiao,Tsinghua University,Collaborative PAC Learning
661,Noga Alon,Tel Aviv University,Amir Yehudayoff,Technion - Israel institue of Technology,Submultiplicative Glivenko-Cantelli and Uniform Convergence of Revenues
662,Vitaly Kuznetsov,Google Research,Mehryar Mohri,Courant Institute and Google,Discriminative State Space Models
663,Zhengyuan Zhou,Stanford University,Claire Tomlin,UC Berkeley,Countering Feedback Delays in Multi-Agent Learning
664,Hong Namkoong,Stanford University,John Duchi,Stanford,Variance-based Regularization with Convex Objectives
665,Aditi Raghunathan,Stanford University,Ravishankar Krishnawamy,Microsoft Research India,Learning Mixture of Gaussians with Streaming Data
666,Heinrich Jiang,Google,Heinrich Jiang,Google,On the Consistency of Quick Shift
667,Yuting Wei,"University of California, Berkeley",Martin Wainwright,UC Berkeley,Early stopping for kernel boosting algorithms: A general analysis with localized complexities
668,Kevin Lin,Carnegie Mellon University,Ryan Tibshirani,Carnegie Mellon University,"A Sharp Error Analysis for the Fused Lasso, with Application to Approximate Changepoint Screening"
669,Chuang Wang,Harvard University,Yue Lu,Harvard University,The Scaling Limit of High-Dimensional Online Independent Component Analysis
670,Ashkan Panahi,North Carolina State University,Babak Hassibi,Caltech,A Universal Analysis of Large-Scale Regularized Least Squares Solutions
671,Bowei Yan,Jump Trading,Purnamrita Sarkar,UT Austin,Convergence of Gradient EM on Multi-component Mixture of Gaussians
672,Aaditya Ramdas,"University of California, Berkeley",Michael Jordan,UC Berkeley,Online control of the false discovery rate with decaying memory
