,first-author,first-author-affiliation,last-author,last-author-affiliation,title
452,Xinghua Lou,Vicarious FPC Inc,Dileep George,Vicarious,Generative Shape Models: Joint Text Recognition and Segmentation with Very Little Training Data
453,Arno Onken,IIT,Stefano Panzeri,IIT,Mixed vine copulas as joint models of spike counts and local field potentials
454,Zeyuan Allen-Zhu,Princeton University,Elad Hazan,Princeton University,Optimal Black-Box Reductions Between Optimization Objectives
455,Jason E Weston,Facebook AI Research,Jason E Weston,Facebook AI Research,Dialog-based Language Learning
456,Wei-Shou Hsu,University of Waterloo,Pascal Poupart,University of Waterloo & Vector Institute,Online Bayesian Moment Matching for Topic Modeling with Unknown Number of Topics
457,Jin Lu,University of Connecticut,Jinbo Bi,University of Connecticut,A Sparse Interactive Model for Matrix Completion with Side Information
458,Ilija Bogunovic,EPFL Lausanne,Volkan Cevher,EPFL,Truncated Variance Reduction: A Unified Approach to Bayesian Optimization and Level-Set Estimation
459,Rishi Gupta,Stanford,Sergei Vassilvitskii,Google,On Mixtures of Markov Chains
460,Qilong Gu,University of Minnesota,Arindam Banerjee,"University of Minnesota, Twin Cities",High Dimensional Structured Superposition Models
461,Lalit Jain,University of Michigan,Rob Nowak,University of Wisconsin Madison,Finite Sample Prediction and Recovery Bounds for Ordinal Embedding
462,Han-Jia Ye,Nanjing University,Zhi-Hua Zhou,Nanjing University,What Makes Objects Similar: A Unified Multi-Metric Learning Approach
463,David Harwath,MIT CSAIL,James Glass,MIT CSAIL,Unsupervised Learning of Spoken Language with Visual Context
464,Xinghao Pan,UC Berkeley,Benjamin Recht,UC Berkeley,Cyclades: Conflict-free Asynchronous Machine Learning
465,Peter Schulam,Johns Hopkins University,Raman Arora,Johns Hopkins University,Disease Trajectory Maps
466,George Papamakarios,University of Edinburgh,Iain Murray,University of Edinburgh,Fast ε-free Inference of Simulation Models with Bayesian Conditional Density Estimation
467,Artem Sokolov,Heidelberg University,Christopher Lo,Tufts University,Stochastic Structured Prediction under Bandit Feedback
468,Crane Huang,LIBR,Martin Paulus,LIBR,Learning under uncertainty: a comparison between R-W and Bayesian approach
469,Taiji Suzuki,The University of Tokyo/RIKEN-AIP,Yukihiro Tagami,Yahoo Japan Corporation,Minimax Optimal Alternating Minimization for Kernel Nonparametric Tensor Learning
470,Peter Chen,Columbia University,Bo Tang,University of Oxford,On the Recursive Teaching Dimension of VC Classes
471,Yossi Arjevani,Weizmann Institute of Science,Ohad Shamir,Weizmann Institute of Science,Dimension-Free Iteration Complexity of Finite Sum Optimization Problems
472,Sebastian Nowozin,Microsoft Research,Ryota Tomioka,MSRC,f-GAN: Training Generative Neural Samplers using Variational Divergence Minimization
473,Guillaume Rabusseau,Aix-Marseille University,Hachem Kadri,Aix-Marseille University,Low-Rank Regression with Tensor Responses
474,Huasen Wu,University of California at Davis,Xin Liu,University of California,Double Thompson Sampling for Dueling Bandits
475,Yuanjun Gao,Columbia University,John Cunningham,University of Columbia,Linear dynamical neural population models through nonlinear embeddings
476,Nagarajan Natarajan,Microsoft Research,Prateek Jain,Microsoft Research,Regret Bounds for Non-decomposable Metrics with Missing Labels
477,Liangbei Xu,Gatech,Mark Davenport,Georgia Institute of Technology,Dynamic matrix recovery from incomplete observations under an exact low-rank constraint
478,Yingzhen Li,University of Cambridge,Richard Turner,University of Cambridge,Rényi Divergence Variational Inference
479,Himabindu Lakkaraju,Stanford University,Jure Leskovec,Stanford University/Pinterest,Confusions over Time: An Interpretable Bayesian Model to Characterize Trends in Decision Making
480,Walid Krichene,UC Berkeley,Peter Bartlett,UC Berkeley,Adaptive Averaging in Accelerated Descent Dynamics
481,Tom Rainforth,University of Oxford,Frank Wood,University of British Columbia,Bayesian Optimization for Probabilistic Programs
482,Weiran Wang,"University of California, Merced",Nati Srebro,TTI-Chicago,Efficient Globally Convergent Stochastic Optimization for Canonical Correlation Analysis
483,Han Zhao,Carnegie Mellon University,Geoffrey Gordon,MSR Montréal & CMU,A Unified Approach for Learning the Parameters of Sum-Product Networks
484,Jiyan Yang,Stanford University,Yuekai Sun,University of Michigan,Feature-distributed sparse regression: a screen-and-clean approach
485,Tuomas Haarnoja,UC Berkeley,Pieter Abbeel,OpenAI / UC Berkeley / Gradescope,Backprop KF: Learning Discriminative Deterministic State Estimators
486,Saurabh Singh,UIUC,David Forsyth,UIUC,Swapout: Learning an ensemble of deep architectures
487,Antoine Desir,Columbia University,Danny Segev,University of Haifa,Assortment Optimization Under the Mallows model
488,Rajesh Ranganath,Princeton University,David Blei,Columbia University,Operator Variational Inference
489,Abdul-Saboor Sheikh,SAP Labs Berlin,Jörg Lücke,University of Oldenburg,Select-and-Sample for Spike-and-Slab Sparse Coding
490,Chinmay Hegde,Iowa State University,Ludwig Schmidt,MIT,Fast recovery from a union of subspaces
491,Casper Kaae Sønderby,University of Copenhagen,Ole Winther,Technical University of Denmark,Ladder Variational Autoencoders
492,Dehua Cheng,Univ. of Southern California,Kimis Perros,Georgia Institute of Technology,SPALS: Fast Alternating Least Squares via Implicit Leverage Scores Sampling
493,Xiao Chu,Cuhk,Xiaogang Wang,Chinese University of Hong Kong,CRF-CNN: Modeling Structured Information in Human Pose Estimation
494,Carlo Ciliberto,MIT,Alessandro Rudi,"École Normale Supérieure, INRIA",A Consistent Regularization Approach for Structured Prediction
495,Sébastien Gerchinovitz,Université Toulouse 3 - Paul Sabatier,Tor Lattimore,DeepMind,Refined Lower Bounds for Adversarial Bandits
496,Evgeniya Ustinova,Skoltech,Victor Lempitsky,Samsung,Learning Deep Embeddings with Histogram Loss
497,Yexiang Xue,Cornell University,Bart Selman,Cornell University,Solving Marginal MAP Problems with NP Oracles and Parity Constraints
498,Yang Song,Stanford University,Yong Ren,Tsinghua University,Kernel Bayesian Inference with Posterior Regularization
499,Xinran He,USC,Yan Liu,University of Southern California,Learning Influence Functions from Incomplete Observations
500,Tao Wu,Purdue University,David Gleich,Purdue University,General Tensor Spectral Co-clustering for Higher-Order Data
501,Scott Linderman,Columbia University,Jonathan Pillow,Princeton University,Bayesian latent structure discovery from multi-neuron recordings
502,Lin Chen,Yale University,Forrest W. Crawford,Yale University,Estimating the Size of a Large Network and its Communities from a Random Sample
503,Grégoire Montavon,TU Berlin,Marco Cuturi,Google Brain  &  CREST - ENSAE,Wasserstein Training of Restricted Boltzmann Machines
504,yan yang,Xi'an Jiaotong University,Zongben Xu,Xi'an Jiaotong University,Deep ADMM-Net for Compressive Sensing MRI
505,Thibaut Horel,Harvard University,Yaron Singer,Harvard University,Maximization of Approximately Submodular Functions
506,Yu-Xiong Wang,Carnegie Mellon University,Martial Hebert,Carnegie Mellon University,Combining Low-Density Separators with CNNs
507,Ayan Chakrabarti,TTI Chicago,Ayan Chakrabarti,TTI Chicago,Learning Sensor Multiplexing Design through Back-propagation
508,Kameron Harris,University of Washington,Eric Shea-Brown,University of Washington,High resolution neural connectivity from incomplete tracing data using nonnegative spline regression
509,Jiajun Wu,MIT,Josh Tenenbaum,MIT,Learning a Probabilistic Latent Space of Object Shapes via 3D Generative-Adversarial Modeling
510,Mohammad Javad Hosseini,University of Washington,Su-In Lee,University of Washington,Learning Sparse Gaussian Graphical Models with Overlapping Blocks
511,Maia Fraser,University of Ottawa,Maia Fraser,University of Ottawa,Multi-step learning and underlying structure in statistical models
512,Yiwen Guo,Intel Labs China,Yurong Chen,Intel Labs China,Dynamic Network Surgery for Efficient DNNs
513,Aryeh Kontorovich,Ben Gurion University,Ruth Urner,MPI Tuebingen,Active Nearest-Neighbor Learning in Metric Spaces
514,Mathias Niepert,NEC Labs Europe,Mathias Niepert,NEC Labs Europe,Discriminative Gaifman Models
515,Alex M Lamb,Montreal,Yoshua Bengio,U. Montreal,Professor Forcing: A New Algorithm for Training Recurrent Networks
516,Feng Nan,Boston University,Venkatesh Saligrama,Boston University,Pruning Random Forests for Prediction on a Budget
517,Mehrdad Farajtabar,Georgia Tech,Hongyuan Zha,Georgia Institute of Technology,Multistage Campaigning in Social Networks
518,Yichen Wang,Georgia Tech,Le Song,Georgia Institute of Technology,Coevolutionary Latent Feature Processes for Continuous-Time User-Item Interactions
519,Qi Lei,UT AUSTIN,Inderjit Dhillon,UT Austin & Amazon,Coordinate-wise Power Method
520,Conghui Tan,The Chinese University of HK,Yuqiu Qian,The University of Hong Kong,Barzilai-Borwein Step Size for Stochastic Gradient Descent
521,Vu C Dinh,Fred Hutchinson Cancer Center,Duy Nguyen,University of Wisconsin-Madison,Fast learning rates with heavy-tailed losses
522,Miguel A Bautista,Heidelberg University,Bjorn Ommer,Heidelberg University,CliqueCNN: Deep Unsupervised Exemplar Learning
523,William H Montgomery,University of Washington,Sergey Levine,University of Washington,Guided Policy Search via Approximate Mirror Descent
524,Prateek Jain,Microsoft Research,Inderjit Dhillon,UT Austin & Amazon,Structured Sparse Regression via Greedy Hard Thresholding
525,Dylan Foster,Cornell University,Eva Tardos,Cornell University,Learning in Games: Robustness of Fast Convergence
526,Roger Grosse,University of Toronto,Dan Roy,Univ of Toronto & Vector,Measuring the reliability of MCMC inference with bidirectional Monte Carlo
527,Tengyao Wang,University of Cambridge,Yaniv Plan,University of British Columbia,Average-case hardness of RIP certification
528,Chi Jin,UC Berkeley,Praneeth Netrapalli,Microsoft Research,Provable Efficient Online Matrix Completion via Non-convex Stochastic Gradient Descent
529,matt zhang,Nicta,Fang Chen,Data61,Infinite Hidden Semi-Markov Modulated Interaction Point Process
530,Shipra Agrawal,Columbia University,Nikhil Devanur,Microsoft Research,Linear Contextual Bandits with Knapsacks
531,Fan Yang,University of Chicago,John Lafferty,Yale University,Selective inference for group-sparse linear models
532,Arulkumar Subramaniam,IIT Madras,Anurag Mittal,IIT Madras,Deep Neural Networks with Inexact Matching for Person Re-Identification
533,Mengdi Wang,Princeton University,Ethan Fang,Pennsylvania State University,Accelerating Stochastic Composition Optimization
534,Wataru Kumagai,Kanagawa University,Wataru Kumagai,Kanagawa University,Learning Bound for Parameter Transfer Learning
535,Łukasz Kaiser,Google Brain,Samy Bengio,Apple,Can Active Memory Replace Attention?
536,Wenjie Luo,University of Toronto,Richard Zemel,Vector Institute/University of Toronto,Understanding the Effective Receptive Field in Deep Convolutional Neural Networks
537,Chen Huang,Chinese University of HongKong,Xiaoou Tang,The Chinese University of Hong Kong,Local Similarity-Aware Deep Feature Embedding
538,Julien Mairal,Inria,Julien Mairal,Inria,End-to-End Kernel Learning with Supervised Convolutional Kernel Networks
539,Weifeng Chen,University of Michigan,Jia Deng,University of Michigan,Single-Image Depth Perception in the Wild
540,Amit Daniely,Google Brain,Yoram Singer,Google,Toward Deeper Understanding of Neural Networks: The Power of Initialization and a Dual View on Expressivity
541,Ohad Shamir,Weizmann Institute of Science,Ohad Shamir,Weizmann Institute of Science,Without-Replacement Sampling for Stochastic Gradient Methods
542,jifeng dai,Microsoft,Jian Sun,Microsoft,R-FCN: Object Detection via Region-based Fully Convolutional Networks
543,Tianfan Xue,MIT CSAIL,Bill Freeman,MIT/Google,Visual Dynamics: Probabilistic Future Frame Synthesis via Cross Convolutional Networks
544,Ilya Shpitser,Johns Hopkins University,Ilya Shpitser,Johns Hopkins University,Consistent Estimation of Functions of Data Missing Non-Monotonically and Not at Random
545,Scott E Reed,University of Michigan,Honglak Lee,University of Michigan,Learning What and Where to Draw
546,Yiming Ying,State University of New York at Albany,Siwei Lyu,State University of New York at Albany,Stochastic Online AUC Maximization
547,Kenji Kawaguchi,MIT,Kenji Kawaguchi,MIT,Deep Learning without Poor Local Minima
548,Damien Scieur,INRIA - ENS,Francis Bach,INRIA - Ecole Normale Superieure,Regularized Nonlinear Acceleration
549,Pulkit Agrawal,UC Berkeley,Sergey Levine,University of Washington,Learning to Poke by Poking: Experiential Learning of Intuitive Physics
550,Tim Salimans,Algoritmica,Diederik Kingma,Google,Weight Normalization: A Simple Reparameterization to Accelerate Training of Deep Neural Networks
551,Dan Garber,Technion,Ofer Meshi,Google,Linear-Memory and Decomposition-Invariant Linearly Convergent Conditional Gradient Algorithm for Structured Polytopes
552,Emmanuel Abbe,Princeton University,Colin Sandon,Princeton University,Achieving the KS threshold in the general stochastic block model with linearized acyclic belief propagation
553,Felix Xinnan Yu,Google Research,Sanjiv Kumar,Google,Orthogonal Random Features
554,Christopher B Choy,Stanford University,Silvio Savarese,Stanford University,Universal Correspondence Network
555,Risi Kondor,The University of Chicago,Horace Pan,UChicago,The Multiscale Laplacian Graph Kernel
556,Vitaly Feldman,Apple,Vitaly Feldman,Apple,Generalization of ERM in Stochastic Convex Optimization: The Dimension Strikes Back
557,Shinji Ito,NEC Coorporation,Ryohei Fujimaki,NEC Data Science Research Laboratories,Large-Scale Price Optimization via Network Flow
558,Jost Tobias Springenberg,University of Freiburg,Frank Hutter,University of Freiburg,Bayesian Optimization with Robust Bayesian Neural Networks
559,Vladimir Golkov,Technical University of Munich,Daniel Cremers,Technical University of Munich,Protein contact prediction from amino acid co-evolution using convolutional networks for graph-valued images
560,Gao Huang,Cornell University,Kilian Weinberger,Cornell University / ASAPP Research,Supervised Word Mover's Distance
561,Moontae Lee,Cornell University,David Mimno,Cornell University,Beyond Exchangeability: The Chinese Voting Process
562,Aaron Schein,UMass Amherst,Mingyuan Zhou,University of Texas at Austin,Poisson-Gamma dynamical systems
563,Wittawat Jitkrittum,Gatsby Unit,Arthur Gretton,"Gatsby Unit, UCL",Interpretable Distribution Features with Maximum Testing Power
564,Dmitry Krotov,Institute for Advanced Study,John J. Hopfield,Princeton Neuroscience Institute,Dense Associative Memory for Pattern Recognition
565,Matthew Chalk,IST Austria,Gasper Tkacik,Institute of Science and Technology Austria,Relevant sparse codes with variational information bottleneck
566,Been Kim,Google Brain,Rajiv Khanna,UT Austin,"Examples are not enough, learn to criticize! Criticism for Interpretability "
567,Mark Ho,Brown University,Joe L Austerweil,University of Wisconsin-Madison,Showing versus doing: Teaching by demonstration
