,first-author,first-author-affiliation,last-author,last-author-affiliation,title
1016,Arthur Gretton,"Gatsby Unit, UCL",Bharath Sriperumbudur,The Pennsylvania State University,Temporal Variability in Implicit Online Learning
1017,Samuel J Gershman,Harvard University,Josh Tenenbaum,MIT,Prediction with Corrupted Expert Advice
1018,Jong Kyoung Kim,POSTECH,Seungjin Choi,BARO AI,A mathematical model for automatic differentiation in machine learning
1019,Arkadas Ozakin,Georgia Institute of Technology,Alexander Gray,Skytree Inc. and Georgia Tech,Online Non-Convex Optimization with Imperfect Feedback
1020,Piyush Rai,Duke University,Hal Daumé III,Univ of Maryland / Microsoft Research,Adaptive Importance Sampling for Finite-Sum Optimization and Sampling with Decreasing Step-Sizes
1021,Mike Mozer,Google Research and U. Colorado Boulder,Edward Vul,Massachusetts Institute of Technology,Differentially-Private Federated Linear Bandits
1022,Brian Kulis,UC Berkeley,Trevor Darrell,UC Berkeley,Learning Strategy-Aware Linear Classifiers
1023,Bryan C Russell,U Washington,Andrew Zisserman,DeepMind & University of Oxford,BRP-NAS: Prediction-based NAS using GCNs
1024,Arthur Gretton,"Gatsby Unit, UCL",Bharath Sriperumbudur,The Pennsylvania State University,Neural Architecture Generator Optimization
1025,Xiaolin Yang,Carnegie Mellon University,Eric Xing,Petuum Inc. /  Carnegie Mellon University,Bridging the Gap between Sample-based and One-shot Neural Architecture Search with BONAS
1026,Jonathan W Pillow,UT Austin,Jonathan W Pillow,UT Austin,AutoSync: Learning to Synchronize for Data-Parallel Distributed Deep Learning
1027,Arthur Gretton,"Gatsby Unit, UCL",Arthur Gretton,"Gatsby Unit, UCL",Agnostic Learning with Multiple Objectives
1028,Marek Petrik,IBM,Shlomo Zilberstein,Univ of Mass,Training Stronger Baselines for Learning to Optimize
1029,Theodore Perkins,Ottawa Hospital Research Institute,Theodore Perkins,Ottawa Hospital Research Institute,GPU-Accelerated Primal Learning for Extremely Fast Large-Scale Classification
1030,Sahand N Negahban,"University of California, Berkeley",Bin Yu,None,Group Knowledge Transfer: Federated Learning of Large CNNs at the Edge
1031,Shuai Huang,Arizona State University,Jieping Ye,Arizona State University,Geometric Dataset Distances via Optimal Transport
1032,Martin A Zinkevich,Yahoo! Inc.,John Langford,None,Efficient Algorithms for Device Placement of DNN Graph Operators
1033,Edward Vul,Massachusetts Institute of Technology,Josh Tenenbaum,MIT,Automatically Learning Compact Quality-aware Surrogates for Optimization Problems
1034,Bharath Sriperumbudur,The Pennsylvania State University,Gert Lanckriet,U.C. San Diego,Bayesian Optimization for Iterative Learning
1035,Yusuke Watanabe,The Institute of Statistical Mathematics,Kenji Fukumizu,Institute of Statistical Mathematics / Preferred Networks / RIKEN AIP,Model Selection for Production System via Automated Online Experiments
1036,Anne Hsu,UC Berkeley,Tom Griffiths,Princeton,Interpretable and Personalized Apprenticeship Scheduling: Learning Interpretable Scheduling Policies from Heterogeneous User Demonstrations
1037,Pari Ram,IBM Research,Alexander Gray,Skytree Inc. and Georgia Tech,Neural Power Units
1038,Sahand N Negahban,"University of California, Berkeley",Bin Yu,None,Diversity-Guided Multi-Objective Bayesian Optimization With Batch Evaluations
1039,Hanna Wallach,Microsoft,Andrew McCallum,UMass Amherst,High-Dimensional Bayesian Optimization via Nested Riemannian Manifolds
1040,Jonathan Huang,google.com,Carlos Guestrin,University of Washington,Learning Feature Sparse Principal Subspace
1041,Peter Orbanz,Columbia University,Peter Orbanz,Columbia University,Fast Epigraphical Projection-based Incremental Algorithms for Wasserstein Distributionally Robust Support Vector Machine
1042,Zhirong Yang,Aalto University,Erkki Oja,Aalto University,Stochastic Optimization with Laggard Data Pipelines
1043,Le Song,Carnegie Mellon University,Eric Xing,Petuum Inc. /  Carnegie Mellon University,Black-Box Optimization with Local Generative Surrogates
1044,Elad Hazan,Princeton University,Satyen Kale,Google,Learning Linear Programs from Optimal Decisions
1045,Wenming Zheng,Southeast University,Zhouchen Lin,Microsoft Research Asia,Acceleration with a Ball Optimization Oracle
1046,Xiao-Ming Wu,Columbia University,Shuo-Yen Robert Li,None,Convex optimization based on global lower second-order models
1047,Kate Saenko,UMass Lowell,Trevor Darrell,UC Berkeley,Walking in the Shadow: A New Perspective on Descent Directions for Constrained Minimization
1048,Michael Wick,Oracle Labs,Andrew McCallum,UMass Amherst,Revisiting Frank-Wolfe for Polytopes: Strict Complementarity and Sparsity
1049,Joseph Schlecht,University of Arizona,Kobus Barnard,University of Arizona,Sub-linear Regret Bounds for Bayesian Optimisation in Unknown Search Spaces
1050,Zhirong Yang,Aalto University,Erkki Oja,Aalto University,An efficient nonconvex reformulation of stagewise convex optimization problems
1051,Brian Kulis,UC Berkeley,Trevor Darrell,UC Berkeley,Finding Second-Order Stationary Points Efficiently in Smooth Nonconvex Linearly Constrained Optimization Problems
1052,Andrea Montanari,Stanford,José Bento,Boston College,BoTorch: A Framework for Efficient Monte-Carlo Bayesian Optimization
1053,Samy Bengio,Apple,Dennis Strelow,None,First-Order Methods for Large-Scale Market Equilibrium Computation
1054,Shakir Mohamed,DeepMind,Finale P Doshi-Velez,Harvard,Trade-offs and Guarantees of Adversarial Representation Learning for Information Obfuscation
1055,Zenglin Xu,University of Electronic Science & Technology of China,Zhirong Yang,Aalto University,Explaining Naive Bayes and Other Linear Classifiers with Polynomial Time and Delay
1056,Erik Sudderth,Brown University,Erik Sudderth,Brown University,Deep Smoothing of the Implied Volatility Surface
1057,Michael Wick,Oracle Labs,Andrew McCallum,UMass Amherst,What went wrong and when? Instance-wise feature importance for time-series black-box models
1058,Zenglin Xu,University of Electronic Science & Technology of China,Zhirong Yang,Aalto University,Learning from Failure: De-biasing Classifier from Biased Classifier
1059,Chenghui Cai,Cantor Fitzgerald,Lawrence Carin,Duke University,Asymmetric Shapley values: incorporating causal knowledge into model-agnostic explainability
1060,Garvesh Raskutti,SAMSI,Bin Yu,None,Towards Safe Policy Improvement for Non-Stationary MDPs
1061,Kevin G Waugh,University of Alberta,Michael Bowling,DeepMind / University of Alberta,"Decisions, Counterfactual Explanations and Strategic Behavior"
1062,Hamed Pirsiavash,University of California Irvine,Charless Fowlkes,UC Irvine,From Predictions to Decisions: Using Lookahead Regularization
1063,Novi Quadrianto,University of Sussex and HSE,Dale Schuurmans,Google Brain & University of Alberta,Model Agnostic Multilevel Explanations
1064,Brian Kulis,UC Berkeley,Trevor Darrell,UC Berkeley,Achieving Equalized Odds by Resampling Sensitive Attributes
1065,Sundeep Rangan,Qualcomm,Vivek K Goyal,Massachusetts Institute of Technology,Regularizing Black-box Models for Improved Interpretability
1066,Hanna Wallach,Microsoft,Andrew McCallum,UMass Amherst,Glyph: Fast and Accurately Training Deep Neural Networks on Encrypted Data
1067,Rob Fergus,DeepMind / NYU,Antonio Torralba,Massachusetts Institute of Technology,MetaPoison: Practical General-purpose Clean-label Data Poisoning
1068,Robert Legenstein,Graz University of Technology,Wolfgang Maass,Graz University of Technology,Understanding Gradient Clipping in Private SGD: A Geometric Perspective
1069,Shobha Venkataraman,AT&T Labs -- Research,Oliver Spatscheck,None,Coresets via Bilevel Optimization for Continual Learning and Streaming
1070,Kurt T Miller,PDT Partners,Michael Jordan,UC Berkeley,Linear Dynamical Systems as a Core Computational Primitive
1071,Shakir Mohamed,DeepMind,Finale P Doshi-Velez,Harvard,BanditPAM: Almost Linear Time k-Medoids Clustering via Multi-Armed Bandits
1072,Garvesh Raskutti,SAMSI,Bin Yu,None,Sliding Window Algorithms for k-Clustering Problems
1073,Yacov Crammer,Technion,Mark Dredze,Johns Hopkins,Fast and Accurate $k$-means++ via Rejection Sampling
1074,Ingo Steinwart,Los Alamos National Laboratory,Andreas Christmann,University of Bayreuth,NeuMiss networks: differentiable programming for supervised learning with missing values.
1075,Ian H Stevenson,University of Connecticut,Konrad Koerding,None,Debiasing Averaged Stochastic Gradient Descent to handle missing values
1076,Tai Sing Lee,Carnegie Mellon University,Tai Sing Lee,Carnegie Mellon University,Coresets for Near-Convex Functions
1077,Gal Chechik,"NVIDIA, BIU",Samy Bengio,Apple,HiPPO: Recurrent Memory with Optimal Polynomial Projections
1078,Jonathan Huang,google.com,Carlos Guestrin,University of Washington,Online MAP Inference of Determinantal Point Processes
1079,Vijay Desai,None,Ciamac C Moallemi,Columbia University,Joints in Random Forests
1080,Lei ShiUpdateMe,"University of California, Berkeley",Tom Griffiths,Princeton,Approximate Cross-Validation for Structured Models
1081,Ingo Steinwart,Los Alamos National Laboratory,Andreas Christmann,University of Bayreuth,A convex optimization formulation for multivariate regression
1082,Yusuke Fujiwara,ATR,Yukiyasu Kamitani,None,Adaptive Reduced Rank Regression
1083,Le Song,Carnegie Mellon University,Eric Xing,Petuum Inc. /  Carnegie Mellon University,Self-Distillation Amplifies Regularization in Hilbert Space
1084,Arkadas Ozakin,Georgia Institute of Technology,Alexander Gray,Skytree Inc. and Georgia Tech,Why Do Deep Residual Networks Generalize Better than Deep Feedforward Networks? --- A Neural Tangent Kernel Perspective
1085,Yoshinobu Kawahara,Osaka University / RIKEN,Jeff A Bilmes,"University of Washington, Seattle",Neural Path Features and Neural Path Kernel : Understanding the role of gates in deep learning
1086,Jean-Pascal Pfister,Cambridge University,Mate Lengyel,University of Cambridge,Explicit Regularisation in Gaussian Noise Injections
1087,Han Liu,Carnegie Mellon University,Xi Chen,NYU,Rational neural networks
1088,Samy Bengio,Apple,Dennis Strelow,None,On the Similarity between the Laplace and Neural Tangent Kernels
1089,Robert C Wilson,Princeton University,Leif Finkel,None,Neural Anisotropy Directions
1090,Matthew Wilder,University of Colorado at Boulder,Mike Mozer,Google Research and U. Colorado Boulder,Ode to an ODE
1091,Sundeep Rangan,Qualcomm,Vivek K Goyal,Massachusetts Institute of Technology,Label-Aware Neural Tangent Kernel: Toward Better Generalization and Local Elasticity
1092,Siamac Fazli,TU Berlin,Klaus-Robert Müller,TU Berlin,Limits to Depth Efficiencies of Self-Attention
1093,Barry W Chai,Stanford,Fei-Fei Li,Princeton University,On the linearity of large non-linear models: when and why the tangent kernel is constant
1094,Elad Hazan,Princeton University,Satyen Kale,Google,Implicit Bias in Deep Linear Classification: Initialization Scale vs Training Accuracy
1095,Martin A Zinkevich,Yahoo! Inc.,John Langford,None,Directional Pruning of Deep Neural Networks
1096,Charles Kemp,Carnegie Mellon University,Alan Jern,Rose-Hulman Institute of Technology,Winning the Lottery with Continuous Sparsification
1097,Samuel Rota Bulò,Università Ca' Foscari,Marcello Pelillo,Università Ca' Foscari di Venezia,Analytic Characterization of the Hessian in Shallow ReLU Models: A Tale of Symmetry
1098,Arthur Gretton,"Gatsby Unit, UCL",Bharath Sriperumbudur,The Pennsylvania State University,On the universality of deep learning
1099,Alekh Agarwal,UC Berkeley,Martin J Wainwright,UC Berkeley,Reservoir Computing meets Recurrent Kernels and Structured Transforms
1100,Daniel Cavagnaro,Cal State Fullerton,Jay Myung,Ohio State University,The Diversified Ensemble Neural Network
1101,Siamac Fazli,TU Berlin,Klaus-Robert Müller,TU Berlin,AdaShare: Learning What To Share For Efficient Deep Multi-Task Learning
1102,Vinod Nair,University of Toronto,Geoffrey E Hinton,Google & University of Toronto,Spin-Weighted Spherical CNNs
1103,Bill Triggs,CNRS,Bill Triggs,CNRS,Autoencoders that don't overfit towards the Identity
1104,Gal Chechik,"NVIDIA, BIU",Samy Bengio,Apple,Modern Hopfield Networks and Attention for Immune Repertoire Classification
1105,Kamalika Chaudhuri,UCSD,Daniel Hsu,Columbia University,UCSG-NET- Unsupervised Discovering of Constructive Solid Geometry Tree
1106,Allie Fletcher,UCLA,Sundeep Rangan,Qualcomm,UCLID-Net: Single View Reconstruction in Object Space
1107,Yusuke Watanabe,The Institute of Statistical Mathematics,Kenji Fukumizu,Institute of Statistical Mathematics / Preferred Networks / RIKEN AIP,Graph Geometry Interaction Learning
1108,Percy Liang,Stanford University,Michael Jordan,UC Berkeley,Feature Importance Ranking for Deep Learning
1109,Samy Bengio,Apple,Dennis Strelow,None,Introducing Routing Uncertainty in Capsule Networks
1110,Mike Mozer,Google Research and U. Colorado Boulder,Edward Vul,Massachusetts Institute of Technology,The Pitfalls of Simplicity Bias in Neural Networks
1111,Ian H Stevenson,University of Connecticut,Konrad Koerding,None,Primal-Dual Mesh Convolutional Neural Networks
1112,Amarnag Subramanya,Google Inc.,Jeff A Bilmes,"University of Washington, Seattle",The Convolution Exponential and Generalized Sylvester Flows
1113,Shuai Huang,Arizona State University,Jieping Ye,Arizona State University,Coherent Hierarchical Multi-Label Classification Networks
1114,Honglak Lee,U. Michigan,Andrew Y Ng,DeepLearning.AI,Differentiable Top-k with Optimal Transport
1115,Charles Kemp,Carnegie Mellon University,Alan Jern,Rose-Hulman Institute of Technology,Proximal Mapping for Deep Regularization
1116,Garvesh Raskutti,SAMSI,Bin Yu,None,CSER: Communication-efficient SGD with Error Reset
1117,Chonghai Hu,Zhejiang University,Weike Pan,Hong Kong UST,Practical Low-Rank Communication Compression in Decentralized Deep Learning
1118,Marius Kloft,TU Kaiserslautern,Alexander Zien,LIFE Biosystems GmbH,A Decentralized Parallel Algorithm for Training Generative Adversarial Nets
1119,Vijay Desai,None,Ciamac C Moallemi,Columbia University,Second Order Optimality in Decentralized Non-Convex Optimization via Perturbed Gradient Tracking
1120,Bharath Sriperumbudur,The Pennsylvania State University,Bernhard Schölkopf,"MPI for Intelligent Systems, Tübingen",Distributed Newton Can Communicate Less and Resist Byzantine Workers
1121,Rob Nowak,Wisconsin,Rob Nowak,Wisconsin,IDEAL: Inexact DEcentralized Accelerated Augmented Lagrangian Method
1122,Sennay Ghebreab,None,Arnold Smeulders,None,Dual-Free Stochastic Decentralized Optimization with Variance Reduction
1123,Tao Hu,"JFRC, HHMI",Dmitri B Chklovskii,HHMI,FedSplit: an algorithmic framework for fast federated optimization
1124,Rob Fergus,DeepMind / NYU,Antonio Torralba,Massachusetts Institute of Technology,Distributionally Robust Federated Averaging
1125,Jonathan W Pillow,UT Austin,Jonathan W Pillow,UT Austin,Personalized Federated Learning with Moreau Envelopes
1126,Hamid R Maei,Stanford University,Rich Sutton,"DeepMind, U Alberta",Minibatch vs Local SGD for Heterogeneous Distributed Learning
1127,Guillermo Cecchi,IBM Research,Jean-Baptiste Poline,CEA-INSERM,Personalized Federated Learning with Theoretical Guarantees: A Model-Agnostic Meta-Learning Approach
1128,Samuel J Gershman,Harvard University,Josh Tenenbaum,MIT,A Simple and Efficient Smoothing Method for Faster Optimization and Local Exploration
1129,John Duchi,UC Berkeley,Yoram Singer,Princeton,Distributed Training with Heterogeneous Data: Bridging Median- and Mean-Based Algorithms
1130,Chun-Nan Hsu,USC,Yuh-Jye Lee,National Taiwan University of Science and Technology,Linearly Converging Error Compensated SGD
1131,Nir Ailon,Technion,Claire Monteleoni,University of Colorado Boulder,The All-or-Nothing Phenomenon in Sparse Tensor PCA
1132,Le Song,Carnegie Mellon University,Eric Xing,Petuum Inc. /  Carnegie Mellon University,Closing the Dequantization Gap: PixelCNN as a Single-Layer Flow
1133,Michael Wick,Oracle Labs,Andrew McCallum,UMass Amherst,ImpatientCapsAndRuns: Approximately Optimal Algorithm Configuration from an Infinite Pool
1134,Brian Kulis,UC Berkeley,Trevor Darrell,UC Berkeley,Normalizing Kalman Filters for Multivariate Time Series Analysis
1135,Yiming Ying,State University of New York at Albany,Mark A Girolami,University of Glasgow,Learning Augmented Energy Minimization via Speed Scaling
1136,Daniel Cavagnaro,Cal State Fullerton,Jay Myung,Ohio State University,Consistent Structural Relation Learning for Zero-Shot Segmentation
1137,Emily Fox,"University of Washington, Apple",Alan S Willsky,Massachusetts Institute of Technology,TSPNet: Hierarchical Feature Learning via Temporal Semantic Pyramid for Sign Language Translation
1138,Yang Wang,University of Manitoba,Greg Mori,Borealis AI,AOT: Appearance Optimal Transport Based Identity Swapping for Forgery Detection
1139,Alexander Ihler,UC Irvine,Padhraic Smyth,"University of California, Irvine",UnModNet: Learning to Unwrap a Modulo Image for High Dynamic Range Imaging
1140,Corinna Cortes,Google Research,Afshin Rostamizadeh,Google Research,Group Contextual Encoding for 3D Point Clouds
1141,Vinod Nair,University of Toronto,Geoffrey E Hinton,Google & University of Toronto,Generalized Focal Loss: Learning Qualified and Distributed Bounding Boxes for Dense Object Detection
1142,George Konidaris,Duke University,Andrew G Barto,University of Massachusetts,Dual-Resolution Correspondence Networks
1143,Liang Sun,Opera Solutions,Jieping Ye,Arizona State University,Displacement-Invariant Matching Cost Learning for Accurate Optical Flow Estimation
1144,Yusuke Watanabe,The Institute of Statistical Mathematics,Kenji Fukumizu,Institute of Statistical Mathematics / Preferred Networks / RIKEN AIP,Modeling Noisy Annotations for Crowd Counting
1145,George Konidaris,Duke University,Andrew G Barto,University of Massachusetts,RSKDD-Net: Random Sample-based Keypoint Detector and Descriptor
1146,Emanuel Todorov,University of Washington,Emanuel Todorov,University of Washington,Distribution Matching for Crowd Counting
1147,Jaakko Luttinen,Aalto University,Alexander Ilin,Helsinki University of Technology,Uncertainty-Aware Learning for Zero-Shot Semantic Segmentation
1148,Laura Dietz,"University of Massachusetts, Amherst",Tobias Scheffer,Universität Potsdam,Every View Counts: Cross-View Consistency in 3D Object Detection with Hybrid-Cylindrical-Spherical Voxelization
1149,Bharath Sriperumbudur,The Pennsylvania State University,Gert Lanckriet,U.C. San Diego,RelationNet++: Bridging Visual Representations for Object Detection via Transformer Decoder
1150,Martin A Zinkevich,Yahoo! Inc.,John Langford,None,Structured Convolutions for Efficient Neural Network Design
1151,Wu-Jun Li,Nanjing University,Zhihua Zhang,Shanghai Jiao Tong University,Node Classification on Graphs with Few-Shot Novel Labels via Meta Transformed Network Embedding
1152,Umar Syed,University of Pennsylvania,Nina Mishra,Microsoft Research,MuSCLE: Multi Sweep Compression of LiDAR using Deep Entropy Models
1153,Gal Chechik,"NVIDIA, BIU",Samy Bengio,Apple,Ultrahyperbolic Representation Learning
1154,Ian H Stevenson,University of Connecticut,Konrad Koerding,None,Reparameterizing Mirror Descent as Gradient Descent
1155,Zhihua Zhang,Shanghai Jiao Tong University,guang dai,zju,Learning to Extrapolate Knowledge: Transductive Few-shot Out-of-Graph Link Prediction
1156,Emanuel Todorov,University of Washington,Emanuel Todorov,University of Washington,Handling Missing Data with Graph Representation Learning
1157,Raghu Meka,None,Inderjit Dhillon,UT Austin & Amazon,Duality-Induced Regularizer for Tensor Factorization Based Knowledge Graph Completion
1158,Vinayak Rao,Purdue University,Yee Whye Teh,"University of Oxford, DeepMind",Spectral Temporal Graph Neural Network for Multivariate Time-series Forecasting
1159,Yacov Crammer,Technion,Mark Dredze,Johns Hopkins,Timeseries Anomaly Detection using Temporal Hierarchical One-Class Network
1160,Jonathan W Pillow,UT Austin,Jonathan W Pillow,UT Austin,How Can I Explain This to You? An Empirical Study of Deep Neural Network Explanation Methods
1161,Amarnag Subramanya,Google Inc.,Jeff A Bilmes,"University of Washington, Seattle",PEP: Parameter Ensembling by Perturbation
1162,Ian H Stevenson,University of Connecticut,Konrad Koerding,None,Wisdom of the Ensemble: Improving Consistency of Deep Learning Models
1163,Gideon S Mann,Google Inc.,Dan Walker,None,Unifying Activation- and Timing-based Learning Rules for Spiking Neural Networks
1164,Odalric-Ambrym Maillard,INRIA,Remi Munos,Google DeepMind,Dirichlet Graph Variational Autoencoder
1165,Charles Kemp,Carnegie Mellon University,Charles Kemp,Carnegie Mellon University,Gradient Boosted Normalizing Flows
1166,Robert C Wilson,Princeton University,Leif Finkel,None,Improved Guarantees for k-means++ and k-means++ Parallel
1167,Ofer Dekel,Microsoft Research,Ofer Dekel,Microsoft Research,Estimation of Skill Distribution from a Tournament
1168,Joel Veness,DeepMind,Alan Blair,None,Transfer Learning via $\ell_1$ Regularization
1169,George Konidaris,Duke University,Andrew G Barto,University of Massachusetts,Robust Meta-learning for Mixed Linear Regression with Small Batches
1170,Youngmin Cho,"University of California, San Diego",Lawrence Saul,UC San Diego,Efficient Projection-free Algorithms for Saddle Point Problems
1171,Joel Veness,DeepMind,Alan Blair,None,A Single-Loop Smoothed Gradient Descent-Ascent Algorithm for Nonconvex-Concave Min-Max Problems
1172,Mingyuan Zhou,University of Texas at Austin,Larry Carin,None,A Fair Classifier Using Kernel Density Estimation
1173,Chenghui Cai,Cantor Fitzgerald,Lawrence Carin,Duke University,List-Decodable Mean Estimation via Iterative Multi-Filtering
1174,James Bergstra,Kindred,Yoshua Bengio,University of Montreal,On Learning Ising Models under Huber's Contamination Model
1175,Wu-Jun Li,Nanjing University,Zhihua Zhang,Shanghai Jiao Tong University,Worst-Case Analysis for Randomly Collected Data
1176,Daniel Cavagnaro,Cal State Fullerton,Jay Myung,Ohio State University,Extrapolation Towards Imaginary 0-Nearest Neighbour and Its Improved Convergence Rate
1177,Charles Kemp,Carnegie Mellon University,Alan Jern,Rose-Hulman Institute of Technology,A General Method for Robust Learning from Batches
1178,Sebastian Gerwinn,MPI for Biological Cybernetics & University of Tübingen,Matthias Bethge,University Tübingen,Optimal Prediction of the Number of Unseen Species with Multiplicity
1179,Marius Kloft,TU Kaiserslautern,Alexander Zien,LIFE Biosystems GmbH,Probabilistic Active Meta-Learning
1180,Chonghai Hu,Zhejiang University,Weike Pan,Hong Kong UST,Meta-Consolidation for Continual Learning
1181,Vivek Farias,Massachusetts Institute of Technology,Devavrat Shah,Massachusetts Institute of Technology,Understanding the Role of Training Regimes in Continual Learning
1182,Marco Cuturi,Google Brain  &  CREST - ENSAE,Alexandre d'Aspremont,CNRS - ENS,Supermasks in Superposition
1183,Matthias Hein,University of Tübingen,Matthias Hein,University of Tübingen,Improved Schemes for Episodic Memory-based Lifelong Learning
1184,Corinna Cortes,Google Research,Afshin Rostamizadeh,Google Research,Continual Learning with Node-Importance based Adaptive Group Sparse Regularization
1185,Vinod Nair,University of Toronto,Geoffrey E Hinton,Google & University of Toronto,GAN Memory with No Forgetting
1186,Alexandre Bouchard-Côté,UBC,Dan Klein,UC Berkeley,Meta-Learning with Adaptive Hyperparameters
1187,Samuel Rota Bulò,Università Ca' Foscari,Marcello Pelillo,Università Ca' Foscari di Venezia,Online Structured Meta-learning
1188,Martin A Zinkevich,Yahoo! Inc.,John Langford,None,Modeling and Optimization Trade-off in Meta-learning
1189,Kurt T Miller,PDT Partners,Michael Jordan,UC Berkeley,Structured Prediction for Conditional Meta-Learning
1190,Jake Bouvrie,Massachusetts Institute of Technology,Tomaso Poggio,MIT,Meta-learning from Tasks with Heterogeneous Attribute Spaces
1191,Emily Fox,"University of Washington, Apple",Alan S Willsky,Massachusetts Institute of Technology,Gradient-EM Bayesian Meta-Learning
1192,Sebastian Gerwinn,MPI for Biological Cybernetics & University of Tübingen,Matthias Bethge,University Tübingen,MATE: Plugging in Model Awareness to Task Embedding for Meta Learning
1193,Lawrence Cayton,Max Planck Institute for Biological Cybernetics,Lawrence Cayton,Max Planck Institute for Biological Cybernetics,Neural Complexity Measures
1194,Samuel J Gershman,Harvard University,Josh Tenenbaum,MIT,Modular Meta-Learning with Shrinkage
1195,Cosmin A Bejan,The University of Texas at Dallas,Sanda Harabagiu,University of Texas at Dallas,Gradient Surgery for Multi-Task Learning
1196,Liefeng Bo,Intel Labs,Cristian Sminchisescu,Lund University/Google,Organizing recurrent network dynamics by task-computation to enable continual learning
1197,Tao Hu,"JFRC, HHMI",Dmitri B Chklovskii,HHMI,Finding the Homology of Decision Boundaries with Active Learning
1198,Daniel Hsu,Columbia University,Tong Zhang,Tencent,Exemplar Guided Active Learning
1199,Russ Salakhutdinov,Carnegie Mellon University,Russ Salakhutdinov,Carnegie Mellon University,OOD-MAML: Meta-Learning for Few-Shot Out-of-Distribution Detection and Classification
1200,Samory Kpotufe,Princeton University,Samory Kpotufe,Princeton University,An Unbiased Risk Estimator for Learning with Augmented Classes
1201,Xiaolin Yang,Carnegie Mellon University,Eric Xing,Petuum Inc. /  Carnegie Mellon University,Semi-Supervised Partial Label Learning via Confidence-Rated Margin Maximization
1202,Odalric-Ambrym Maillard,INRIA,Remi Munos,Google DeepMind,Rethinking Importance Weighting for Deep Learning under Distribution Shift
1203,Yusuke Watanabe,The Institute of Statistical Mathematics,Kenji Fukumizu,Institute of Statistical Mathematics / Preferred Networks / RIKEN AIP,Robust Correction of Sampling Bias using Cumulative Distribution Functions
1204,Jaakko Luttinen,Aalto University,Alexander Ilin,Helsinki University of Technology,Learning from Positive and Unlabeled Data with Arbitrary Positive Shift
1205,Russ Salakhutdinov,Carnegie Mellon University,Geoffrey E Hinton,Google & University of Toronto,FixMatch: Simplifying Semi-Supervised Learning with Consistency and Confidence
1206,Robert E Tillman,Carnegie Mellon University,Peter Spirtes,Carnegie Mellon University,A Variational Approach for Learning from Positive and Unlabeled Data
1207,Mike Mozer,Google Research and U. Colorado Boulder,Edward Vul,Massachusetts Institute of Technology,HRN: A Holistic Approach to One Class Learning
1208,Elad Hazan,Princeton University,Nimrod Megiddo,IBM Almaden Research Center,Rethinking the Value of Labels for Improving Class-Imbalanced Learning
1209,Ingo Steinwart,Los Alamos National Laboratory,Andreas Christmann,University of Bayreuth,wav2vec 2.0: A Framework for Self-Supervised Learning of Speech Representations
1210,Samuel J Gershman,Harvard University,Josh Tenenbaum,MIT,Learning from Aggregate Observations
1211,Edward Vul,Massachusetts Institute of Technology,Josh Tenenbaum,MIT,Self-training Avoids Using Spurious Features Under Domain Shift
1212,Hamed Pirsiavash,University of California Irvine,Charless Fowlkes,UC Irvine,Learning Physical Constraints with Neural Projections
1213,Vijay Desai,None,Ciamac C Moallemi,Columbia University,Time-Reversal Symmetric ODE Network
1214,Shuai Huang,Arizona State University,Jieping Ye,Arizona State University,AI Feynman 2.0: Pareto-optimal symbolic regression exploiting graph modularity
1215,Daniel Cavagnaro,Cal State Fullerton,Jay Myung,Ohio State University,Learning Multi-Agent Coordination for Enhancing Target Coverage in Directional Sensor Networks
1216,Jong Kyoung Kim,POSTECH,Seungjin Choi,BARO AI,"LoopReg: Self-supervised Learning of Implicit Surface Correspondences, Pose and Shape for 3D Human Mesh Registration"
1217,Siamac Fazli,TU Berlin,Klaus-Robert Müller,TU Berlin,Adaptive Learning of Rank-One Models for Efficient Pairwise Sequence Alignment
1218,Siamac Fazli,TU Berlin,Klaus-Robert Müller,TU Berlin,Fourier-transform-based attribution priors improve the interpretability and stability of deep learning models for genomics
1219,Boaz Nadler,Weizmann Institute of Science,Xueyuan Zhou,None,Counterfactual Vision-and-Language Navigation: Unravelling the Unseen
1220,Vijay Desai,None,Ciamac C Moallemi,Columbia University,Neural FFTs for Universal Texture Image Synthesis
1221,Sennay Ghebreab,None,Arnold Smeulders,None,CodeCMR: Cross-Modal Retrieval For Function-Level Binary Source Code Matching
1222,Kevin G Waugh,University of Alberta,Michael Bowling,DeepMind / University of Alberta,"Synthesize, Execute and Debug: Learning to Repair for Neural Program Synthesis"
1223,Honglak Lee,U. Michigan,Andrew Y Ng,DeepLearning.AI,EvolveGraph: Multi-Agent Trajectory Prediction with Dynamic Relational Reasoning
1224,Elad Hazan,Princeton University,Satyen Kale,Google,Adaptive Graph Convolutional Recurrent Network for Traffic Forecasting
1225,Ingo Steinwart,Los Alamos National Laboratory,Andreas Christmann,University of Bayreuth,JAX MD: A Framework for Differentiable Physics
1226,Kurt T Miller,PDT Partners,Michael Jordan,UC Berkeley,Multi-agent Trajectory Prediction with Fuzzy Query Attention
1227,Andrew Guillory,University of Washington,Jeff A Bilmes,"University of Washington, Seattle",Learning Agent Representations for Ice Hockey
1228,Kurt T Miller,PDT Partners,Michael Jordan,UC Berkeley,Correlation Robust Influence Maximization
1229,Jake Bouvrie,Massachusetts Institute of Technology,Tomaso Poggio,MIT,On Adaptive Distance Estimation
1230,Lin Xiao,Facebook AI Research,Lin Xiao,Facebook AI Research,Recovery of sparse linear classifiers from mixture of responses
