,Unnamed: 0,first-author-affiliation,last-author-affiliation,title
3097,389,MPI Tübingen - ETH Zürich,EPFL,greedy algorithms for cone constrained optimization with convergence guarantees.
3098,390,Rutgers University,Massachusetts Institute of Technology,when cyclic coordinate descent outperforms randomized coordinate descent.
3099,391,Microsoft Research,Princeton University,linear convergence of a frank-wolfe type algorithm over trace-norm balls.
3100,392,The University of Iowa,The University of Iowa,"adaptive accelerated gradient converging method under h\""{o}lderian error bound condition."
3101,393,The University of Iowa,The University of Iowa,adaptive svrg methods under error bound conditions with unknown growth parameter.
3102,394,The Chinese University of HongKong,Tencent AI Lab,geometric descent method for convex composite minimization.
3103,395,Peking University,Peking University,faster and non-ergodic o(1/k) stochastic alternating direction method of multipliers.
3104,396,NTT DATA Mathematical Systems Inc.,taiji@mist.i.u-tokyo.ac.jp,doubly accelerated stochastic variance reduced dual averaging method for regularized empirical risk minimization.
3105,397,The Weizmann Institute,The Weizmann Institute,limitations on variance-reduction and acceleration schemes for finite sums optimization.
3106,398,INRIA - ENS,CNRS - Ecole Normale Supérieure,nonlinear acceleration of stochastic algorithms.
3107,399,Google,UC Berkeley,acceleration and averaging in stochastic descent dynamics.
3108,400,Brown University,"University of California, Irvine",multiscale semi-markov dynamics for intracortical brain-computer interfaces.
3109,401,University of Illinois at Urbana Champaign,,"eeg-graph: a factor-graph-based model for capturing spatial, temporal, and observational relationships in electroencephalograms."
3110,402,Google,University of Illinois at Urbana-Champaign,asynchronous parallel coordinate minimization for map inference.
3111,403,UCLA,UCLA,speeding up latent variable gaussian graphical model estimation via nonconvex optimization.
3112,404,Carnegie Mellon University,Carnegie Mellon University,the expxorcist: nonparametric graphical models via conditional exponential densities.
3113,405,Columbia,,reducing reparameterization gradient variance.
3114,406,Hebrew University,HUJI,robust conditional probabilities.
3115,407,Dartmouth College,Dartmouth College,stein variational gradient descent as gradient flow.
3116,408,MIT,MIT,parallel streaming wasserstein barycenters.
3117,409,Massachusetts Institute of Technology,Massachusetts Institute of Technology,aide: an algorithm for measuring the accuracy of probabilistic inference algorithms.
3118,410,Peking University,peking university,deep dynamic poisson factorization model.
3119,411,Panasonic Corporation,Hokkaido University,on the model shrinkage effect of gamma process edge partition models.
3120,412,Max Planck Institute Goettingen,Max Planck Institute Goettingen,model evidence from nonequilibrium simulations.
3121,413,Stanford University,Stanford,a-nice-mc: adversarial training for mcmc.
3122,414,PROWLER.io,PROWLER.io,identification of gaussian process state space models.
3123,415,University of Cambridge,University of Cambridge,streaming sparse gaussian process approximations.
3124,416,AQR Capital Management,Cornell / Uber,bayesian optimization with gradients.
3125,417,Georgia Tech,Georgia Tech / Google Brain,variational inference for gaussian process models with linear complexity.
3126,418,Amazon,Amazon.com,efficient modeling of latent information in supervised learning using gaussian processes.
3127,419,Aalto University,Aalto University,non-stationary spectral kernels.
3128,420,Cornell University,Cornell University,scalable log determinants for gaussian process kernel learning.
3129,421,Universidad de Chile,Universidad de Chile,spectral mixture kernels for multi-output gaussian processes.
3130,422,Uppsala University,Uppsala University,linearly constrained gaussian processes.
3131,423,OpenAI,OpenAI,hindsight experience replay.
3132,424,University of Birmingham,"Southern University of Science and Technology, China",log-normality and skewness of estimated state/action values in reinforcement learning.
3133,425,Beijing Jiaotong University,Microsoft Research,finite sample analysis of the gtd policy evaluation algorithms in markov setting.
3134,426,KTH Royal Institute of Technology,KTH Royal Inst. of Technology,inverse filtering for hidden markov models.
3135,427,ETH Zurich,ETH Zurich,safe model-based reinforcement learning with stability guarantees.
3136,428,University of California Berkeley,University of Cambridge,data-efficient reinforcement learning in continuous state-action gaussian-pomdps.
3137,429,Columbia University,Columbia University,linear regression without correspondence.
3138,430,Ant Financial & Georgia Institute of Technology,Georgia Tech,on the complexity of learning neural networks.
3139,431,Princeton University,Carnegie Mellon University,near optimal sketching of low-rank tensor regression.
3140,432,Massachusetts Institute of Technology,Carnegie Mellon University,is input sparsity time possible for kernel low-rank approximation?.
3141,433,CMU,Carnegie Mellon University,higher-order total variation classes on grids: minimax theory and trend filtering methods.
3142,434,University of Minnesota,Voleon,alternating estimation for structured high-dimensional multi-response models.
3143,435,Université Paris-Saclay,Université Paris-Saclay,adaptive clustering through semidefinite programming.
3144,436,University of Texas at Austin,UT Austin,eigenvalue decay implies polynomial-time learnability for neural networks.
3145,437,"NLPR, CASIA",Chinese Academy of Sciences,learning with average top-k loss.
3146,438,University of Copenhagen,ENS,hierarchical clustering beyond the worst-case.
3147,439,Institute for Insight,Georgia Institute of Technology,net-trim: convex pruning of deep neural networks with performance guarantee.
3148,440,Tel Aviv University,Princeton University,a graph-theoretic approach to multitasking.
3149,441,University of Illinois at Urbana-Champaign,University of Illinois at Urbana-Champaign,information-theoretic analysis of generalization capability of learning algorithms.
3150,442,INRIA,INRIA,independence clustering (without a matrix).
3151,443,University of Southern Califor,USC,polynomial codes: an optimal design for high-dimensional coded matrix multiplication.
3152,444,UIUC,UIUC,estimating mutual information for discrete-continuous mixtures.
3153,445,Technion – Israel Institute of Technology,Technion--Israel Institute of Technology,best response regression.
3154,446,Harvard University,Google,statistical cost sharing.
3155,447,Microsoft Research,Microsoft Research,a sample complexity measure with applications to learning optimal auctions.
3156,448,SUTD,Singapore University of Technology and Design,"multiplicative weights update with constant step-size in congestion games:  convergence, limit cycles and chaos."
3157,449,Tremor Technologies,Microsoft Research,welfare guarantees from data.
3158,450,Carnegie Mellon University,Carnegie Mellon University,safe and nested subgame solving for imperfect-information games.
3159,451,NTT,NTT Communication Science Laboratories / RIKEN AIP,multi-output polynomial networks and factorization machines.
3160,452,"UMass, Amherst",UMass Amherst,active bias: training more accurate neural networks by emphasizing high variance samples.
3161,453,OpenAI,OpenAI,deep reinforcement learning from human preferences.
3162,454,Google Brain,University of Southern California,multi-modal imitation learning from unstructured demonstrations using generative adversarial nets.
3163,455,UC Berkeley,UC Berkeley,ex2: exploration with exemplar models for deep reinforcement learning.
3164,456,UC Berkeley,UC Berkeley | Gradescope | Covariant,#exploration: a study of count-based exploration for deep reinforcement learning.
3165,457,"UCL, DeepMind, OpenAI",University College London,thinking fast and slow with deep learning and tree search.
3166,458,DeepMind,DeepMind,natural value approximators: learning when to trust past estimates.
3167,459,PROWLER.io,Brown University,active exploration for learning symbolic representations.
3168,460,Georgia Institute of Technology,Georgia Tech,state aware imitation learning.
3169,461,DeepMind,DeepMind,successor features for transfer in reinforcement learning.
3170,462,Google,Google,bridging the gap between value and policy based reinforcement learning.
3171,463,Carnegie Mellon University/Stanford,Stanford University,using options and covariance testing for long horizon off-policy policy evaluation.
3172,464,Politecnico di Milano,Politecnico di Milano,compatible reward inverse reinforcement learning.
3173,465,Politecnico di Milano,Politecnico di Milano,adaptive batch size for safe policy gradients.
3174,466,Inria Lille,CMU,regret minimization in mdps with options without prior knowledge.
3175,467,Université de Lorraine,Google Research    Brain Team,is the bellman residual a bad proxy?.
3176,468,"University of California, Berkeley",University of Southern California,learning unknown markov decision processes: a thompson sampling approach.
3177,469,Academia Sinica,Academia Sinica,online reinforcement learning in stochastic games.
3178,470,Google,Georgia Institute of Technology,reinforcement learning under model mismatch.
3179,471,University of Florida,University of Florida,zap q-learning.
3180,472,Stanford University,Stanford University,ensemble sampling.
3181,473,University of Michigan,,action centered contextual bandits.
3182,474,Stanford University,Stanford University,conservative contextual linear bandits.
3183,475,DeepMind,Technion,rotting bandits.
3184,476,University of Illinois,Tsinghua University,identifying outlier arms in multi-armed bandit.
3185,477,"University of Michigan, Ann Arbor",University of Michigan,multi-task learning for contextual bandits.
3186,478,"Università degli Studi di Milano, Italy",Pompeu Fabra University,boltzmann exploration done right.
3187,479,Columbia University,Columbia University,improving the expected improvement algorithm.
3188,480,University of Wisconsin - Madison,Former Cartoon Editor of The New Yorker,a kl-lucb algorithm for large-scale crowdsourcing.
3189,481,UW-Madison,University of Wisconsin,scalable generalized linear bandits: online computation and hashing.
3190,482,"Exascale Infolab, Fribourg University","LIF, IUF, Aix-Marseille University, CNRS",bandits dueling on partially ordered sets.
3191,483,The University of Tokyo,The University of Tokyo / RIKEN,position-based multiple-play bandit problem with unknown position bias.
3192,484,Adobe Research,University of British Columbia,online influence maximization under independent cascade model with semi-bandit feedback.
3193,485,DeepMind,DeepMind,a scale free algorithm for stochastic bandits with bounded kurtosis.
3194,486,Eindhoven University of Technology,Nokia Bell Labs,adaptive active hypothesis testing under limited information.
3195,487,University of Washington,Carnegie Mellon University,near-optimal edge evaluation in explicit generalized binomial graphs.
3196,488,Harvard University,Brown University,robust and efficient transfer learning with hidden parameter markov decision processes.
3197,489,Naver Corp.,Seoul National University & Surromind Robotics,overcoming catastrophic forgetting by incremental moment matching.
3198,490,Carnegie Mellon University,Carnegie Mellon University,hypothesis transfer learning via transformation functions.
3199,491,University of Oxford,Facebook AI Research and University of Oxford,learning multiple visual domains with residual adapters.
3200,492,Carnegie Mellon University,Carnegie Mellon University,self-supervised learning of motion capture.
3201,493,MIT,MIT,"information theoretic properties of markov random fields, and their algorithmic applications."
3202,494,TU Darmstadt,TU Darmstadt,maximizing subset accuracy with recurrent neural networks in multi-label classification.
3203,495,MIT,MIT,local aggregative games.
3204,496,Spotify Research,Spotify Research,an empirical bayes approach to optimizing machine learning algorithms.
3205,497,University of Helsinki,University of Helsinki,learning chordal markov networks via branch and bound.
3206,498,KAIST,UIUC,optimal sample complexity of m-wise data for top-k ranking.
3207,499,University of Texas at Austin,The University of Texas at Austin,translation synchronization via truncated least squares.
3208,500,"MIT, CSAIL",Microsoft Research,from bayesian sparsity to gated recurrent nets.
3209,501,University of Illinois at Urbana Champaign,Georgia Tech,online learning for multivariate hawkes processes.
3210,502,INRIA Lille - Nord Europe,DeepMind Paris and Inria Lille - Nord Europe,efficient second-order online kernel learning with adaptive embedding.
3211,503,ETH,ETH,"online to offline conversions, universality and adaptive minibatch sizes."
3212,504,University of Milan,"Università degli Studi di Milano, Italy",nonparametric online regression while learning the metric.
3213,505,Google,Stanford University,stochastic and adversarial online learning without hyperparameters.
3214,506,Google,Princeton,affine-invariant online optimization and the low-rank experts problem.
3215,507,University of Southern California,University of Southern California,online convex optimization with stochastic constraints.
3216,508,Microsoft Research,MIT,online learning with a hint.
3217,509,Technion - Israel Institute of Technology,Technion - Israel Institute of Technology,efficient online linear optimization with approximation algorithms.
3218,510,Poznan University of Technology,MIT,random permutation online isotonic regression.
3219,511,Adobe Research,QUT - ACEMS,near minimax optimal players for the finite-time 3-expert prediction problem.
3220,512,Cornell University,Cornell University,online learning of optimal bidding strategy in repeated multi-commodity auctions.
3221,513,Stanford University,Facebook Inc.,online prediction with selfish experts.
3222,514,MIT,MIT,real-time bidding with side information.
3223,515,Princeton University,Microsoft Research,improving regret bounds for combinatorial semi-bandits with probabilistically triggered arms and its applications.
3224,516,U. of Southern California,U. of Southern California,a general framework for robust interactive learning.
3225,517,The Ohio State University,University of California Santa Cruz,practical locally private heavy hitters.
3226,518,Carnegie Mellon University,UIUC,deanonymization in the bitcoin p2p network.
3227,519,Hebrew University,Microsoft,accuracy first: selecting a differential privacy level for accuracy constrained erm.
3228,520,UCSD,UCSD,renyi differential privacy mechanisms for posterior sampling.
3229,521,Microsoft,Microsoft,collecting telemetry data privately.
3230,522,University College London,University College London,generating steganographic images via adversarial training.
3231,523,Preferred Networks,"National Institute of Informatics and Preferred Infrastructure, Inc.",fitting low-rank tensors in constant time.
3232,524,Microsoft Research New England,Massachusetts Institute of Technology,thy friend is my friend: iterative collaborative filtering for sparse matrix estimation.
3233,525,Sapienza University,Google,fair clustering through fairlets.
3234,526,Cornell University,Cornell University,on fairness and calibration.
3235,527,MPI Tuebingen & Cambridge,MPI for Intelligent Systems,avoiding discrimination through causal reasoning.
3236,528,Harvard University,IBM Research,optimized pre-processing for discrimination prevention.
3237,529,University of Sussex and HSE,Imperial College London,recycling privileged learning and distribution matching for fairness.
3238,530,Bosch Center for Artificial Intelligence,University of Cambridge,from parity to preference-based notions of fairness in classification.
3239,531,Virginia Polytechnic Institute and State University,Virginia Tech,beyond parity: fairness objectives for collaborative filtering.
3240,532,University of Alberta,University of Alberta,multi-view matrix factorization for linear dynamical system estimation.
3241,533,MERL,,random projection filter bank for time series data.
3242,534,Duke University,Georgia Tech,a dirichlet mixture model of hawkes processes for event sequence clustering.
3243,535,Georgia Tech,Ant Financial & Georgia Institute of Technology,predicting user activity level in point processes with mass transport equation.
3244,536,Microsoft Research,Microsoft,off-policy evaluation for slate recommendation.
3245,537,University at Buffalo-SUNY,,expectation propagation with stochastic kinetic model in complex interaction systems.
3246,538,CNRS,DeepMind,a multi-agent reinforcement learning model of common-pool resource appropriation.
3247,539,Aalto University,Aalto University,balancing information exposure in social networks.
3248,540,JD AI Research,"University of California, Davis",scalable demand-aware recommendation.
3249,541,U Texas,University of Texas at Austin,a greedy approach for budgeted maximum inner product search.
3250,542,"University of California, Los Angeles",UCLA and Oxford University,dpscreen: dynamic personalized screening.
3251,543,UCLA,UCLA and Oxford University,deep multi-task gaussian processes for survival analysis with competing risks.
3252,544,University of Michigan,University of Michigan,premise selection for theorem proving by deep graph embedding.
3253,545,"University of California, Davis","University of California, Davis",gradients of generative models for improved discriminative analysis of tandem mass spectra.
3254,546,MIT,MIT,style transfer from non-parallel text by cross-alignment.
3255,547,University of Edinburgh,University of Edinburgh / University of Amsterdam,emergence of language with multi-agent games: learning to communicate with sequences of symbols.
3256,548,Facebook AI Research,Facebook AI Research,"elf: an extensive, lightweight and flexible research platform for real-time strategy games."
3257,549,"Mila, Université de Montréal","MILA, Polytechnique Montréal, Element AI","extremeweather: a large-scale climate dataset for semi-supervised detection, localization, and understanding of extreme weather events."
3258,550,"University of California, San Diego",UCSD,approximation and convergence properties of generative adversarial learning.
3259,551,Carnegie Mellon University,Carnegie Mellon University / Bosch Center for AI,gradient descent gan optimization is locally stable.
3260,552,"Data61, The Australian National University & The University of Sydney",Australian National University & Data61,f-gans in an information geometric nutshell.
3261,553,Max-Planck Institute Tuebingen,MPI Tübingen,the numerics of gans.
3262,554,The University of Sheffield,Harvard University,generalizing gans: a turing perspective.
3263,555,University of Toronto,Vector Institute/University of Toronto,dualing gans.
3264,556,IBM T.J Watson Research Center,IBM Research,fisher gan.
3265,557,New York University,New York University,learning to pivot with adversarial networks.
3266,558,Google,U. Montreal,improved training of wasserstein gans.
3267,559,Carnegie Mellon University,Carnegie Mellon University,mmd gan: towards deeper understanding of moment matching network.
3268,560,LIT AI Lab / University Linz,LIT AI Lab / University Linz,gans trained by a two time-scale update rule converge to a local nash equilibrium.
3269,561,University of Edinburgh,Google,veegan: reducing mode collapse in gans using implicit variational learning.
3270,562,Google,University of Utah,semi-supervised learning with gans: manifold invariance with improved inference.
3271,563,Carnegie Mellon University,Carnegie Mellon University,good semi-supervised learning that requires a bad gan.
3272,564,Uber AI Labs,Cornell University,bayesian gan.
3273,565,Deakin University,Deakin University,dual discriminator generative adversarial nets.
3274,566,Duke University,Duke University,alice: towards understanding adversarial learning for joint distribution matching.
3275,567,Tsinghua University,Tsinghua University,triple generative adversarial nets.
3276,568,Duke University,Duke University,triangle generative adversarial networks.
3277,569,Tsinghua University,Petuum Inc. /  Carnegie Mellon University,structured generative adversarial networks.
3278,570,University of Toronto,"Deep Genomics, Vector Institute, Univ. Toronto",pixelgan autoencoders.
3279,571,Stanford,Stanford,learning to compose domain-specific transformations for data augmentation.
3280,572,NVIDIA,NVIDIA,unsupervised image-to-image translation networks.
3281,573,Carnegie Mellon University,Carnegie Mellon University,controllable invariance through adversarial feature learning.
3282,574,University of Washington,Microsoft Research,adversarial ranking for language generation.
3283,575,Carnegie Mellon University,MSR Montréal & CMU,linear time computation of moments in sum-product networks.
3284,576,Google Brain,,attention is all you need.
3285,577,University of Edinburgh,The University of Edinburgh,masked autoregressive flow for density estimation.
3286,578,Université de Montréal,U. Montreal,variational walkback: learning a transition operator as a stochastic recurrent net.
3287,579,Duke University,Duke University,terngrad: ternary gradients to reduce communication in distributed deep learning.
3288,580,University of Oxford,University College London,end-to-end differentiable proving.
3289,581,DeepMind,Google DeepMind,a simple neural network module for relational reasoning.
3290,582,National University of Singapore,National University of Singapore,dual path networks.
3291,583,University of Copenhagen,IT University of Copenhagen,spherical convolutions and their application in molecular modelling.
3292,584,Google,Amazon - We are hiring!,deep sets.
3293,585,Google Deepmind,DeepMind,simple and scalable predictive uncertainty estimation using deep ensembles.
3294,586,LIT AI Lab / University Linz,LIT AI Lab / University Linz,self-normalizing neural networks.
3295,587,Google,Google,batch renormalization: towards reducing minibatch dependence in batch-normalized models.
3296,588,Technion,Technion,"train longer, generalize better: closing the generalization gap in large batch training of neural networks."
3297,589,Google Brain,Google,nonlinear random matrix theory for deep learning.
3298,590,DeepMind,Google DeepMind,distral: robust multitask reinforcement learning.
3299,591,Google DeepMind,DeepMind Technologies,imagination-augmented agents for deep reinforcement learning.
3300,592,University of Toronto,University of Toronto / Vector Institute,scalable trust-region method for deep reinforcement learning using kronecker-factored approximation.
3301,593,Georgia Tech,Ant Financial & Georgia Institute of Technology,learning combinatorial optimization algorithms over graphs.
3302,594,Duke University,Duke University,targeting eeg/lfp synchrony with neural nets.
3303,595,Stanford University,Stanford University,toward goal-driven neural network models for the rodent whisker-trigeminal system.
3304,596,"research center caesar, an associate of the Max Planck Society","research center caesar, an associate of the Max Planck Society",fast amortized inference of neural activity from calcium imaging data with variational autoencoders.
3305,597,MIT,MIT,learning to see physics via visual de-animation.
3306,598,MIT,MIT/Google,shape and material from sound.
3307,599,New York University,Columbia University,neural networks for efficient bayesian decoding of natural images from retinal neurons.
3308,600,Istituto Italiano di Tecnologia,Istituto Italiano di Tecnologia,quantifying how much sensory information in a neural code is relevant for behavior.
3309,601,University of Cambridge,"Janelia Research Campus, Howard Hughes Medical Institute",model-based bayesian inference of neural activity and connectivity from all-optical interrogation of a neural circuit.
3310,602,Nanjing University of Aeronautics and Astronautics,Nanjing University of Aeronautics and Astronautics,deep hyperalignment.
3311,603,CONICET,Indiana University,unified representation of tractography and diffusion-weighted mri data using sparse multidimensional arrays.
3312,604,University of California at Santa Cruz,Univ. of Calif. at Santa Cruz,online dynamic programming.
3313,605,New York University,New York University,unsupervised learning of disentangled representations from video.
3314,606,Yale University,Yale,interactive submodular bandit.
3315,607,EPFL,EPFL,streaming robust submodular maximization: a partitioned thresholding approach.
3316,608,Harvard University,Harvard University,minimizing a submodular function from samples.
3317,609,Deakin University,Deakin University,process-constrained batch bayesian optimisation.
3318,610,UC Berkeley,UC Berkeley,the marginal value of adaptive gradient methods in machine learning.
3319,611,UC Berkeley / ETH Zurich,Université de Montréal,breaking the nonsmooth barrier: a scalable parallel method for composite optimization.
3320,612,Columbia University,Columbia University,beyond worst-case: a probabilistic analysis of affine policies in dynamic optimization.
3321,613,University of Pennsylvania,University of Pennsylvania,approximate supermodularity bounds for experimental design.
3322,614,Google Brain Robotics,Google,on blackbox backpropagation and jacobian sensing.
3323,615,National university of defense technology,"University of California, Los Angeles",asynchronous coordinate descent under more realistic assumptions.
3324,616,University of Massachusetts Amherst,University of Massachusetts Amherst,clustering with noisy queries.
3325,617,Saarland University,Carnegie Mellon University,approximation algorithms for $\ell_0$-low rank approximation.
3326,618,Princeton University,Cornell University,convergence analysis of two-layer neural networks with relu activation.
3327,619,University of Rochester,University of Rochester,can decentralized algorithms outperform centralized algorithms? a case study for decentralized parallel stochastic gradient descent.
3328,620,University of Illinois at Chicago,University of Illinois at Chicago (UIC),decomposition-invariant conditional gradient for general polytopes with line search.
3329,621,UCLA,"University of California, Los Angeles",straggler mitigation in distributed optimization through data encoding.
3330,622,The University of Iowa,The University of Iowa,admm without a fixed penalty parameter: faster convergence with new adaptive penalization.
3331,623,Tsinghua University,Tsinghua University,accelerated stochastic greedy coordinate descent by soft thresholding projection onto simplex.
3332,624,EPFL,EPFL,safe adaptive importance sampling.
3333,625,University of Washington,CNRS - Ecole Normale Supérieure,"sharpness, restart and acceleration."
3334,626,Inria,Inria,stochastic optimization with variance reduction for infinite datasets with finite sum structure.
3335,627,University of Toronto/Borealis AI,"Deep Genomics, Vector Institute, Univ. Toronto",min-max propagation.
3336,628,Technical University of Denmark (DTU),Technical University of Denmark,a disentangled recognition and nonlinear dynamics model for unsupervised learning.
3337,629,University of Oxford,University of Cambridge,concrete dropout.
3338,630,Google Brain,Google Brain,"rebar: low-variance, unbiased gradient estimates for discrete latent variable models."
3339,631,Columbia University & OpenAI,Columbia University,hierarchical implicit models and likelihood-free variational inference.
3340,632,University of Toronto,University of Toronto,"sticking the landing: simple, lower-variance gradient estimators for variational inference."
3341,633,Disney Research,Disney Research,perturbative black box variational inference.
3342,634,UC Berkeley,UC Berkeley,fast black-box variational inference through stochastic trust-region optimization.
3343,635,Microsoft Research New England,"Indiana University, Bloomington",excess risk bounds for the bayes risk using variational inference in latent gaussian models.
3344,636,MIT-IBM Watson AI Lab,Purdue,experimental design for learning causal graphs with latent variables.
3345,637,MIT,Massachusetts Institute of Technology,permutation-based causal inference algorithms with interventions.
3346,638,University of Illinois at Urbana–Champaign,CMU,learning causal structures using regression invariance.
3347,639,University of Oxford,University College London,counterfactual fairness.
3348,640,University of Amsterdam,University of Amsterdam and University of California Irvine and CIFAR,causal effect inference with deep latent-variable models.
3349,641,IBM Research AI,University of Michigan,conic scan-and-cover algorithms for nonparametric topic modeling.
3350,642,UCLA,UCLA,tractability in structured probability spaces.
3351,643,Massachusetts Institute of Technology,MIT,pass-glm: polynomial approximate sufficient statistics for scalable bayesian glm inference.
3352,644,Ohio State University,The Ohio State University,adaptive bayesian sampling with monte carlo em.
3353,645,Johns Hopkins University,Johns Hopkins University,reliable decision support using counterfactual models.
3354,646,Cornell University,Cornell / Uber,multi-information source optimization.
3355,647,Imperial College London,Imperial College London,doubly stochastic variational inference for deep gaussian processes.
3356,648,University of Cambridge,PROWLER.io,convolutional gaussian processes.
3357,649,University of Chicago,University of Chicago,multiresolution kernel approximation for gaussian process regression.
3358,650,Carnegie Mellon University,Stanford University,unifying pac and regret: uniform pac bounds for episodic reinforcement learning.
3359,651,Google Research,University of Michigan,repeated inverse reinforcement learning.
3360,652,UC Berkeley,UC Berkeley,inverse reward design.
3361,653,Morpheus Labs,Oxford University,dynamic-depth context tree weighting.
3362,654,Singapore Management University,Singapore Management University,policy gradient with value function approximation for collective multiagent planning.
3363,655,DeepMind,DeepMind,a unified game-theoretic approach to multiagent reinforcement learning.
3364,656,EPFL,EPFL,dynamic safe interruptibility for decentralized multi-agent reinforcement learning.
3365,657,McGill University,OpenAI,multi-agent actor-critic for mixed cooperative-competitive environments.
3366,658,UC Berkeley,UIUC,spectrally-normalized margin bounds for neural networks.
3367,659,CS HSE,Université de Montréal,on structured prediction theory with calibrated convex surrogate losses.
3368,660,Toyota Technological Institute at Chicago,Tsinghua University,collaborative pac learning.
3369,661,Tel Aviv University,Technion - Israel institue of Technology,submultiplicative glivenko-cantelli and uniform convergence of revenues.
3370,662,Google Research,Courant Institute and Google,discriminative state space models.
3371,663,Stanford University,UC Berkeley,countering feedback delays in multi-agent learning.
3372,664,Stanford University,Stanford,variance-based regularization with convex objectives.
3373,665,Stanford University,Microsoft Research India,learning mixture of gaussians with streaming data.
3374,666,Google,Google,on the consistency of quick shift.
3375,667,"University of California, Berkeley",UC Berkeley,early stopping for kernel boosting algorithms: a general analysis with localized complexities.
3376,668,Carnegie Mellon University,Carnegie Mellon University,"a sharp error analysis for the fused lasso, with application to approximate changepoint screening."
3377,669,Harvard University,Harvard University,the scaling limit of high-dimensional online independent component analysis.
3378,670,North Carolina State University,Caltech,a universal analysis of large-scale regularized least squares solutions.
3379,671,Jump Trading,UT Austin,convergence of gradient em on multi-component mixture of gaussians.
3380,672,"University of California, Berkeley",UC Berkeley,online control of the false discovery rate with decaying memory.
3381,673,Criteo,CNRS (French National Center for Scientific Research),learning with bandit feedback in potential games.
3382,674,"AI Now Institute, New York University",UC Berkeley,fully decentralized policies for multi-agent systems: an information theoretic approach.
3383,675,Google,Google,revenue optimization with approximate bid predictions.
3384,676,Microsoft Research,Microsoft Research,a decomposition of forecast error in prediction markets.
3385,677,Duke University,"IIIS, Tsinghua University",dynamic revenue sharing.
3386,678,Chalmers / Harvard / Lille / Oslo,Harvard University,multi-view decision processes: the helper-ai problem.
3387,0,Microsoft Research,MIT,the lingering of gradients: how to reuse gradients over time.
3388,1,University of Illinois Urbana-Champaign,University of Illinois at Urbana-Champaign,quadratic decomposable submodular function minimization.
3389,2,ITU Copenhagen,IT University of Copenhagen,leveraging the exact likelihood of deep latent variable models.
3390,3,Quadrant.ai (D-Wave),D-Wave,dvae#: discrete variational autoencoders with relaxed boltzmann priors.
3391,4,Stanford University,Stanford,amortized inference regularization.
3392,5,D-Wave Systems Inc,D-Wave Systems Inc,gumbolt: extending gumbel trick to boltzmann priors.
3393,6,IBM Research,IBM Research,constrained generation of semantically valid graphs via regularizing variational autoencoders.
3394,7,MIT,MIT,invertibility of convolutional generative networks from partial measurements.
3395,8,"Institute of Automation, Chinese Academy of Science",Chinese Academy of Sciences,introvae: introspective variational autoencoders for photographic image synthesis.
3396,9,University of Montreal,"MILA, Polytechnique Montréal, Element AI",towards text generation with adversarially learned neural outlines.
3397,10,WVU,WVU,unsupervised image-to-image translation using domain-specific variational information bound.
3398,11,KTH - Royal Institute of Technology,University of Cambridge,banach wasserstein gan.
3399,12,Stanford University,Stanford University,a convex duality framework for gans.
3400,13,University of Southern California,University of Southern California,on the convergence and robustness of training gans with regularized optimal transport.
3401,14,Carnegie Mellon University,University of Washington,pacgan: the power of two samples in generative adversarial networks.
3402,15,UC Berkeley,UC Berkeley,hessian-based analysis of large batch training and robustness to adversaries.
3403,16,ETH Zurich,"DeepCode and ETH Zurich, Switzerland",fast and effective robustness certification.
3404,17,Tsinghua University,Tsinghua University,graphical generative adversarial networks.
3405,18,Boston University,boston university,learning to repair software vulnerabilities with generative adversarial networks.
3406,19,Computer Vision Center,Computer Vision Center,memory replay gans: learning to generate new categories without forgetting.
3407,20,University of Bath,University of Bath,unsupervised attention-guided image-to-image translation.
3408,21,NVIDIA,NVIDIA,video-to-video synthesis.
3409,22,Columbia University,Columbia University,low-shot learning via covariance-preserving adversarial augmentation networks.
3410,23,DeepMind,"X, Alphabet Inc.",trading robust representations for sample complexity through self-supervised visual experience.
3411,24,Element AI,Element AI,tadam: task dependent adaptive metric for improved few-shot learning.
3412,25,The University of Sydney,The University of Sydney,"fishnet: a versatile backbone for image, region, and pixel level prediction."
3413,26,Lunit Inc.,Lunit Inc,batch-instance normalization for adaptively style-invariant neural networks.
3414,27,National University of Singapore,National University of Singapore,a^2-nets: double attention networks.
3415,28,Aeryon Labs,University of Western Ontario,pelee: a real-time object detection system on mobile devices.
3416,29,Alibaba AI Labs,Shandong University,pointcnn: convolution on x-transformed points.
3417,30,Samsung,Samsung,deep neural networks with box convolutions.
3418,31,Uber AI Labs,Uber AI Labs; Recursion,an intriguing failing of convolutional neural networks and the coordconv solution.
3419,32,University of Amsterdam,University of Amsterdam,3d steerable cnns: learning rotationally equivariant features in volumetric data.
3420,33,Sun Yat-sen University,Sun Yat-Sen University,kalman normalization: normalizing internal representations across network layers.
3421,34,Google Inc.,Google,splinenets: continuous neural decision graphs.
3422,35,University of Central Florida,"Futurewei Technologies, Inc.",cappronet: deep feature learning via orthogonal projections onto capsule subspaces.
3423,36,Texas A&M,Texas A&M,which neural net architectures give rise to exploding and vanishing gradients?.
3424,37,University of Cambridge,Cambridge,exact natural gradient in deep linear networks and its application to the nonlinear case.
3425,38,University of Toronto,University of Toronto,post: device placement with cross-entropy minimization and proximal policy optimization.
3426,39,Seoul National University,Seoul National University,paraphrasing complex network: network compression via factor transfer.
3427,40,Stanford,Stanford,learning compressed transforms with low displacement rank.
